global_step,CR/idle_time,CR/idle_time_cost,CR/makespan,CR/makespan_cost,CR/processing_time,CR/tard_cost,CR/total_cost,CR/total_tardiness,ETD/idle_time,ETD/idle_time_cost,ETD/makespan,ETD/makespan_cost,ETD/processing_time,ETD/tard_cost,ETD/total_cost,ETD/total_tardiness,FDD_over_MWKR/idle_time,FDD_over_MWKR/idle_time_cost,FDD_over_MWKR/makespan,FDD_over_MWKR/makespan_cost,FDD_over_MWKR/processing_time,FDD_over_MWKR/tard_cost,FDD_over_MWKR/total_cost,FDD_over_MWKR/total_tardiness,LWKR_MOD/idle_time,LWKR_MOD/idle_time_cost,LWKR_MOD/makespan,LWKR_MOD/makespan_cost,LWKR_MOD/processing_time,LWKR_MOD/tard_cost,LWKR_MOD/total_cost,LWKR_MOD/total_tardiness,LWKR_SPT/idle_time,LWKR_SPT/idle_time_cost,LWKR_SPT/makespan,LWKR_SPT/makespan_cost,LWKR_SPT/processing_time,LWKR_SPT/tard_cost,LWKR_SPT/total_cost,LWKR_SPT/total_tardiness,MWKR/idle_time,MWKR/idle_time_cost,MWKR/makespan,MWKR/makespan_cost,MWKR/processing_time,MWKR/tard_cost,MWKR/total_cost,MWKR/total_tardiness,PPO/idle_time,PPO/idle_time_cost,PPO/makespan,PPO/makespan_cost,PPO/processing_time,PPO/tard_cost,PPO/total_cost,PPO/total_tardiness
52,0,0.0,2500,250.0,18700,767.5,1391.5,15350,1600,16.0,3300,330.0,18700,387.5,1107.5,7750,200,2.0,2500,250.0,18700,972.5,1598.5,19450,1600,16.0,3000,300.0,18700,462.5,1152.5,9250,2000,20.0,3300,330.0,18700,617.5,1341.5,12350,300,3.0,2500,250.0,18700,1042.5,1669.5,20850,1900,19.0,3100,310.0,18700,367.5,1070.5,7350
53,300,3.0,2900,290.0,22200,1252.5,1989.5,25050,1600,16.0,3500,350.0,22200,515.0,1325.0,10300,0,0.0,2900,290.0,22200,1457.5,2191.5,29150,1900,19.0,3200,320.0,22200,697.5,1480.5,13950,3900,39.0,3700,370.0,22200,947.5,1800.5,18950,900,9.0,3000,300.0,22200,1587.5,2340.5,31750,1800,18.0,3400,340.0,22200,562.5,1364.5,11250
54,300,3.0,2600,260.0,19500,932.5,1585.5,18650,900,9.0,3000,300.0,19500,300.0,999.0,6000,0,0.0,2600,260.0,19500,1097.5,1747.5,21950,1600,16.0,3000,300.0,19500,342.5,1048.5,6850,2200,22.0,3100,310.0,19500,555.0,1277.0,11100,500,5.0,2600,260.0,19500,1132.5,1787.5,22650,1200,12.0,3100,310.0,19500,357.5,1069.5,7150
55,200,2.0,2500,250.0,18200,647.5,1263.5,12950,2700,27.0,3100,310.0,18200,235.0,936.0,4700,100,1.0,2500,250.0,18200,822.5,1437.5,16450,1600,16.0,3000,300.0,18200,242.5,922.5,4850,2000,20.0,3100,310.0,18200,417.5,1111.5,8350,300,3.0,2400,240.0,18200,902.5,1509.5,18050,1000,10.0,3000,300.0,18200,235.0,909.0,4700
56,0,0.0,2900,290.0,23000,1317.5,2067.5,26350,2200,22.0,3600,360.0,23000,670.0,1512.0,13400,0,0.0,3000,300.0,23000,1582.5,2342.5,31650,1900,19.0,3500,350.0,23000,822.5,1651.5,16450,3700,37.0,3600,360.0,23000,952.5,1809.5,19050,400,4.0,3000,300.0,23000,1652.5,2416.5,33050,1900,19.0,3400,340.0,23000,607.5,1426.5,12150
57,0,0.0,2800,280.0,20600,782.5,1474.5,15650,1400,14.0,3700,370.0,20600,270.0,1066.0,5400,0,0.0,2800,280.0,20600,1052.5,1744.5,21050,1400,14.0,3300,330.0,20600,342.5,1098.5,6850,4700,47.0,3500,350.0,20600,620.0,1429.0,12400,200,2.0,2800,280.0,20600,1147.5,1841.5,22950,800,8.0,3400,340.0,20600,287.5,1047.5,5750
58,100,1.0,3000,300.0,21900,1017.5,1756.5,20350,1500,15.0,3400,340.0,21900,332.5,1125.5,6650,200,2.0,3000,300.0,21900,1287.5,2027.5,25750,1800,18.0,3600,360.0,21900,527.5,1343.5,10550,4300,43.0,4000,400.0,21900,837.5,1718.5,16750,300,3.0,2900,290.0,21900,1432.5,2163.5,28650,2200,22.0,3300,330.0,21900,412.5,1202.5,8250
59,100,1.0,2800,280.0,21300,1082.5,1789.5,21650,1600,16.0,3400,340.0,21300,520.0,1302.0,10400,0,0.0,2700,270.0,21300,1377.5,2073.5,27550,1900,19.0,3100,310.0,21300,562.5,1317.5,11250,2800,28.0,3500,350.0,21300,852.5,1656.5,17050,700,7.0,2800,280.0,21300,1482.5,2195.5,29650,600,6.0,3100,310.0,21300,557.5,1299.5,11150
60,400,4.0,2700,270.0,19200,807.5,1465.5,16150,700,7.0,3100,310.0,19200,345.0,1046.0,6900,0,0.0,2600,260.0,19200,1002.5,1646.5,20050,2300,23.0,3400,340.0,19200,387.5,1134.5,7750,2800,28.0,3200,320.0,19200,500.0,1232.0,10000,300,3.0,2500,250.0,19200,1087.5,1724.5,21750,1600,16.0,3300,330.0,19200,322.5,1052.5,6450
61,300,3.0,2400,240.0,17100,447.5,1032.5,8950,2200,22.0,3400,340.0,17100,125.0,829.0,2500,0,0.0,2300,230.0,17100,632.5,1204.5,12650,1900,19.0,2800,280.0,17100,162.5,803.5,3250,4200,42.0,2900,290.0,17100,410.0,1084.0,8200,600,6.0,2400,240.0,17100,632.5,1220.5,12650,3300,33.0,2900,290.0,17100,132.5,797.5,2650
62,100,1.0,2600,260.0,20100,1022.5,1685.5,20450,800,8.0,2900,290.0,20100,495.0,1195.0,9900,100,1.0,2600,260.0,20100,1222.5,1885.5,24450,1000,10.0,3000,300.0,20100,647.5,1359.5,12950,2900,29.0,3300,330.0,20100,827.5,1588.5,16550,600,6.0,2700,270.0,20100,1282.5,1960.5,25650,1000,10.0,3000,300.0,20100,462.5,1174.5,9250
63,200,2.0,2600,260.0,19500,987.5,1639.5,19750,1200,12.0,3300,330.0,19500,395.0,1127.0,7900,0,0.0,2500,250.0,19500,1077.5,1717.5,21550,1500,15.0,3300,330.0,19500,492.5,1227.5,9850,3800,38.0,3500,350.0,19500,587.5,1365.5,11750,300,3.0,2600,260.0,19500,1187.5,1840.5,23750,1000,10.0,2900,290.0,19500,445.0,1135.0,8900
64,100,1.0,2200,220.0,16800,647.5,1204.5,12950,1300,13.0,2600,260.0,16800,300.0,909.0,6000,0,0.0,2200,220.0,16800,742.5,1298.5,14850,1300,13.0,2600,260.0,16800,362.5,971.5,7250,2300,23.0,2600,260.0,16800,522.5,1141.5,10450,500,5.0,2200,220.0,16800,777.5,1338.5,15550,1600,16.0,2700,270.0,16800,350.0,972.0,7000
65,100,1.0,2700,270.0,20200,997.5,1672.5,19950,1300,13.0,3100,310.0,20200,365.0,1092.0,7300,0,0.0,2600,260.0,20200,1192.5,1856.5,23850,2800,28.0,3500,350.0,20200,562.5,1344.5,11250,3100,31.0,3400,340.0,20200,787.5,1562.5,15750,500,5.0,2700,270.0,20200,1272.5,1951.5,25450,2400,24.0,3200,320.0,20200,515.0,1263.0,10300
66,300,3.0,2500,250.0,18800,892.5,1521.5,17850,900,9.0,2900,290.0,18800,427.5,1102.5,8550,0,0.0,2400,240.0,18800,997.5,1613.5,19950,1300,13.0,3000,300.0,18800,462.5,1151.5,9250,3600,36.0,3100,310.0,18800,722.5,1444.5,14450,500,5.0,2500,250.0,18800,1047.5,1678.5,20950,500,5.0,2700,270.0,18800,432.5,1083.5,8650
67,0,0.0,2900,290.0,21400,1102.5,1820.5,22050,1400,14.0,3300,330.0,21400,525.0,1297.0,10500,0,0.0,2800,280.0,21400,1332.5,2040.5,26650,1100,11.0,3400,340.0,21400,607.5,1386.5,12150,4300,43.0,4000,400.0,21400,957.5,1828.5,19150,300,3.0,2800,280.0,21400,1427.5,2138.5,28550,2000,20.0,3100,310.0,21400,497.5,1255.5,9950
68,0,0.0,3000,300.0,21900,1202.5,1940.5,24050,800,8.0,3200,320.0,21900,535.0,1301.0,10700,0,0.0,2900,290.0,21900,1452.5,2180.5,29050,900,9.0,3400,340.0,21900,722.5,1509.5,14450,3000,30.0,3600,360.0,21900,1017.5,1845.5,20350,200,2.0,2900,290.0,21900,1452.5,2182.5,29050,1100,11.0,3200,320.0,21900,462.5,1231.5,9250
69,0,0.0,2900,290.0,22300,1357.5,2093.5,27150,1600,16.0,3400,340.0,22300,615.0,1417.0,12300,0,0.0,2800,280.0,22300,1562.5,2288.5,31250,1400,14.0,3400,340.0,22300,682.5,1482.5,13650,2900,29.0,3600,360.0,22300,832.5,1667.5,16650,400,4.0,2900,290.0,22300,1667.5,2407.5,33350,1700,17.0,3300,330.0,22300,652.5,1445.5,13050
70,0,0.0,2700,270.0,19900,902.5,1570.5,18050,1900,19.0,3200,320.0,19900,370.0,1107.0,7400,0,0.0,2500,250.0,19900,1142.5,1790.5,22850,1400,14.0,3100,310.0,19900,442.5,1164.5,8850,2900,29.0,3100,310.0,19900,757.5,1494.5,15150,600,6.0,2600,260.0,19900,1217.5,1881.5,24350,1600,16.0,2900,290.0,19900,397.5,1101.5,7950
71,100,1.0,2500,250.0,18100,677.5,1290.5,13550,1800,18.0,3200,320.0,18100,282.5,982.5,5650,200,2.0,2400,240.0,18100,812.5,1416.5,16250,1400,14.0,3000,300.0,18100,317.5,993.5,6350,1800,18.0,3100,310.0,18100,447.5,1137.5,8950,300,3.0,2300,230.0,18100,897.5,1492.5,17950,2400,24.0,3100,310.0,18100,237.5,933.5,4750
72,0,0.0,2400,240.0,18100,677.5,1279.5,13550,2400,24.0,2800,280.0,18100,300.0,966.0,6000,0,0.0,2400,240.0,18100,862.5,1464.5,17250,3100,31.0,2900,290.0,18100,422.5,1105.5,8450,2900,29.0,3200,320.0,18100,492.5,1203.5,9850,600,6.0,2400,240.0,18100,897.5,1505.5,17950,2200,22.0,2900,290.0,18100,307.5,981.5,6150
73,100,1.0,2400,240.0,18600,802.5,1415.5,16050,1900,19.0,3300,330.0,18600,405.0,1126.0,8100,0,0.0,2400,240.0,18600,967.5,1579.5,19350,1700,17.0,2800,280.0,18600,342.5,1011.5,6850,1700,17.0,3000,300.0,18600,445.0,1134.0,8900,500,5.0,2500,250.0,18600,1042.5,1669.5,20850,1500,15.0,2800,280.0,18600,337.5,1004.5,6750
74,500,5.0,2800,280.0,20700,872.5,1571.5,17450,2100,21.0,3300,330.0,20700,292.5,1057.5,5850,0,0.0,2700,270.0,20700,1122.5,1806.5,22450,2400,24.0,3100,310.0,20700,402.5,1150.5,8050,3500,35.0,3400,340.0,20700,542.5,1331.5,10850,400,4.0,2800,280.0,20700,1212.5,1910.5,24250,2200,22.0,3200,320.0,20700,287.5,1043.5,5750
75,0,0.0,2400,240.0,18000,687.5,1287.5,13750,3000,30.0,3000,300.0,18000,395.0,1085.0,7900,0,0.0,2400,240.0,18000,872.5,1472.5,17450,900,9.0,2700,270.0,18000,417.5,1056.5,8350,1700,17.0,3000,300.0,18000,600.0,1277.0,12000,100,1.0,2400,240.0,18000,912.5,1513.5,18250,1300,13.0,3000,300.0,18000,315.0,988.0,6300
76,0,0.0,2600,260.0,20100,867.5,1529.5,17350,1600,16.0,3200,320.0,20100,287.5,1025.5,5750,0,0.0,2600,260.0,20100,1057.5,1719.5,21150,900,9.0,3000,300.0,20100,442.5,1153.5,8850,3700,37.0,3500,350.0,20100,737.5,1526.5,14750,600,6.0,2700,270.0,20100,1197.5,1875.5,23950,2900,29.0,3100,310.0,20100,380.0,1121.0,7600
77,700,7.0,2900,290.0,21500,1237.5,1964.5,24750,700,7.0,3000,300.0,21500,465.0,1202.0,9300,0,0.0,2800,280.0,21500,1462.5,2172.5,29250,2100,21.0,3300,330.0,21500,707.5,1488.5,14150,3600,36.0,3400,340.0,21500,927.5,1733.5,18550,400,4.0,2900,290.0,21500,1442.5,2166.5,28850,800,8.0,3200,320.0,21500,517.5,1275.5,10350
78,0,0.0,3400,340.0,24800,1497.5,2333.5,29950,1800,18.0,3900,390.0,24800,615.0,1519.0,12300,0,0.0,3300,330.0,24800,1837.5,2663.5,36750,1700,17.0,4000,400.0,24800,717.5,1630.5,14350,3900,39.0,4100,410.0,24800,965.0,1910.0,19300,600,6.0,3300,330.0,24800,2072.5,2904.5,41450,3300,33.0,4100,410.0,24800,637.5,1576.5,12750
79,0,0.0,2900,290.0,22100,1237.5,1969.5,24750,2700,27.0,3700,370.0,22100,455.0,1294.0,9100,100,1.0,2900,290.0,22100,1522.5,2255.5,30450,1500,15.0,3500,350.0,22100,537.5,1344.5,10750,3500,35.0,3700,370.0,22100,777.5,1624.5,15550,1400,14.0,3100,310.0,22100,1667.5,2433.5,33350,1200,12.0,3500,350.0,22100,472.5,1276.5,9450
80,100,1.0,3000,300.0,22500,1337.5,2088.5,26750,1200,12.0,3500,350.0,22500,545.0,1357.0,10900,0,0.0,2900,290.0,22500,1557.5,2297.5,31150,1800,18.0,3600,360.0,22500,662.5,1490.5,13250,5500,55.0,4100,410.0,22500,1012.5,1927.5,20250,100,1.0,2900,290.0,22500,1587.5,2328.5,31750,1500,15.0,3800,380.0,22500,532.5,1377.5,10650
81,0,0.0,2900,290.0,21800,1132.5,1858.5,22650,400,4.0,3700,370.0,21800,470.0,1280.0,9400,0,0.0,2800,280.0,21800,1437.5,2153.5,28750,900,9.0,3400,340.0,21800,642.5,1427.5,12850,3500,35.0,3700,370.0,21800,962.5,1803.5,19250,300,3.0,2900,290.0,21800,1462.5,2191.5,29250,1400,14.0,3500,350.0,21800,497.5,1297.5,9950
82,0,0.0,2800,280.0,22200,1297.5,2021.5,25950,1200,12.0,3200,320.0,22200,595.0,1371.0,11900,0,0.0,2800,280.0,22200,1532.5,2256.5,30650,2100,21.0,3600,360.0,22200,687.5,1512.5,13750,4000,40.0,3600,360.0,22200,892.5,1736.5,17850,500,5.0,2900,290.0,22200,1537.5,2276.5,30750,600,6.0,3100,310.0,22200,557.5,1317.5,11150
83,200,2.0,2500,250.0,19200,982.5,1618.5,19650,2000,20.0,3100,310.0,19200,350.0,1064.0,7000,0,0.0,2400,240.0,19200,1072.5,1696.5,21450,2400,24.0,3100,310.0,19200,447.5,1165.5,8950,3200,32.0,3100,310.0,19200,615.0,1341.0,12300,600,6.0,2600,260.0,19200,1152.5,1802.5,23050,1700,17.0,3100,310.0,19200,385.0,1096.0,7700
84,200,2.0,2700,270.0,20400,1027.5,1707.5,20550,700,7.0,3000,300.0,20400,425.0,1140.0,8500,100,1.0,2600,260.0,20400,1217.5,1886.5,24350,1100,11.0,3100,310.0,20400,542.5,1271.5,10850,2400,24.0,3400,340.0,20400,822.5,1594.5,16450,300,3.0,2700,270.0,20400,1172.5,1853.5,23450,1600,16.0,3000,300.0,20400,417.5,1141.5,8350
85,0,0.0,2400,240.0,18300,712.5,1318.5,14250,1700,17.0,3100,310.0,18300,417.5,1110.5,8350,0,0.0,2400,240.0,18300,917.5,1523.5,18350,900,9.0,2800,280.0,18300,437.5,1092.5,8750,1900,19.0,2800,280.0,18300,597.5,1262.5,11950,400,4.0,2400,240.0,18300,957.5,1567.5,19150,1300,13.0,2700,270.0,18300,357.5,1006.5,7150
86,0,0.0,2900,290.0,22700,1397.5,2141.5,27950,1600,16.0,3600,360.0,22700,725.0,1555.0,14500,200,2.0,3000,300.0,22700,1707.5,2463.5,34150,1100,11.0,3300,330.0,22700,897.5,1692.5,17950,4600,46.0,3900,390.0,22700,1177.5,2067.5,23550,500,5.0,3000,300.0,22700,1752.5,2511.5,35050,1800,18.0,3500,350.0,22700,692.5,1514.5,13850
87,0,0.0,3200,320.0,23800,1372.5,2168.5,27450,2100,21.0,3900,390.0,23800,625.0,1512.0,12500,0,0.0,3100,310.0,23800,1812.5,2598.5,36250,1700,17.0,3700,370.0,23800,757.5,1620.5,15150,3100,31.0,4100,410.0,23800,962.5,1879.5,19250,700,7.0,3300,330.0,23800,1897.5,2710.5,37950,2400,24.0,3800,380.0,23800,617.5,1497.5,12350
88,0,0.0,2600,260.0,19800,927.5,1583.5,18550,1900,19.0,2900,290.0,19800,462.5,1167.5,9250,0,0.0,2600,260.0,19800,1127.5,1783.5,22550,1200,12.0,3000,300.0,19800,502.5,1210.5,10050,2600,26.0,3200,320.0,19800,695.0,1437.0,13900,300,3.0,2600,260.0,19800,1152.5,1811.5,23050,2400,24.0,2900,290.0,19800,415.0,1125.0,8300
89,0,0.0,2200,220.0,17500,612.5,1182.5,12250,2300,23.0,3100,310.0,17500,247.5,930.5,4950,0,0.0,2300,230.0,17500,752.5,1332.5,15050,2400,24.0,3000,300.0,17500,287.5,961.5,5750,2100,21.0,2900,290.0,17500,392.5,1053.5,7850,400,4.0,2300,230.0,17500,857.5,1441.5,17150,2000,20.0,2800,280.0,17500,235.0,885.0,4700
90,100,1.0,2200,220.0,17100,657.5,1220.5,13150,1500,15.0,2900,290.0,17100,397.5,1044.5,7950,0,0.0,2200,220.0,17100,772.5,1334.5,15450,1000,10.0,2700,270.0,17100,382.5,1004.5,7650,2600,26.0,2800,280.0,17100,485.0,1133.0,9700,500,5.0,2300,230.0,17100,837.5,1414.5,16750,700,7.0,2500,250.0,17100,322.5,921.5,6450
91,100,1.0,2900,290.0,20700,837.5,1542.5,16750,2600,26.0,3700,370.0,20700,320.0,1130.0,6400,0,0.0,2700,270.0,20700,1122.5,1806.5,22450,2400,24.0,3300,330.0,20700,347.5,1115.5,6950,5300,53.0,3600,360.0,20700,675.0,1502.0,13500,800,8.0,2800,280.0,20700,1247.5,1949.5,24950,1600,16.0,3300,330.0,20700,347.5,1107.5,6950
92,100,1.0,3100,310.0,24600,1487.5,2290.5,29750,1700,17.0,4100,410.0,24600,570.0,1489.0,11400,0,0.0,3200,320.0,24600,1777.5,2589.5,35550,1900,19.0,3700,370.0,24600,692.5,1573.5,13850,4600,46.0,4300,430.0,24600,982.5,1950.5,19650,500,5.0,3300,330.0,24600,1927.5,2754.5,38550,2700,27.0,4000,400.0,24600,537.5,1456.5,10750
93,300,3.0,2800,280.0,20900,1132.5,1833.5,22650,1700,17.0,3400,340.0,20900,557.5,1332.5,11150,0,0.0,2700,270.0,20900,1312.5,2000.5,26250,1300,13.0,3200,320.0,20900,627.5,1378.5,12550,2000,20.0,3500,350.0,20900,760.0,1548.0,15200,500,5.0,2800,280.0,20900,1297.5,2000.5,25950,1400,14.0,3000,300.0,20900,517.5,1249.5,10350
94,200,2.0,2600,260.0,19800,977.5,1635.5,19550,1800,18.0,3400,340.0,19800,432.5,1186.5,8650,0,0.0,2500,250.0,19800,1132.5,1778.5,22650,1600,16.0,3000,300.0,19800,487.5,1199.5,9750,4000,40.0,3600,360.0,19800,682.5,1478.5,13650,400,4.0,2600,260.0,19800,1152.5,1812.5,23050,1000,10.0,2800,280.0,19800,407.5,1093.5,8150
95,0,0.0,2300,230.0,16400,507.5,1065.5,10150,1900,19.0,2800,280.0,16400,175.0,802.0,3500,0,0.0,2100,210.0,16400,657.5,1195.5,13150,1000,10.0,2500,250.0,16400,202.5,790.5,4050,2900,29.0,2800,280.0,16400,380.0,1017.0,7600,400,4.0,2200,220.0,16400,712.5,1264.5,14250,1200,12.0,2400,240.0,16400,212.5,792.5,4250
96,100,1.0,3100,310.0,23500,1557.5,2338.5,31150,1000,10.0,3300,330.0,23500,725.0,1535.0,14500,200,2.0,3000,300.0,23500,1847.5,2619.5,36950,900,9.0,3300,330.0,23500,902.5,1711.5,18050,3000,30.0,3900,390.0,23500,1137.5,2027.5,22750,700,7.0,3100,310.0,23500,1947.5,2734.5,38950,2500,25.0,3700,370.0,23500,772.5,1637.5,15450
97,300,3.0,2900,290.0,22100,1337.5,2072.5,26750,1000,10.0,3400,340.0,22100,615.0,1407.0,12300,100,1.0,2900,290.0,22100,1607.5,2340.5,32150,1000,10.0,3200,320.0,22100,732.5,1504.5,14650,3000,30.0,3700,370.0,22100,917.5,1759.5,18350,800,8.0,3000,300.0,22100,1692.5,2442.5,33850,1400,14.0,3500,350.0,22100,647.5,1453.5,12950
98,0,0.0,2700,270.0,20700,992.5,1676.5,19850,1200,12.0,3200,320.0,20700,425.0,1171.0,8500,0,0.0,2700,270.0,20700,1212.5,1896.5,24250,1500,15.0,3100,310.0,20700,552.5,1291.5,11050,4200,42.0,3700,370.0,20700,877.5,1703.5,17550,300,3.0,2700,270.0,20700,1212.5,1899.5,24250,1500,15.0,3000,300.0,20700,385.0,1114.0,7700
99,0,0.0,3000,300.0,21900,1137.5,1875.5,22750,1900,19.0,3500,350.0,21900,415.0,1222.0,8300,100,1.0,2900,290.0,21900,1392.5,2121.5,27850,2400,24.0,3400,340.0,21900,532.5,1334.5,10650,3300,33.0,3500,350.0,21900,777.5,1598.5,15550,100,1.0,2800,280.0,21900,1427.5,2146.5,28550,1800,18.0,3600,360.0,21900,462.5,1278.5,9250
