time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/value_loss,train/clip_range,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
,,120000,,,,-0.06402783840894699,0.023759663,0.9468618258833885,-0.044569690161733885,0.2718994140625,290,0.0043243566427008774,0.2,0.0003,-2.8440660502761603,-3.1334374000000005,96.0
30,126,122880,-3.58763286,971,102.35,,,,,,,,,,,,
31,130,126976,-3.5553138200000003,972,102.32,-0.06732987612485886,0.027706157,0.935645341873169,-0.044109133841993754,0.2946044921875,300,0.004072234110299178,0.2,0.0003,-2.8216272186487914,,
32,134,131072,-3.5849239499999994,973,101.66,-0.062324848026037216,0.024411518,0.9328904375433922,-0.04579463406917057,0.266943359375,310,0.004722581618261756,0.2,0.0003,-2.7749023966491224,,
33,138,135168,-3.5275196699999993,973,101.45,-0.05905422195792198,0.024923917,0.9468370005488396,-0.04582454535702709,0.26748046875,320,0.004041109774061624,0.2,0.0003,-2.7620924305170775,,
34,143,139264,-3.47783421,971,102.87,-0.05007867142558098,0.029145204,0.9558480344712734,-0.04546489510830724,0.2887939453125,330,0.004187930426269304,0.2,0.0003,-2.695570248365402,,
,,140000,,,,-0.0698806568980217,0.026503092,0.9622535407543182,-0.04672580341502908,0.2829345703125,340,0.00356208950315704,0.2,0.0003,-2.677886502444744,-3.2328469999999996,98.4
35,148,143360,-3.36172979,967,102.02,,,,,,,,,,,,
36,153,147456,-3.30809594,962,101.22,-0.07297695428133011,0.026917655,0.9457922428846359,-0.04547811678712606,0.2816650390625,350,0.004443613181229012,0.2,0.0003,-2.6639396507292985,,
37,157,151552,-3.2544940900000006,962,99.58,-0.0637618824839592,0.0239303,0.9518396705389023,-0.04191068104992155,0.26435546875,360,0.004233820231092977,0.2,0.0003,-2.624342951923609,,
38,161,155648,-3.26905286,962,100.07,-0.07214634120464325,0.022811085,0.9527797363698483,-0.040452871390152724,0.268603515625,370,0.0034817578742149637,0.2,0.0003,-2.586276112124324,,
39,165,159744,-3.28834155,963,99.95,-0.07746228575706482,0.025103733,0.953047376126051,-0.044765018717589554,0.2855712890625,380,0.004129487369755225,0.2,0.0003,-2.565518719702959,,
,,160000,,,,-0.08336134254932404,0.024475409,0.9495914503931999,-0.04141181669492653,0.2662353515625,390,0.0038009941637938026,0.2,0.0003,-2.518444894626737,-3.1459871999999995,92.6
40,170,163840,-3.2859692600000003,961,100.31,,,,,,,,,,,,
41,174,167936,-3.16721671,961,99.69,-0.06215592846274376,0.026090536,0.9530562609434128,-0.04211645849227352,0.2725341796875,400,0.0036288674122261,0.2,0.0003,-2.488477770984173,,
42,178,172032,-3.1197789300000007,961,100.39,-0.08809137344360352,0.02707828,0.9531637467443943,-0.043245940142514885,0.2941650390625,410,0.003603894882962777,0.2,0.0003,-2.47872668877244,,
43,182,176128,-3.1880447100000002,962,101.04,-0.07458288222551346,0.02556992,0.9414222799241543,-0.03895869102743745,0.282275390625,420,0.003668297451622493,0.2,0.0003,-2.4717484705150126,,
,,180000,,,,-0.07085230201482773,0.025980616,0.9447659328579903,-0.042549710983439584,0.2834716796875,430,0.003983346894074202,0.2,0.0003,-2.4300511214882135,-2.9018522,85.0
44,187,180224,-3.1808558899999997,960,101.01,,,,,,,,,,,,
45,191,184320,-3.17391328,960,102.07,-0.08071868866682053,0.025603412,0.9530069194734097,-0.04015793218895851,0.2677734375,440,0.0032212063151746406,0.2,0.0003,-2.3912675492465496,,
46,196,188416,-3.2031959199999993,960,101.65,-0.06109366565942764,0.026407212,0.9605029001832008,-0.044038023206667276,0.2762939453125,450,0.003968952069226361,0.2,0.0003,-2.34792932420969,,
47,200,192512,-3.1894293899999995,960,101.84,-0.04127034917473793,0.027814161,0.9584908857941628,-0.04154715605218371,0.274853515625,460,0.002780172174971085,0.2,0.0003,-2.3160278510302303,,
48,204,196608,-3.17862347,959,101.49,-0.059005606919527054,0.026684064,0.954061571508646,-0.038356103244586846,0.2737060546875,470,0.0037323194049349697,0.2,0.0003,-2.256907319650054,,
,,200000,,,,-0.05901247262954712,0.025638498,0.9452683702111244,-0.0352566551482596,0.266796875,480,0.004186460752043786,0.2,0.0003,-2.2710998844355346,-2.7558284,90.0
49,209,200704,-3.12115249,956,101.46,,,,,,,,,,,,
50,213,204800,-3.10385474,957,101.55,-0.077325239777565,0.027736712,0.962200004607439,-0.03971160193286778,0.2609619140625,490,0.003242799020063103,0.2,0.0003,-2.2378107184544205,,
51,218,208896,-3.1286519199999994,957,102.62,-0.023716360330581665,0.029412996,0.9595410600304604,-0.03701104392966954,0.28056640625,500,0.002885729341141996,0.2,0.0003,-2.2574557714164256,,
52,222,212992,-3.1252248399999996,957,102.92,-0.07354499399662018,0.028188165,0.9565040692687035,-0.035682242953771495,0.28125,510,0.0029969435461225657,0.2,0.0003,-2.2651631839573385,,
53,226,217088,-3.09777451,957,102.89,-0.07219310849905014,0.027481169,0.95666329190135,-0.04077184165507788,0.293017578125,520,0.003486071502902632,0.2,0.0003,-2.261063966527581,,
,,220000,,,,-0.07278966903686523,0.027476812,0.9485699273645878,-0.04255752773751738,0.2769775390625,530,0.0032377142483710486,0.2,0.0003,-2.255637641623616,-2.7008684,90.8
54,231,221184,-3.0525916900000003,955,101.75,,,,,,,,,,,,
55,235,225280,-3.07905172,955,101.92,-0.07217946648597717,0.026962442,0.9467993378639221,-0.04074472315296589,0.297998046875,540,0.004186555644719192,0.2,0.0003,-2.226097825169563,,
56,239,229376,-3.05924726,956,101.54,-0.07130996882915497,0.02789168,0.9545367173850536,-0.04301061803780613,0.2785400390625,550,0.003925755066211423,0.2,0.0003,-2.2228075942024588,,
57,244,233472,-3.109261149999999,955,101.95,-0.06796050816774368,0.027972387,0.9685266464948654,-0.04527040875836974,0.3021484375,560,0.003282879614016565,0.2,0.0003,-2.2209115946665405,,
58,248,237568,-2.997852140000001,955,101.92,-0.10351911932229996,0.024215363,0.9585074372589588,-0.04071576042770175,0.2856689453125,570,0.0038777431820562923,0.2,0.0003,-2.2171336706727742,,
,,240000,,,,-0.061530958861112595,0.02625602,0.9519214816391468,-0.03791795169890975,0.2760009765625,580,0.0037749256432107357,0.2,0.0003,-2.2078850600868463,-2.5160229999999997,100.0
59,253,241664,-3.00032768,954,100.93,,,,,,,,,,,,
60,257,245760,-3.0398843600000003,955,101.38,-0.09260355681180954,0.027095793,0.9476130791008472,-0.042623779952555195,0.2827880859375,590,0.0041895728444615084,0.2,0.0003,-2.2113216068595647,,
61,261,249856,-3.0050926899999997,955,101.47,-0.06927574425935745,0.02925938,0.9447099901735783,-0.040840723708970475,0.290966796875,600,0.003642384167505952,0.2,0.0003,-2.1990705182775856,,
62,265,253952,-2.9767647400000006,956,101.07,-0.05208607017993927,0.031181434,0.954531654715538,-0.03756423016311601,0.3005615234375,610,0.002841902036652755,0.2,0.0003,-2.178695815242827,,
63,269,258048,-2.9951615300000003,956,100.9,-0.0823962613940239,0.027913783,0.9369518086314201,-0.03929542963087442,0.2838134765625,620,0.004426508154847397,0.2,0.0003,-2.1523356601595878,,
,,260000,,,,-0.08604063093662262,0.029460547,0.9570539519190788,-0.041914064563752615,0.2912353515625,630,0.003480668532210984,0.2,0.0003,-2.1118917455896735,-2.8305567999999997,99.6
64,274,262144,-2.9820865,955,101.34,,,,,,,,,,,,
65,278,266240,-3.0018791599999997,956,101.68,-0.07550259679555893,0.03087944,0.9625242501497269,-0.0415726904051553,0.2988525390625,640,0.0030823302680801135,0.2,0.0003,-2.065177799575031,,
66,282,270336,-3.00408791,957,101.75,-0.04060833901166916,0.029643273,0.960957370698452,-0.04008667830275954,0.2891845703125,650,0.0029434307834890205,0.2,0.0003,-2.060854423604906,,
67,286,274432,-3.0174864199999996,958,101.41,-0.06463366746902466,0.027291853,0.9682395532727242,-0.03918723298775149,0.289013671875,660,0.0028433111138838284,0.2,0.0003,-2.0961644573137166,,
68,290,278528,-3.01706372,958,102.13,-0.06883838772773743,0.02969237,0.9627041518688202,-0.0401370585514087,0.280078125,670,0.0031157386052655055,0.2,0.0003,-2.073468235693872,,
,,280000,,,,-0.06460883468389511,0.027190313,0.9504686817526817,-0.04133337834791746,0.281298828125,680,0.003136833037024189,0.2,0.0003,-2.061875559203327,-2.752905,97.0
69,295,282624,-3.005906370000001,957,102.03,,,,,,,,,,,,
70,299,286720,-2.98992588,957,101.92,-0.07801855355501175,0.029774986,0.9486335515975952,-0.041745335950690785,0.2868408203125,690,0.00403779556909285,0.2,0.0003,-2.0391175717115404,,
71,303,290816,-2.89579571,958,100.82,-0.07529685646295547,0.03224141,0.9642933085560799,-0.04453890916156524,0.28662109375,700,0.0030372223174708777,0.2,0.0003,-2.031481044925749,,
72,307,294912,-2.91064707,959,101.58,-0.06177721172571182,0.02860612,0.9623818770051003,-0.04232996816790546,0.29365234375,710,0.003528430611004296,0.2,0.0003,-2.010661342740059,,
73,311,299008,-2.8695242000000007,959,101.39,-0.06313593685626984,0.029990155,0.9599223993718624,-0.03710772418853594,0.2832275390625,720,0.003439650743985112,0.2,0.0003,-2.0066238954663276,,
,,300000,,,,-0.061613600701093674,0.026558893,0.9437234327197075,-0.03854669290230959,0.28779296875,730,0.004093364251730236,0.2,0.0003,-2.038454894721508,-2.5766842000000003,95.8
74,316,303104,-2.95669024,957,102.38,,,,,,,,,,,,
75,320,307200,-3.02279703,957,102.76,-0.06680814921855927,0.028281193,0.9434217177331448,-0.03719599153737363,0.292578125,740,0.00410661526993863,0.2,0.0003,-1.9871445782482624,,
76,325,311296,-2.93867822,957,101.63,-0.05036924406886101,0.032907393,0.9436353258788586,-0.041067214059876275,0.3079345703125,750,0.0043803726894111605,0.2,0.0003,-2.04476278424263,,
77,329,315392,-2.9379922799999996,957,101.44,-0.05516571179032326,0.02987004,0.9645303227007389,-0.0376893983084301,0.2938720703125,760,0.0034134677825022664,0.2,0.0003,-1.973310399800539,,
78,333,319488,-2.87385134,957,101.25,-0.08817336708307266,0.028416662,0.971404206007719,-0.040925227398838616,0.2978271484375,770,0.002541523502804921,0.2,0.0003,-2.0189718727022408,,
,,320000,,,,-0.06882643699645996,0.038148105,0.961629219353199,-0.041522567632273424,0.324072265625,780,0.00277651178130327,0.2,0.0003,-1.9704131871461867,-2.6440566,89.6
79,337,323584,-2.84550555,957,100.25,,,,,,,,,,,,
80,342,327680,-2.80894374,957,99.46,-0.07687117904424667,0.029543936,0.9608859680593014,-0.03983336137607694,0.3036376953125,790,0.0028121915229348815,0.2,0.0003,-2.0458696210756897,,
81,346,331776,-2.84472409,958,99.72,-0.0753951147198677,0.030434998,0.9593359716236591,-0.04147146366485686,0.3078369140625,800,0.00290416631332846,0.2,0.0003,-2.000801362656057,,
82,350,335872,-2.9154630499999996,958,100.66,-0.059131085872650146,0.030493326,0.9569832719862461,-0.0402753837115597,0.29970703125,810,0.002855264831578097,0.2,0.0003,-2.085032725520432,,
83,354,339968,-2.9366832199999995,958,102.32,-0.06119929254055023,0.03038719,0.9520038738846779,-0.04076209229715459,0.2874267578125,820,0.003135705342901929,0.2,0.0003,-2.0641343016177416,,
,,340000,,,,-0.0637664943933487,0.031479463,0.9667200334370136,-0.04022557750577107,0.3089111328125,830,0.002698112741472869,0.2,0.0003,-2.0455891525372865,-2.6012612,96.8
84,359,344064,-2.88564234,957,102.09,,,,,,,,,,,,
85,363,348160,-2.96202405,957,103.46,-0.061500582844018936,0.028905816,0.9609852954745293,-0.040235593251418324,0.29150390625,840,0.0027326369019647244,0.2,0.0003,-2.0345314791426063,,
86,367,352256,-3.0019521799999995,958,102.5,-0.06310472637414932,0.033582702,0.955325897783041,-0.03933982080234273,0.30947265625,850,0.0030084655249993375,0.2,0.0003,-1.9743783010169864,,
87,371,356352,-2.9594519000000004,958,102.09,-0.05327639356255531,0.030760054,0.9630506001412868,-0.038561076056430464,0.2938720703125,860,0.0029318463470190182,0.2,0.0003,-1.9576312800869347,,
,,360000,,,,-0.060947731137275696,0.035630986,0.9534931927919388,-0.03649493456759956,0.312548828125,870,0.0030699041504703927,0.2,0.0003,-1.9630703963339329,-2.0835152,80.4
88,376,360448,-2.92287516,957,101.75,,,,,,,,,,,,
89,380,364544,-2.9220383599999997,957,101.59,-0.049423202872276306,0.03139064,0.9541441537439823,-0.038953737528208875,0.2948974609375,880,0.0032397834163930385,0.2,0.0003,-1.9921180307865143,,
90,384,368640,-2.96181532,958,101.88,-0.0780261978507042,0.03080677,0.9529374428093433,-0.04084625600917206,0.2868896484375,890,0.0031138561719672,0.2,0.0003,-1.929591710306704,,
91,388,372736,-2.9875348799999997,958,101.86,-0.06130555644631386,0.026829269,0.9615446887910366,-0.04161119511554716,0.292529296875,900,0.0032674035815034586,0.2,0.0003,-1.9509344318881632,,
92,393,376832,-2.9887432999999994,958,102.35,-0.06352968513965607,0.032166272,0.9655323550105095,-0.03914751484626322,0.3074951171875,910,0.002847769337040518,0.2,0.0003,-1.932601855136454,,
,,380000,,,,-0.04455609247088432,0.029641405,0.9476013965904713,-0.03679757909339969,0.299169921875,920,0.0034469129880562834,0.2,0.0003,-1.927383335493505,-1.9811843999999996,87.4
93,397,380928,-2.9188796400000006,957,101.76,,,,,,,,,,,,
94,402,385024,-2.9122769699999997,957,101.51,-0.058696914464235306,0.029915385,0.9489714540541172,-0.03424149765887705,0.306640625,930,0.003827402147817338,0.2,0.0003,-1.93420120626688,,
95,406,389120,-2.9041237500000006,957,100.69,-0.06715017557144165,0.029240478,0.956721730530262,-0.03979404824276571,0.300390625,940,0.002794733919290593,0.2,0.0003,-1.911427447013557,,
96,410,393216,-2.91692407,957,101.3,-0.05880685895681381,0.031202275,0.9457550793886185,-0.03827810061629862,0.2934814453125,950,0.0035461437036246935,0.2,0.0003,-1.9160450283437966,,
97,414,397312,-2.89054784,957,101.03,-0.09141343086957932,0.029199349,0.9627852849662304,-0.03767271665710723,0.3006591796875,960,0.0030985952554146933,0.2,0.0003,-1.906329556554556,,
,,400000,,,,-0.04959016293287277,0.029854635,0.9540094770491123,-0.03745069573706132,0.2966552734375,970,0.002853322112969181,0.2,0.0003,-1.8419470995664597,-2.7534338,97.8
98,419,401408,-2.90356815,956,101.69,,,,,,,,,,,,
99,423,405504,-2.87762735,956,101.41,-0.0638178139925003,0.030905541,0.9488107897341251,-0.036933264393883294,0.290380859375,980,0.002813272849016357,0.2,0.0003,-1.8312385380268097,,
100,427,409600,-2.905790360000001,957,102.99,-0.07261713594198227,0.028915051,0.953721322119236,-0.036603571051819016,0.2912109375,990,0.003328655284076376,0.2,0.0003,-1.8346785372123122,,
101,432,413696,-2.8985674599999998,957,102.59,-0.06191471219062805,0.032147713,0.9755135271698236,-0.04214532391270041,0.311572265625,1000,0.0022297111147054237,0.2,0.0003,-1.845160143263638,,
102,436,417792,-2.8575705399999998,957,101.46,-0.01831287331879139,0.027898703,0.9650621898472309,-0.036836239180411214,0.2846435546875,1010,0.002396768354901724,0.2,0.0003,-1.827989956922829,,
,,420000,,,,-0.08531952649354935,0.02994623,0.9694992303848267,-0.040597579512541414,0.2995361328125,1020,0.0025068676336559292,0.2,0.0003,-1.8259184250608087,-2.3086352,89.4
103,441,421888,-2.806411640000001,956,100.36,,,,,,,,,,,,
104,445,425984,-2.84625235,956,100.99,-0.042066384106874466,0.03745719,0.934648834168911,-0.034632287303975315,0.3189453125,1030,0.0036544091311043305,0.2,0.0003,-1.8070724720135332,,
105,449,430080,-2.9411715,955,101.38,-0.04895287752151489,0.031173963,0.9615804776549339,-0.03829781726417423,0.2938232421875,1040,0.003130677357512468,0.2,0.0003,-1.8525570303201675,,
106,454,434176,-2.9762104700000003,955,102.0,-0.0558055154979229,0.033353567,0.957668874412775,-0.04016117034370836,0.320703125,1050,0.0033611442009714664,0.2,0.0003,-1.8757983837276697,,
107,458,438272,-2.99389908,955,101.85,-0.041017815470695496,0.032930523,0.9577970653772354,-0.03528114490545704,0.3075927734375,1060,0.003042276057476556,0.2,0.0003,-1.8660765456035733,,
,,440000,,,,-0.05400199815630913,0.030455112,0.9503918699920177,-0.03827775285353709,0.2904296875,1070,0.0034253553657435988,0.2,0.0003,-1.8548332890495658,-2.6525874000000003,98.2
108,463,442368,-2.9015940999999996,955,99.67,,,,,,,,,,,,
109,467,446464,-2.85147455,955,100.38,-0.04916759580373764,0.030111145,0.956995066255331,-0.03656960987209459,0.288720703125,1080,0.0032526297854019504,0.2,0.0003,-1.8432391436770559,,
110,471,450560,-2.7426406699999997,956,99.34,-0.06205398216843605,0.035089165,0.9515985511243343,-0.039021016575134126,0.3062255859375,1090,0.0043690219268683,0.2,0.0003,-1.8467412617057561,,
111,475,454656,-2.719535680000001,956,100.21,-0.05377078056335449,0.03550961,0.9656070731580257,-0.041978166649641935,0.3089111328125,1100,0.003056500705133658,0.2,0.0003,-1.8255533127114176,,
112,479,458752,-2.74573321,956,100.82,-0.03857218101620674,0.0340893,0.9614965133368969,-0.04383277805391117,0.325146484375,1110,0.0032034891068178696,0.2,0.0003,-1.8397161858156323,,
,,460000,,,,-0.05561761185526848,0.034551974,0.9622516930103302,-0.039861643367476066,0.3151123046875,1120,0.002794780006115616,0.2,0.0003,-1.8345739306882023,-2.5078074,101.0
113,484,462848,-2.77575238,954,101.98,,,,,,,,,,,,
114,488,466944,-2.8213655500000003,955,101.63,-0.05039612576365471,0.0315857,0.9504161514341831,-0.03836555023517576,0.2923095703125,1130,0.004163639589842205,0.2,0.0003,-1.8450443619862198,,
115,493,471040,-2.80696573,955,100.23,-0.06651398539543152,0.02989039,0.9502540677785873,-0.0362096996002947,0.2866943359375,1140,0.0038901684414668126,0.2,0.0003,-1.8090257501229643,,
116,497,475136,-2.7951501899999998,955,100.78,-0.03545006364583969,0.03147059,0.9584044367074966,-0.038657293470168955,0.30283203125,1150,0.003107036448182043,0.2,0.0003,-1.7941614720970391,,
117,501,479232,-2.7552942000000002,955,101.48,-0.06994921714067459,0.03184645,0.9608428739011288,-0.03955617533138138,0.3100830078125,1160,0.0028260139320991583,0.2,0.0003,-1.784134355932474,,
,,480000,,,,-0.048665210604667664,0.030612161,0.9536940827965736,-0.03584890589481802,0.2824462890625,1170,0.003640953905596689,0.2,0.0003,-1.755394816212356,-2.2349734,95.2
118,506,483328,-2.74996172,955,102.36,,,,,,,,,,,,
119,510,487424,-2.7640079999999996,955,101.86,-0.03840434551239014,0.032530867,0.961007684469223,-0.035975363385659875,0.29345703125,1180,0.0034007273377937965,0.2,0.0003,-1.7324570486322046,,
120,514,491520,-2.74240337,955,100.9,-0.034743573516607285,0.032662902,0.9579325579106808,-0.03966099472308997,0.301904296875,1190,0.003814273855914507,0.2,0.0003,-1.7471852891147137,,
121,518,495616,-2.652488789999999,956,100.0,-0.04281889274716377,0.0341391,0.9587509334087372,-0.038670789518073435,0.29208984375,1200,0.0036232342264156613,0.2,0.0003,-1.700282215885818,,
122,522,499712,-2.6455307599999998,956,100.75,-0.0841025859117508,0.032701347,0.953804012387991,-0.03965602816624596,0.308349609375,1210,0.003390802236026502,0.2,0.0003,-1.7126854116097092,,
,,500000,,,,-0.08281981199979782,0.029717628,0.9544372782111168,-0.0349579951071064,0.2897216796875,1220,0.003448041279807512,0.2,0.0003,-1.7410287441685797,-2.4719904,96.2
123,526,503808,-2.63435088,956,102.3,,,,,,,,,,,,
124,530,507904,-2.6287284,956,102.06,-0.05207756906747818,0.03360956,0.9656685665249825,-0.040684837750450245,0.310205078125,1230,0.002784256565519172,0.2,0.0003,-1.7323998533189298,,
125,534,512000,-2.61059387,957,102.21,-0.07808522135019302,0.034698926,0.9492318965494633,-0.040315897140681047,0.298681640625,1240,0.004201030912463466,0.2,0.0003,-1.6974936639890075,,
126,538,516096,-2.61413825,957,101.49,-0.07097680866718292,0.031781077,0.9555528163909912,-0.03935153808852192,0.299365234375,1250,0.003114558398465306,0.2,0.0003,-1.6639231204986573,,
,,520000,,,,-0.038142312318086624,0.031752035,0.9529534913599491,-0.03833230273230583,0.302294921875,1260,0.003209019597397855,0.2,0.0003,-1.6850305194035173,-2.3457478,93.2
127,543,520192,-2.6415445,957,102.0,,,,,,,,,,,,
128,547,524288,-2.6955156799999997,957,103.08,-0.0579155869781971,0.035137985,0.9573994167149067,-0.04106277170067187,0.2901123046875,1270,0.0025555874289239,0.2,0.0003,-1.6802873129025102,,
129,551,528384,-2.6918500299999994,957,102.06,-0.06383848190307617,0.03311929,0.9720313269644976,-0.04337362242731615,0.310205078125,1280,0.0024018626781071362,0.2,0.0003,-1.660028326511383,,
130,555,532480,-2.6801933599999996,958,101.7,-0.0586385652422905,0.032809913,0.9662647098302841,-0.03771287368508638,0.28857421875,1290,0.002680413360121747,0.2,0.0003,-1.631538430415094,,
131,559,536576,-2.6415161,958,101.57,-0.07094309478998184,0.036161706,0.9677034020423889,-0.04248215954939951,0.288916015625,1300,0.0026519649370129626,0.2,0.0003,-1.6413445319980382,,
,,540000,,,,-0.07677557319402695,0.032495946,0.9566646330058575,-0.03835892497409077,0.2941650390625,1310,0.003014721910585649,0.2,0.0003,-1.6321072969585657,-2.2979073999999997,94.8
132,564,540672,-2.57965371,957,100.51,,,,,,,,,,,,
133,568,544768,-2.6045052600000003,958,101.45,-0.04968586564064026,0.03424339,0.9618841856718063,-0.03783864054930745,0.3101806640625,1320,0.0025651041092714876,0.2,0.0003,-1.5881800910457968,,
134,572,548864,-2.6224355100000003,958,101.92,-0.058644164353609085,0.034260288,0.9713281914591789,-0.039204937039903597,0.302294921875,1330,0.0024890877110919974,0.2,0.0003,-1.6410466097295284,,
