time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/n_updates,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/explained_variance,train/clip_range,train/approx_kl,train/loss,train/learning_rate,eval/std_reward,eval/mean_reward,eval/mean_ep_length
,,,,,490000,2390,0.104052734375,-0.015265887774148723,0.6801580975297838,-1.7237649034708737,0.9762969557195902,0.1,0.004500234,0.1488107144832611,3e-05,9.281672826205382,30.451018951728646,59.1
462,36.57618114,1061,58.11,240,491520,,,,,,,,,,,,,
463,37.70455307,1065,57.23,241,493568,2400,0.103955078125,-0.017058880330296233,0.7028523652581498,-1.7747947514057159,0.9650952965021133,0.1,0.0045457613,0.024731896817684174,3e-05,,,
463,36.57497781000001,1070,56.88,242,495616,2410,0.1234375,-0.01633518868839019,0.6344301163684577,-1.7463878080248834,0.9804241377860308,0.1,0.0041535054,0.08139955997467041,3e-05,,,
463,37.11074769,1074,57.54,243,497664,2420,0.1248046875,-0.017274598159565356,0.8931654258165509,-1.7656206332147122,0.9649118036031723,0.1,0.0048347916,0.146771639585495,3e-05,,,
463,36.8117098,1078,57.86,244,499712,2430,0.117431640625,-0.015909556237602374,0.6685363397235051,-1.7922396782785655,0.9763321671634912,0.1,0.0045368173,0.07785773277282715,3e-05,,,
,,,,,500000,2440,0.11240234375,-0.017186732523259706,0.7368618853623048,-1.7877329923212528,0.9725258778780699,0.1,0.0042346027,0.07833946496248245,3e-05,8.159464606571278,27.15996023662235,61.4
463,37.18996298,1083,59.22,245,501760,,,,,,,,,,,,,
463,36.63588878,1087,58.5,246,503808,2450,0.13369140625,-0.01820270133030135,0.6939906389685347,-1.7649586282670497,0.9753151964396238,0.1,0.0051108054,0.13070158660411835,3e-05,,,
463,36.75202103000001,1092,58.15,247,505856,2460,0.113427734375,-0.015946833078487543,0.636358455219306,-1.8097781270742417,0.9739641454070807,0.1,0.004613908,0.03888822719454765,3e-05,,,
463,37.057060809999996,1096,57.93,248,507904,2470,0.135009765625,-0.018433292305417126,0.5675349062308669,-1.75262961871922,0.9834166243672371,0.1,0.0054956726,0.06657920777797699,3e-05,,,
463,36.904925000000006,1100,58.26,249,509952,2480,0.128759765625,-0.015166210769530153,0.6965009858366102,-1.748675401136279,0.9744548872113228,0.1,0.00452293,0.061539988964796066,3e-05,,,
,,,,,510000,2490,0.1201171875,-0.018997948632750193,0.7983981690602378,-1.772388483956456,0.967349149286747,0.1,0.0046044616,0.05677638202905655,3e-05,4.419769720970138,31.243244398463524,57.3
462,37.05368945,1105,58.06,250,512000,,,,,,,,,,,,,
463,37.344152210000004,1110,57.83,251,514048,2500,0.114990234375,-0.01718726495455485,0.7000750975916162,-1.7486433997750281,0.9757068604230881,0.1,0.005525061,0.04217597842216492,3e-05,,,
463,38.17295392,1114,58.1,252,516096,2510,0.11416015625,-0.01559829313046066,0.7021481957519426,-1.6995448671281337,0.9763914402574301,0.1,0.004243963,0.07629814743995667,3e-05,,,
463,38.43952243,1118,59.11,253,518144,2520,0.126171875,-0.01678814209444681,0.6598559915320947,-1.729554107785225,0.9773032665252686,0.1,0.004559355,0.07014966756105423,3e-05,,,
,,,,,520000,2530,0.11796875,-0.01582032228616299,0.6952527967980131,-1.7263371706008912,0.9730677083134651,0.1,0.0055790804,0.04814606159925461,3e-05,10.28404598058317,33.159224496905445,55.4
462,38.444261989999994,1123,57.75,254,520192,,,,,,,,,,,,,
462,39.199037600000004,1128,57.73,255,522240,2540,0.116650390625,-0.01543120559945237,0.7992820570711047,-1.7428019225597382,0.9773847404867411,0.1,0.004763321,0.07684841752052307,3e-05,,,
462,39.60699539,1132,57.46,256,524288,2550,0.12958984375,-0.01741772553359624,0.6743297508917749,-1.7213610995560884,0.979138845577836,0.1,0.0042866347,0.05543335899710655,3e-05,,,
462,39.57096241,1136,57.51,257,526336,2560,0.133837890625,-0.017505608825740638,0.6456830356735737,-1.716195886582136,0.9802875090390444,0.1,0.0047395555,0.1376616507768631,3e-05,,,
463,38.69679125,1141,57.75,258,528384,2570,0.1353515625,-0.01845932500582421,0.6265069544315338,-1.7218578845262527,0.9755108207464218,0.1,0.0052282833,0.04420307278633118,3e-05,,,
,,,,,530000,2580,0.119384765625,-0.01717106161886477,0.6566490169847384,-1.6979836732149125,0.9763015266507864,0.1,0.0042316234,0.10082869231700897,3e-05,6.719235659527255,29.469033435210548,54.8
462,37.72402615,1146,59.22,259,530432,,,,,,,,,,,,,
462,37.26639349,1150,59.93,260,532480,2590,0.114013671875,-0.01789230678768945,0.7066216283012181,-1.7747797783464194,0.9710514564067125,0.1,0.0045723626,0.08846400678157806,3e-05,,,
462,37.74946893,1154,59.42,261,534528,2600,0.127490234375,-0.019221918939729223,0.6693275493569673,-1.74682744666934,0.9776802938431501,0.1,0.004583107,0.08915338665246964,3e-05,,,
462,37.57415896,1159,59.28,262,536576,2610,0.11875,-0.016861322155455126,0.6626026791753248,-1.7086009930819273,0.9770172350108624,0.1,0.0044146953,0.07878682762384415,3e-05,,,
462,37.56945338,1163,58.89,263,538624,2620,0.1248046875,-0.017328151465335395,0.7107718372019007,-1.7503947831690312,0.9723874982446432,0.1,0.0048192143,0.03333631157875061,3e-05,,,
,,,,,540000,2630,0.124560546875,-0.017606798764609265,0.5965799901867286,-1.7119907919317483,0.977729607373476,0.1,0.005932305,0.051314577460289,3e-05,9.400012240012726,27.042266710711157,59.2
462,36.596837810000004,1168,59.8,264,540672,,,,,,,,,,,,,
462,36.961522970000004,1172,58.26,265,542720,2640,0.145751953125,-0.018733295850688593,0.5418921204516665,-1.725385455787182,0.9791712425649166,0.1,0.0062205954,0.04251079633831978,3e-05,,,
462,37.031470109999994,1177,58.01,266,544768,2650,0.128125,-0.019075670895108487,0.6832233933266252,-1.7618087112903595,0.9772831033915281,0.1,0.004306956,0.08449687063694,3e-05,,,
462,38.393951189999996,1181,56.86,267,546816,2660,0.13740234375,-0.018882353592198343,0.7770416056038811,-1.754663585871458,0.9658237546682358,0.1,0.00457325,0.2954462468624115,3e-05,,,
462,38.56180796,1185,57.61,268,548864,2670,0.147607421875,-0.01853322876158927,0.685556726786308,-1.732633475214243,0.9798532798886299,0.1,0.0053582005,0.0761047974228859,3e-05,,,
,,,,,550000,2680,0.141796875,-0.017633021516667215,0.6598134843166917,-1.7388626955449582,0.977187754586339,0.1,0.0050243484,0.04598698765039444,3e-05,5.947588473576613,32.197371889086945,58.3
462,38.66449178,1191,57.67,269,550912,,,,,,,,,,,,,
462,37.805322759999996,1195,57.87,270,552960,2690,0.159375,-0.018090462425607256,0.7034221357665956,-1.716873077303171,0.9741857964545488,0.1,0.005927884,0.06665737181901932,3e-05,,,
462,38.14863284,1199,57.83,271,555008,2700,0.14638671875,-0.017667724209604784,0.6821456945035607,-1.7441713873296976,0.9700897373259068,0.1,0.0057474077,0.028740188106894493,3e-05,,,
462,38.233100050000004,1204,57.17,272,557056,2710,0.137939453125,-0.019394399676821196,0.5284791576676071,-1.6984008606523275,0.982097314670682,0.1,0.0053762584,0.02196146361529827,3e-05,,,
462,37.93516767,1208,57.33,273,559104,2720,0.14599609375,-0.01891563982644584,0.5812860094476491,-1.7266615711152553,0.9808081947267056,0.1,0.0050914213,0.059688225388526917,3e-05,,,
,,,,,560000,2730,0.149609375,-0.01975025687861489,0.6934174855938181,-1.7154130987823009,0.9727355521172285,0.1,0.0052878,0.07494604587554932,3e-05,7.557014687915435,31.115223640687116,54.0
462,37.61655732,1213,56.43,274,561152,,,,,,,,,,,,,
462,37.29370774,1217,57.37,275,563200,2740,0.142138671875,-0.017043983278563248,0.6208011552924291,-1.7231879658997058,0.97653753682971,0.1,0.0055530504,0.040978215634822845,3e-05,,,
462,37.21338806999999,1221,58.32,276,565248,2750,0.148193359375,-0.019958297535777093,0.6559943646425381,-1.742493599280715,0.9759447108954191,0.1,0.0056936825,0.1744648963212967,3e-05,,,
462,37.27864724,1226,59.22,277,567296,2760,0.1478515625,-0.018598748055228497,0.6428715883055702,-1.781647940725088,0.9718428552150726,0.1,0.0059626075,0.05704834312200546,3e-05,,,
462,37.138529659999996,1230,59.07,278,569344,2770,0.16435546875,-0.018644307847716847,0.6684475021902472,-1.7527641866356134,0.9755280688405037,0.1,0.0050153392,0.0377095565199852,3e-05,,,
,,,,,570000,2780,0.139208984375,-0.019259304378647358,0.646933316346258,-1.7882287826389074,0.9732624720782042,0.1,0.005356049,0.022360455244779587,3e-05,8.396829106546065,28.039230423969105,58.8
462,36.725669950000004,1235,58.32,279,571392,,,,,,,,,,,,,
462,37.16057288,1240,57.8,280,573440,2790,0.1451171875,-0.019526844893698582,0.6793184868991375,-1.7245228365063667,0.9749582130461931,0.1,0.0055081816,0.06021101027727127,3e-05,,,
462,37.57097737000001,1244,57.9,281,575488,2800,0.1275390625,-0.017451239429647103,0.7076009313808754,-1.7843270387500525,0.9732721466571093,0.1,0.0047028554,0.04959401860833168,3e-05,,,
462,38.44633332,1248,58.31,282,577536,2810,0.146240234375,-0.017980291711864993,0.5569671771721915,-1.7315227046608925,0.9795636478811502,0.1,0.0059560155,0.05629843845963478,3e-05,,,
462,38.89906222,1253,58.3,283,579584,2820,0.1556640625,-0.021081402945856097,0.5988027963088826,-1.7720169477164744,0.9819771591573954,0.1,0.005688958,0.1831199675798416,3e-05,,,
,,,,,580000,2830,0.145068359375,-0.018657728437392506,0.5833335989620536,-1.7540366236120462,0.9775354266166687,0.1,0.0057643084,0.042748063802719116,3e-05,7.523368060470502,28.51595758788173,56.4
462,38.51040502,1258,57.82,284,581632,,,,,,,,,,,,,
462,37.91560656,1262,56.81,285,583680,2840,0.130029296875,-0.015713699042680673,0.618365286081098,-1.7283272445201874,0.9741387404501438,0.1,0.0047523053,0.061933621764183044,3e-05,,,
462,37.83305434,1266,57.32,286,585728,2850,0.15712890625,-0.018780209579563233,0.7239300017710775,-1.7686333395540714,0.9738664086908102,0.1,0.0055510374,0.04458592087030411,3e-05,,,
462,37.367357240000004,1271,57.66,287,587776,2860,0.15068359375,-0.02021062726926175,0.5376255153911188,-1.757104477286339,0.9808358736336231,0.1,0.005738752,0.028290029615163803,3e-05,,,
462,37.99568908,1275,58.66,288,589824,2870,0.147900390625,-0.020628023007884622,0.5475809428840875,-1.729832485318184,0.9826677329838276,0.1,0.0054665506,0.010340765118598938,3e-05,,,
,,,,,590000,2880,0.123388671875,-0.018098657302107312,0.6043677762150764,-1.7756334330886603,0.9776610117405653,0.1,0.0052283844,0.06004936248064041,3e-05,11.939655790455756,27.626349253443884,59.8
462,36.97407073,1280,58.04,289,591872,,,,,,,,,,,,,
462,36.93089758,1284,56.75,290,593920,2890,0.14140625,-0.017487094057287322,0.6953213270287961,-1.7432998385280372,0.9681937918066978,0.1,0.006608151,0.05577342212200165,3e-05,,,
462,36.522779930000006,1289,56.81,291,595968,2900,0.148583984375,-0.019747254443063866,0.6740167286479846,-1.7565078292042018,0.9724692795425653,0.1,0.0061757322,0.0283832810819149,3e-05,,,
462,37.62093193,1293,57.1,292,598016,2910,0.17158203125,-0.019456436100881547,0.6017213277518749,-1.7760268475860357,0.9767199568450451,0.1,0.0060003055,0.0391048938035965,3e-05,,,
,,,,,600000,2920,0.158203125,-0.020368345778842924,0.4781968925148249,-1.7235914807766677,0.9839488808065653,0.1,0.0050939196,0.05636462941765785,3e-05,12.19797557383721,27.2026598281442,56.8
462,38.57807242,1298,57.57,293,600064,,,,,,,,,,,,,
462,38.81634712,1302,57.98,294,602112,2930,0.142529296875,-0.018284931037487694,0.5639881999464705,-1.7321797728538513,0.98066820576787,0.1,0.0055842875,0.08010008931159973,3e-05,,,
462,39.15985721,1307,58.03,295,604160,2940,0.15751953125,-0.019423875772918108,0.5896222012815997,-1.7536909133195877,0.9765262883156538,0.1,0.006254324,0.03572065755724907,3e-05,,,
462,39.27295542,1311,58.42,296,606208,2950,0.157470703125,-0.020032405598612968,0.6021964364219456,-1.6990325909107924,0.9807754103094339,0.1,0.005794976,0.06391289830207825,3e-05,,,
462,39.185593219999994,1315,58.06,297,608256,2960,0.154443359375,-0.02022802127030445,0.471400135778822,-1.7475369025021792,0.983171883970499,0.1,0.0061240513,0.01634053885936737,3e-05,,,
,,,,,610000,2970,0.14453125,-0.018296963646571386,0.5495662270812318,-1.718007630482316,0.9814053624868393,0.1,0.005315572,0.03724260628223419,3e-05,8.307020624640467,29.61374953146181,58.2
462,39.11523987,1320,57.7,298,610304,,,,,,,,,,,,,
462,38.500998100000004,1325,57.46,299,612352,2980,0.15341796875,-0.01971076191839529,0.6109415963990614,-1.7215315241366624,0.9811911433935165,0.1,0.006076091,0.06667421758174896,3e-05,,,
462,38.21475624,1329,57.71,300,614400,2990,0.15673828125,-0.019889900989073794,0.5816787400981411,-1.761581191420555,0.9784131590276957,0.1,0.005830322,0.05341783165931702,3e-05,,,
462,37.56718157,1333,58.75,301,616448,3000,0.15966796875,-0.01840369640485733,0.5333928987849503,-1.710593893378973,0.9824236873537302,0.1,0.00604262,0.04536500573158264,3e-05,,,
462,37.61770153999999,1338,58.54,302,618496,3010,0.137158203125,-0.01899669369449839,0.6324488170910627,-1.7065149758011102,0.9749087896198034,0.1,0.0052902745,0.02853073924779892,3e-05,,,
,,,,,620000,3020,0.155078125,-0.019642744390148438,0.7241634586127474,-1.7427942242473364,0.9765779003500938,0.1,0.0058831507,0.10640274733304977,3e-05,5.544591821232252,32.9822392286369,58.2
461,38.644872150000005,1343,58.89,303,620544,,,,,,,,,,,,,
461,39.277037029999995,1347,58.46,304,622592,3030,0.15537109375,-0.0188187258587277,0.5812628163956106,-1.753904102742672,0.9799821302294731,0.1,0.0061171446,0.03841627389192581,3e-05,,,
462,39.43014376,1352,58.26,305,624640,3040,0.18017578125,-0.021938092504569795,0.6014260313473642,-1.7183840323239565,0.9803086929023266,0.1,0.0070796357,0.04070718586444855,3e-05,,,
462,39.21586309,1356,57.48,306,626688,3050,0.15341796875,-0.019657639804063366,0.6473480901448057,-1.709298275411129,0.9760948996990919,0.1,0.0066586076,0.11253540962934494,3e-05,,,
462,38.68193083,1360,58.07,307,628736,3060,0.157275390625,-0.019422508290153927,0.549273612187244,-1.7250921055674553,0.9808961115777493,0.1,0.006174737,0.04219561070203781,3e-05,,,
,,,,,630000,3070,0.1486328125,-0.017850256582460134,0.6557086813030765,-1.7544246029108763,0.9731571022421122,0.1,0.005959358,0.05432493984699249,3e-05,11.526344242856826,29.178250113925763,58.6
461,38.39442749,1365,58.99,308,630784,,,,,,,,,,,,,
461,38.33665233999999,1370,57.99,309,632832,3080,0.1634765625,-0.019237848624470644,0.545700623956509,-1.7172967310994864,0.979189345613122,0.1,0.006673345,0.07564502954483032,3e-05,,,
461,38.56763149,1374,58.2,310,634880,3090,0.123486328125,-0.014607177343714283,0.7957301754970103,-1.6675504598766566,0.9709779676049948,0.1,0.0051894947,0.06354766339063644,3e-05,,,
461,38.0599298,1378,57.2,311,636928,3100,0.1955078125,-0.02023185459256638,0.4839775881497189,-1.7164679333567618,0.982506288215518,0.1,0.0070356987,0.08900844305753708,3e-05,,,
462,37.784659059999996,1382,58.01,312,638976,3110,0.17060546875,-0.020677823419100606,0.482419102312997,-1.730957130715251,0.9826054982841015,0.1,0.0055666035,0.06333784759044647,3e-05,,,
,,,,,640000,3120,0.1486328125,-0.019816462077142206,0.5555735150817782,-1.717082066833973,0.9786391593515873,0.1,0.0055149114,0.02709483727812767,3e-05,11.736965220057806,32.3787292614736,63.3
461,38.24349302,1388,57.95,313,641024,,,,,,,,,,,,,
461,38.468752880000004,1392,57.75,314,643072,3130,0.171826171875,-0.02168468426243635,0.6029550080187619,-1.776853834092617,0.9796051550656557,0.1,0.00589977,0.05291518568992615,3e-05,,,
461,38.141829089999995,1396,57.46,315,645120,3140,0.158154296875,-0.021127993849222548,0.8136193470098079,-1.727107121050358,0.9700606148689985,0.1,0.006429241,0.054899878799915314,3e-05,,,
461,38.66109489,1401,57.37,316,647168,3150,0.1416015625,-0.0187828253096086,0.5840703044319525,-1.7216224521398544,0.9783550333231688,0.1,0.0053067813,0.04091963171958923,3e-05,,,
461,39.003738289999994,1405,57.66,317,649216,3160,0.1390625,-0.01841144638383412,0.6328032899647951,-1.7012429531663655,0.981703732162714,0.1,0.0052495752,0.1590232104063034,3e-05,,,
,,,,,650000,3170,0.158447265625,-0.01860821357840905,0.6219060676870868,-1.7392494931817055,0.977959893643856,0.1,0.0048054634,0.0551937036216259,3e-05,7.3994703671846205,29.432756080960843,58.6
461,39.24975918,1410,57.95,318,651264,,,,,,,,,,,,,
461,38.88117596,1414,57.84,319,653312,3180,0.155517578125,-0.020411723043071105,0.5374706462025642,-1.7159849997609853,0.9827334024012089,0.1,0.0058449237,0.03918996825814247,3e-05,,,
461,38.38077053,1419,58.06,320,655360,3190,0.143603515625,-0.019048569664300886,0.661258926615119,-1.7337615743279458,0.9774571880698204,0.1,0.00489749,0.09091320633888245,3e-05,,,
461,37.77602641000001,1423,58.1,321,657408,3200,0.16435546875,-0.02027308847391396,0.5686014374252408,-1.755228254944086,0.9772216118872166,0.1,0.0059695924,0.03526448458433151,3e-05,,,
461,37.828339639999996,1427,57.63,322,659456,3210,0.152783203125,-0.018969972219201735,0.6271692203124986,-1.7356361981481314,0.9711159635335207,0.1,0.0061569596,0.048231735825538635,3e-05,,,
,,,,,660000,3220,0.16416015625,-0.020787175134319113,0.49985553256701676,-1.7026470549404622,0.9800466876477003,0.1,0.0064090937,0.10060494393110275,3e-05,9.791517611929638,33.166367935197805,56.1
461,38.22469452,1432,57.73,323,661504,,,,,,,,,,,,,
461,39.569151070000004,1436,56.66,324,663552,3230,0.16103515625,-0.019557796097069514,0.43671660725958644,-1.716838874295354,0.983429504558444,0.1,0.005354315,0.03672482818365097,3e-05,,,
461,39.729218280000005,1441,56.15,325,665600,3240,0.134326171875,-0.01886857041135954,0.520946805132553,-1.6555879849940538,0.9835693966597319,0.1,0.005187988,0.027188705280423164,3e-05,,,
461,39.82277663,1445,56.76,326,667648,3250,0.156298828125,-0.019581067311810328,0.4519712793640792,-1.7145162027329206,0.9859391562640667,0.1,0.006368516,0.011597849428653717,3e-05,,,
461,39.852273999999994,1449,57.17,327,669696,3260,0.145166015625,-0.01954037538380362,0.5621542359469458,-1.6986306559294462,0.9811129122972488,0.1,0.005715488,0.0402350090444088,3e-05,,,
,,,,,670000,3270,0.169189453125,-0.019327019118645695,0.47906365771777926,-1.695134424045682,0.9850840242579579,0.1,0.006879292,0.02746085450053215,3e-05,4.754186396778314,36.05384983007936,58.9
461,39.46163222999999,1454,57.59,328,671744,,,,,,,,,,,,,
461,38.74485107,1459,57.43,329,673792,3280,0.17060546875,-0.020208549000381028,0.4892359940102324,-1.697434150055051,0.9832413904368877,0.1,0.005945933,0.013309657573699951,3e-05,,,
461,38.186925849999994,1463,59.34,330,675840,3290,0.172802734375,-0.020241277723107486,0.5581263731233775,-1.7256768342107534,0.977511078119278,0.1,0.006323181,0.07386884838342667,3e-05,,,
461,38.306945250000005,1467,59.05,331,677888,3300,0.17744140625,-0.02096461032779189,0.46503951501799745,-1.7549998749047517,0.9787166621536016,0.1,0.0060658427,0.058322254568338394,3e-05,,,
461,39.07921301,1472,57.47,332,679936,3310,0.17099609375,-0.01882170435565058,0.5876260141609236,-1.715789781138301,0.9813330564647913,0.1,0.0062501878,0.032638464123010635,3e-05,,,
,,,,,680000,3320,0.164306640625,-0.01982585513032973,0.6410360992187634,-1.687866097688675,0.9775666575878859,0.1,0.006222923,0.0325537845492363,3e-05,4.032443461022239,34.6729290936556,60.0
461,39.16536074,1477,56.85,333,681984,,,,,,,,,,,,,
461,39.136311029999995,1481,56.86,334,684032,3330,0.15732421875,-0.017813072613353142,0.6750323128886521,-1.6929131135344506,0.9747242201119661,0.1,0.005954625,0.1151067242026329,3e-05,,,
461,38.971876970000004,1485,58.27,335,686080,3340,0.148046875,-0.018216888418828604,0.7791770005365833,-1.714115386456251,0.9699406642466784,0.1,0.0068310457,0.06863176822662354,3e-05,,,
461,38.52299558,1490,57.92,336,688128,3350,0.17080078125,-0.01910009404309676,0.5079701936105266,-1.6767279110848903,0.9817242361605167,0.1,0.0069254097,0.05913417413830757,3e-05,,,
,,,,,690000,3360,0.1609375,-0.01807672801660374,0.545520551293157,-1.6697412356734276,0.9803559947758913,0.1,0.006514166,0.046568192541599274,3e-05,7.387878941650667,36.26842087756593,57.0
461,39.18582993,1495,58.82,337,690176,,,,,,,,,,,,,
461,39.571397350000005,1499,59.17,338,692224,3370,0.157568359375,-0.019588538432435597,0.5269021531334147,-1.6966403599828481,0.9827984422445297,0.1,0.0059440644,0.04604694992303848,3e-05,,,
461,40.397724759999996,1504,59.32,339,694272,3380,0.174365234375,-0.021276327899249735,0.442156769009307,-1.7063498970121145,0.9840717371553183,0.1,0.0068680434,0.07001229375600815,3e-05,,,
461,39.93414129999999,1508,59.04,340,696320,3390,0.161083984375,-0.017535369542019907,0.4777683597872965,-1.6517422158271073,0.9857812896370888,0.1,0.0068024024,0.002285463735461235,3e-05,,,
461,39.52693321,1512,58.0,341,698368,3400,0.17646484375,-0.021321189065929502,0.4963839584728703,-1.7243930611759424,0.9811727702617645,0.1,0.006755421,0.030345220118761063,3e-05,,,
,,,,,700000,3410,0.174365234375,-0.020400778960902245,0.5296383474487811,-1.6676353346556425,0.9801360983401537,0.1,0.0070280973,0.048136476427316666,3e-05,5.611500550607569,35.63985031522879,60.0
461,39.64595992,1517,57.37,342,700416,,,,,,,,,,,,,
461,39.14791035,1522,57.62,343,702464,3420,0.1978515625,-0.02188004014460603,0.3950452711433172,-1.705999603867531,0.9863623073324561,0.1,0.006160318,0.021523725241422653,3e-05,,,
461,39.231262730000005,1526,58.12,344,704512,3430,0.17060546875,-0.019750755419954656,0.4460235415492207,-1.7195449020713567,0.9845033213496208,0.1,0.0066055246,0.03288433700799942,3e-05,,,
461,38.77931607,1530,58.78,345,706560,3440,0.1642578125,-0.017096708366443635,0.5827537469565869,-1.720675277709961,0.9776501730084419,0.1,0.0058752885,0.04620125889778137,3e-05,,,
461,39.20695624,1535,57.57,346,708608,3450,0.15166015625,-0.01700965703348629,0.6362684071063995,-1.6607058543711901,0.9748576171696186,0.1,0.005222904,0.034764811396598816,3e-05,,,
,,,,,710000,3460,0.15166015625,-0.018987309226940852,0.5103171399794519,-1.6516976337879896,0.9834129251539707,0.1,0.0063109426,0.03073640912771225,3e-05,6.795335824326829,37.33956390659291,55.8
461,39.42963114,1540,58.51,347,710656,,,,,,,,,,,,,
461,40.04608446,1544,59.1,348,712704,3470,0.16259765625,-0.019489850668469443,0.5364135437877848,-1.7104751426726579,0.9813521672040224,0.1,0.006362661,0.05762859806418419,3e-05,,,
461,39.995671140000006,1548,59.39,349,714752,3480,0.16220703125,-0.02016103679925436,0.5161060489015654,-1.688795405626297,0.9838767312467098,0.1,0.0057467525,0.0562259778380394,3e-05,,,
461,39.86388769,1553,58.76,350,716800,3490,0.19013671875,-0.019916177765117025,0.4879237504908815,-1.6841561257839204,0.98346515186131,0.1,0.0075254603,0.0592663511633873,3e-05,,,
461,39.80853439,1557,58.04,351,718848,3500,0.184619140625,-0.019874250639986712,0.4902087076567113,-1.717280751094222,0.9826560504734516,0.1,0.006270251,0.008707230910658836,3e-05,,,
,,,,,720000,3510,0.17734375,-0.021727104049932677,0.4388966045808047,-1.7018493108451367,0.9865664197131991,0.1,0.006514079,0.016525201499462128,3e-05,4.227444483173954,36.74256768272463,60.3
461,39.24139053,1562,58.46,352,720896,,,,,,,,,,,,,
461,39.31451088,1566,57.04,353,722944,3520,0.193701171875,-0.021520639314258006,0.49275221391581,-1.715701299533248,0.980968464165926,0.1,0.0065098675,0.046897340565919876,3e-05,,,
461,39.08412338,1571,57.66,354,724992,3530,0.162451171875,-0.02047691372281406,0.46332405423745515,-1.6889172468334437,0.9851925177499652,0.1,0.006953435,0.020461218431591988,3e-05,,,
461,39.21188574,1575,56.58,355,727040,3540,0.161474609375,-0.01819579654984409,0.7809940218459814,-1.6827919151633979,0.9659979939460754,0.1,0.0058570155,0.027402974665164948,3e-05,,,
461,38.345516370000006,1579,57.38,356,729088,3550,0.159814453125,-0.018856152874650433,0.5847052048426121,-1.6630695145577192,0.978425208479166,0.1,0.006724124,0.051399968564510345,3e-05,,,
,,,,,730000,3560,0.19326171875,-0.020699028178933078,0.6309497931972146,-1.6791265405714513,0.9756588730961084,0.1,0.007572655,0.08632200956344604,3e-05,6.002696262036914,35.01379294335574,60.7
461,38.07936102,1584,56.71,357,731136,,,,,,,,,,,,,
461,38.05249469000001,1589,57.18,358,733184,3570,0.19931640625,-0.022482784626481588,0.6426860366715118,-1.7029714722186327,0.976759223267436,0.1,0.007857319,0.07401154190301895,3e-05,,,
461,38.718969290000004,1593,57.33,359,735232,3580,0.186669921875,-0.02144364527412108,0.5312808735994622,-1.662177987396717,0.983520969748497,0.1,0.007068423,0.09241552650928497,3e-05,,,
461,39.45085289,1597,57.79,360,737280,3590,0.15205078125,-0.020236619164643345,0.6613088884856552,-1.6404936399310828,0.9782209284603596,0.1,0.0059580877,0.06257317960262299,3e-05,,,
461,40.4413903,1602,56.8,361,739328,3600,0.1736328125,-0.020995923625014255,0.5321121401619167,-1.6715686801820993,0.9809872172772884,0.1,0.006396225,0.012148641049861908,3e-05,,,
,,,,,740000,3610,0.1826171875,-0.020694921663380227,0.4444481212645769,-1.648490073159337,0.9869324257597327,0.1,0.008492902,0.051053181290626526,3e-05,10.729780534146116,32.95000752449344,62.4
461,40.03629626999999,1607,56.09,362,741376,,,,,,,,,,,,,
461,40.33396288,1611,56.77,363,743424,3620,0.1744140625,-0.020179876932525077,0.6894459725124762,-1.7001320708543062,0.9756619017571211,0.1,0.0062205456,0.06708985567092896,3e-05,,,
461,39.89012947,1615,57.73,364,745472,3630,0.164599609375,-0.01998676519433502,0.5885033698985354,-1.6493074227124453,0.9811945874243975,0.1,0.0070557836,0.04333242028951645,3e-05,,,
461,39.99887403,1620,59.1,365,747520,3640,0.190234375,-0.020626115943014157,0.4856489740079269,-1.696257496625185,0.98269147798419,0.1,0.00703659,0.07238928228616714,3e-05,,,
461,40.10993178,1624,59.72,366,749568,3650,0.19658203125,-0.019441551747149788,0.44975914638489484,-1.6871010657399892,0.9847509944811463,0.1,0.007889151,0.029727395623922348,3e-05,,,
,,,,,750000,3660,0.1939453125,-0.021316438890062274,0.5051800104556605,-1.6917061243206262,0.9864944135770202,0.1,0.006384909,0.07334384322166443,3e-05,9.990872919206533,33.30102296385793,59.6
461,40.29221704,1629,59.94,367,751616,,,,,,,,,,,,,
461,39.81202899,1634,59.04,368,753664,3670,0.1794921875,-0.02102357026160462,0.4806781968800351,-1.6778472784906626,0.9842006601393223,0.1,0.007575717,0.03588126599788666,3e-05,,,
461,39.732362269999996,1638,58.95,369,755712,3680,0.169287109375,-0.019736232771538197,0.6244525677058845,-1.6838063154369594,0.9756715968251228,0.1,0.0071348865,0.06589299440383911,3e-05,,,
461,39.347402339999995,1642,58.74,370,757760,3690,0.17802734375,-0.021628459589555858,0.46836036352906374,-1.6902354720979929,0.9849988874047995,0.1,0.006696658,0.035501353442668915,3e-05,,,
461,39.49522101,1647,58.04,371,759808,3700,0.18369140625,-0.020896569760225248,0.4751149751478806,-1.7108341928571462,0.9833814855664968,0.1,0.0066414764,0.05151612311601639,3e-05,,,
,,,,,760000,3710,0.187255859375,-0.019801649740838912,0.43636172550031915,-1.6897070422768592,0.9839721415191889,0.1,0.0068837493,0.01715831458568573,3e-05,3.040651424521718,38.25083681120443,55.2
461,39.33194672,1652,56.52,372,761856,,,,,,,,,,,,,
