time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,train/explained_variance,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/loss,train/entropy_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/value_loss,eval/mean_ep_length,eval/mean_reward
139264,101.38,-3.4380313799999995,34,144,961,0.9447954930365086,0.021081384,0.2,-0.04409130725252908,-0.055080872029066086,-3.189599147066474,0.256982421875,330,0.0003,0.0042760726109008825,,
140000,,,,,,0.9541675634682178,0.021186974,0.2,-0.04322148255960201,-0.05482868850231171,-3.1600287735462187,0.239013671875,340,0.0003,0.004731968693067756,88.2,-3.1796078000000003
143360,99.28,-3.4602568,35,149,958,,,,,,,,,,,,
147456,100.7,-3.50567062,36,153,959,0.9418854080140591,0.02380133,0.2,-0.04969555994030088,-0.061552248895168304,-3.1624534603208305,0.269189453125,350,0.0003,0.004638706880632526,,
151552,102.08,-3.51630657,37,157,959,0.9396354109048843,0.023004197,0.2,-0.045445200288668275,-0.06900391727685928,-3.0886223182082175,0.2776611328125,360,0.0003,0.005857586744696164,,
155648,100.56,-3.3809083099999993,38,162,960,0.9538039788603783,0.022630166,0.2,-0.046147056404151954,-0.07154949754476547,-3.1361728690564634,0.270458984375,370,0.0003,0.0036827653408636253,,
159744,100.33,-3.2935820899999992,39,166,960,0.9411273263394833,0.024109839,0.2,-0.04361301102107973,-0.07339800894260406,-3.1260929200798273,0.295751953125,380,0.0003,0.004328008233005676,,
160000,,,,,,0.9493076466023922,0.024411796,0.2,-0.04858765238604974,-0.0681719109416008,-3.084588173404336,0.275439453125,390,0.0003,0.0035672981536663427,91.8,-2.9662824
163840,102.06,-3.382451470000001,40,170,958,,,,,,,,,,,,
167936,101.53,-3.3102852899999995,41,175,958,0.9517748579382896,0.021069922,0.2,-0.04050026296099531,-0.06265132129192352,-3.091127770394087,0.2660400390625,400,0.0003,0.004546260272309155,,
172032,100.39,-3.2216391699999996,42,179,958,0.9380313232541084,0.025506968,0.2,-0.043946568253159055,-0.059119705110788345,-3.1257938757538795,0.2748779296875,410,0.0003,0.00353331456099113,,
176128,101.3,-3.297318480000001,43,183,959,0.9353773966431618,0.022327922,0.2,-0.0436789868206688,-0.06297116726636887,-3.0762899782508613,0.263134765625,420,0.0003,0.004243604719613358,,
180000,,,,,,0.9317516684532166,0.024085239,0.2,-0.04264353506951011,-0.05720549076795578,-3.0055661994963883,0.2667724609375,430,0.0003,0.004996901374579465,91.4,-3.0938022
180224,102.12,-3.378453149999999,44,188,957,,,,,,,,,,,,
184320,102.89,-3.394603240000001,45,192,957,0.9361927881836891,0.024013791,0.2,-0.04606846174283419,-0.06387925893068314,-3.00807965695858,0.267529296875,440,0.0003,0.004659115742560971,,
188416,101.72,-3.2794200800000004,46,196,958,0.9445340968668461,0.026108861,0.2,-0.04344811440932972,-0.0750315934419632,-2.991661236807704,0.2983642578125,450,0.0003,0.00543519124521481,,
192512,101.57,-3.22991157,47,200,959,0.9271585121750832,0.025035303,0.2,-0.041153783112895324,-0.055092599242925644,-3.008440022170544,0.2953857421875,460,0.0003,0.004649105171756674,,
196608,100.58,-3.0828574300000002,48,204,959,0.9264231845736504,0.025144162,0.2,-0.04327473544071836,-0.06716042011976242,-2.990140574425459,0.28583984375,470,0.0003,0.00457178161614138,,
200000,,,,,,0.9249155893921852,0.02543275,0.2,-0.04167842217138969,-0.056459568440914154,-2.9956359550356866,0.2856689453125,480,0.0003,0.005150864082224871,106.8,-3.3226856
200704,102.12,-3.0685096599999997,49,209,957,,,,,,,,,,,,
204800,102.34,-3.0737698,50,214,956,0.9343780279159546,0.027588181,0.2,-0.045053400653341666,-0.07189683616161346,-3.0154820799827577,0.2986328125,490,0.0003,0.0051105497743265,,
208896,102.03,-3.0809878999999993,51,218,954,0.9436890557408333,0.028659273,0.2,-0.0453686252621992,-0.060854069888591766,-3.019062815234065,0.30517578125,500,0.0003,0.00380896888927964,,
212992,101.14,-3.0633565999999997,52,223,954,0.9359748214483261,0.025827738,0.2,-0.04237555959407473,-0.057887423783540726,-2.978464398905635,0.284814453125,510,0.0003,0.004073298699404404,,
217088,101.19,-3.0367515399999996,53,227,952,0.9425707310438156,0.024966922,0.2,-0.04257628946652403,-0.05574484542012215,-2.9730870589613914,0.27314453125,520,0.0003,0.004307060107294092,,
220000,,,,,,0.9578830562531948,0.024897438,0.2,-0.042291512290103125,-0.07452590763568878,-3.015598453208804,0.2924072265625,530,0.0003,0.003538456973274151,89.0,-2.1769054
221184,101.27,-3.07221057,54,232,951,,,,,,,,,,,,
225280,100.98,-3.06110738,55,237,948,0.9572930261492729,0.025690593,0.2,-0.04192378153602476,-0.04378262534737587,-2.9496571257710458,0.27353515625,540,0.0003,0.003518485706536012,,
229376,101.01,-3.05896828,56,242,947,0.9511951021850109,0.02601565,0.2,-0.043586956680883304,-0.060580186545848846,-2.911876267567277,0.29072265625,550,0.0003,0.0038080631240518413,,
233472,101.63,-3.04456749,57,246,945,0.962543960660696,0.027848449,0.2,-0.044630376774148314,-0.04009230062365532,-2.896363040432334,0.3019287109375,560,0.0003,0.0033761185160983585,,
237568,101.18,-3.058310470000001,58,251,943,0.9587954953312874,0.026040573,0.2,-0.041693652090907564,-0.05727099999785423,-2.922861011326313,0.2835693359375,570,0.0003,0.003582293601903075,,
240000,,,,,,0.9516255781054497,0.027399423,0.2,-0.04245719625396305,-0.0685780793428421,-2.8618759348988534,0.2988525390625,580,0.0003,0.004140654280854505,95.0,-2.4147952
241664,100.87,-2.98697233,59,257,939,,,,,,,,,,,,
245760,102.02,-3.032104509999999,60,261,938,0.9479026757180691,0.025693279,0.2,-0.04156887782155536,-0.05534149333834648,-2.880177164822817,0.272412109375,590,0.0003,0.0037044021073597833,,
249856,102.09,-2.9908434899999996,61,265,939,0.9409280344843864,0.02615806,0.2,-0.04455111831412069,-0.09233013540506363,-2.894594004750252,0.2888671875,600,0.0003,0.003412261643552483,,
253952,100.82,-3.0655569499999995,62,269,941,0.929362915456295,0.027035346,0.2,-0.04306797909885063,-0.06393008679151535,-2.8959126975387335,0.2971923828125,610,0.0003,0.004497792240272247,,
258048,101.03,-3.0778170300000003,63,273,943,0.9606517367064953,0.02980113,0.2,-0.044472883902926696,-0.07743348926305771,-2.85289853438735,0.309814453125,620,0.0003,0.0036365955286782993,,
260000,,,,,,0.9606419578194618,0.02830218,0.2,-0.04296067153700278,-0.060199636965990067,-2.907466956228018,0.3014892578125,630,0.0003,0.0032183438415813725,93.6,-2.4219017999999997
262144,101.32,-3.0668325199999997,64,277,943,,,,,,,,,,,,
266240,101.84,-3.09134661,65,281,945,0.9597014151513577,0.027212003,0.2,-0.03964254425554827,-0.041815031319856644,-2.8288736790418625,0.2814453125,640,0.0003,0.003180616569625272,,
270336,101.07,-3.0605622500000003,66,285,947,0.952775165438652,0.027649261,0.2,-0.04163661457641865,-0.07665836811065674,-2.7899076148867605,0.297607421875,650,0.0003,0.003818722906271432,,
274432,101.52,-3.06407914,67,289,948,0.9553289711475372,0.025679525,0.2,-0.042765596521348925,-0.08242145925760269,-2.852797966450453,0.2927001953125,660,0.0003,0.0035125231032907323,,
278528,100.7,-3.0413396200000005,68,293,949,0.9491083174943924,0.026493821,0.2,-0.04278335508570308,-0.060492027550935745,-2.7873311888426544,0.271630859375,670,0.0003,0.004175833308272559,,
280000,,,,,,0.9437931329011917,0.027967196,0.2,-0.042876514642193796,-0.08242301642894745,-2.7401577200740577,0.2859130859375,680,0.0003,0.0036317725142453127,95.0,-2.4356511999999997
282624,100.03,-2.90815497,69,297,949,,,,,,,,,,,,
286720,100.88,-2.9440251599999994,70,301,950,0.9481736272573471,0.029403709,0.2,-0.042005967886507276,-0.06769956648349762,-2.7740600135177376,0.288134765625,690,0.0003,0.003186906699284009,,
290816,102.32,-2.96516929,71,305,951,0.9508417658507824,0.028761964,0.2,-0.04269950298476033,-0.06441933661699295,-2.7963265873491765,0.2895263671875,700,0.0003,0.00372159572370947,,
294912,101.79,-2.9535466800000005,72,309,952,0.9415530823171139,0.026834887,0.2,-0.03805024801040417,-0.06815305352210999,-2.787249202653766,0.285302734375,710,0.0003,0.005127706903294893,,
299008,101.33,-2.91999923,73,313,953,0.961444016546011,0.027978696,0.2,-0.04233646147586114,-0.06274810433387756,-2.7863389808684587,0.295751953125,720,0.0003,0.003014837304544926,,
300000,,,,,,0.9441817216575146,0.026523225,0.2,-0.03920155456289649,-0.06046776473522186,-2.7315738633275033,0.2866943359375,730,0.0003,0.004397649057591479,96.0,-1.8822465999999998
303104,101.83,-2.9634547599999994,74,317,953,,,,,,,,,,,,
307200,102.03,-2.93123171,75,321,955,0.9583580009639263,0.026333742,0.2,-0.04454738895510672,-0.06546556949615479,-2.739562927186489,0.292138671875,740,0.0003,0.004083933453694044,,
311296,102.33,-2.9212758400000003,76,325,956,0.9425084628164768,0.027910024,0.2,-0.03875695823735441,-0.07986757159233093,-2.7537409130483868,0.3043701171875,750,0.0003,0.004648926457230118,,
315392,102.12,-2.8594764699999997,77,329,958,0.9521242678165436,0.02544216,0.2,-0.040555307981048824,-0.07839661836624146,-2.7240503426641225,0.27568359375,760,0.0003,0.0037762453349387214,,
319488,101.69,-2.88891602,78,333,959,0.9297397658228874,0.025430564,0.2,-0.03588388096832205,-0.06933896988630295,-2.684221909195185,0.285595703125,770,0.0003,0.004920666670295759,,
320000,,,,,,0.9295988902449608,0.028041117,0.2,-0.041713180358783575,-0.05588658154010773,-2.6701851435005666,0.3027099609375,780,0.0003,0.004435962130355619,96.0,-2.4907177999999996
323584,101.72,-2.87066445,79,337,957,,,,,,,,,,,,
327680,100.96,-2.776233060000001,80,342,957,0.9491206482052803,0.027372018,0.2,-0.038062531501054764,-0.05761628597974777,-2.6760750066488983,0.2910888671875,790,0.0003,0.0037476477540622,,
331776,101.47,-2.73550141,81,346,957,0.9413232952356339,0.03191738,0.2,-0.04232859738549451,-0.033894434571266174,-2.6657022245228292,0.326708984375,800,0.0003,0.0039324811994447375,,
335872,101.57,-2.7109786600000003,82,350,958,0.9546214118599892,0.029068364,0.2,-0.04152827688158141,-0.04550238698720932,-2.6358497869223356,0.3141357421875,810,0.0003,0.0034566386812002747,,
339968,100.61,-2.7578635700000005,83,354,958,0.9199495166540146,0.026243825,0.2,-0.03754603158522514,-0.03439769893884659,-2.6260547060519457,0.29208984375,820,0.0003,0.005041654686101538,,
340000,,,,,,0.9497558064758778,0.025816247,0.2,-0.03694821180106374,-0.05649556592106819,-2.6220602702349423,0.2705078125,830,0.0003,0.0035676971649991175,85.8,-1.9613434
344064,101.2,-2.8064833200000003,84,359,958,,,,,,,,,,,,
348160,101.6,-2.7621722500000003,85,363,957,0.955945298075676,0.028590119,0.2,-0.03933421832407476,-0.05508849397301674,-2.5961103588342667,0.297412109375,840,0.0003,0.003030324957580888,,
352256,101.39,-2.70491834,86,367,958,0.9582668021321297,0.026475567,0.2,-0.036674643465448756,-0.06765690445899963,-2.609462873265147,0.283056640625,850,0.0003,0.0031376261441437236,,
356352,100.94,-2.6473915400000005,87,371,958,0.9519409462809563,0.027567476,0.2,-0.037245028755569363,-0.04337766394019127,-2.6277574602514506,0.2913818359375,860,0.0003,0.0038595620397245513,,
360000,,,,,,0.95534373447299,0.02772727,0.2,-0.036873424776058525,-0.07281042635440826,-2.5060081887990235,0.2872314453125,870,0.0003,0.0032933212874013407,90.8,-1.8180488000000001
360448,100.98,-2.64522669,88,376,957,,,,,,,,,,,,
364544,101.36,-2.7004908499999996,89,380,957,0.9516606628894806,0.028289702,0.2,-0.0363940799885313,-0.0592811182141304,-2.5519568100571632,0.2953125,880,0.0003,0.003700446823404491,,
368640,101.47,-2.6801429700000003,90,384,958,0.9537195414304733,0.028538244,0.2,-0.03521413548733108,-0.06461909413337708,-2.523931260034442,0.3009521484375,890,0.0003,0.003224188043986942,,
372736,102.4,-2.6641646900000007,91,388,958,0.9556406028568745,0.025266062,0.2,-0.03744624582977849,-0.042736973613500595,-2.53390396758914,0.28173828125,900,0.0003,0.0027944452941483177,,
376832,102.08,-2.6342811800000003,92,392,958,0.9640850387513638,0.030082555,0.2,-0.040007358584261965,-0.06329986453056335,-2.518032763898373,0.2925048828125,910,0.0003,0.0026397181777610967,,
