#{"t_start": 1708861041.4408882, "env_id": "scheduler-customEnv"}
r,l,t
2.117031,67,88.203771
1.988493,76,88.405057
3.161332,74,88.58139
-5.278091,84,88.808677
10.992975,74,89.059185
-5.929613,85,89.280594
2.438997,84,89.536954
10.778279,63,89.712637
5.895895,74,89.957529
-2.902153,88,90.192554
10.252061,70,90.429143
-34.990261,147,90.781271
-0.400279,84,90.999078
-2.245175,89,91.237614
1.438606,75,91.450279
2.47284,75,91.645363
4.607033,73,91.851106
5.265255,70,92.041634
-7.135327,93,92.303046
10.580598,75,92.476288
14.109889,75,92.639864
7.865632,62,92.811665
8.61676,65,93.072281
25.379593,52,93.21886
0.437767,78,93.437806
10.594207,57,93.577112
1.474985,71,93.839154
10.10954,67,94.016369
3.533796,74,94.20789
-3.148316,84,94.489837
-0.108488,71,94.695996
11.268331,55,94.826236
16.294508,59,94.972566
5.196367,70,95.208735
7.791516,66,95.382615
6.420219,71,95.555881
8.994502,66,95.795083
0.135287,75,96.092857
17.362958,65,96.277739
6.38014,68,96.608116
1.310122,77,96.82393
-1.722416,75,96.996273
5.131337,73,97.191235
0.48828,76,97.354133
8.539065,62,97.570826
2.666725,78,97.76035
-1.242436,87,97.991993
3.075615,68,98.168175
-1.351989,83,98.471069
8.817829,80,98.686162
8.297143,66,98.867883
2.139391,67,98.992675
10.434053,53,99.17998
8.505774,69,99.293048
8.277486,63,99.431779
-3.292386,85,99.702085
6.081722,68,99.867099
16.467727,66,100.045799
3.693225,73,100.188864
11.542327,64,100.326274
4.303053,71,100.647081
7.633452,70,100.777084
7.631187,64,100.960493
-4.35135,88,101.183967
-6.994423,94,101.350481
5.094962,66,101.573574
10.552931,71,101.74863
5.537881,70,101.897769
-1.083562,78,102.133641
2.300766,75,102.32623
10.2452,72,102.603532
8.471293,72,102.827648
3.28398,76,103.01729
15.4349,56,103.184472
2.440876,68,103.348062
8.985984,65,103.509112
8.380924,66,103.692692
3.478061,74,103.85872
3.647278,73,104.023416
7.439814,65,104.193163
6.732268,70,104.399542
5.843472,67,104.54758
9.348262,61,104.723983
9.481377,67,104.873408
6.785464,68,105.056028
2.926765,70,105.238477
19.549889,59,105.366481
12.274038,58,105.471002
1.517758,81,105.860372
9.027008,64,106.020468
-0.032648,82,106.218777
-15.077149,113,106.473613
4.887391,71,106.738516
13.223887,60,106.906934
16.19192,62,107.049647
1.049988,67,107.223603
2.062152,75,107.42448
2.151795,81,107.658695
9.972906,57,107.814761
13.024572,61,107.967967
15.839438,60,108.107615
10.042118,65,108.274141
8.864261,62,108.419272
11.92609,56,108.554823
3.424878,75,108.937069
15.468777,65,109.11523
12.110045,66,109.326329
-8.26049,95,109.563488
5.779028,72,109.755864
9.446266,59,109.936236
7.124756,67,110.048906
9.91875,64,110.296318
6.309571,71,110.478434
10.867437,63,110.862754
7.812049,71,111.097312
23.107533,55,111.24052
2.050345,78,111.452772
8.62682,62,111.658463
7.341045,69,111.846963
6.514022,66,111.990845
11.504705,61,112.247297
5.673252,71,112.425062
1.388307,74,112.624243
7.188651,69,112.820754
8.248072,78,113.018065
5.056022,70,113.182033
17.78776,56,113.306934
15.330898,61,113.405315
7.432383,60,113.52086
-1.179407,77,113.694258
12.984688,51,113.850993
3.166105,74,114.023958
5.293643,63,114.146206
7.538529,64,114.263471
11.068661,58,114.406026
13.885785,70,114.609858
22.281985,62,114.778812
4.292604,75,115.104143
14.385803,57,115.28829
6.973665,60,115.44809
3.101951,73,115.707413
7.716109,69,115.97812
1.591041,78,116.212289
24.391394,59,116.324302
16.656251,64,116.473279
6.361861,74,116.690809
9.270604,62,116.813433
11.421114,61,116.938217
12.954327,59,117.165363
2.426988,74,117.362334
21.135743,55,117.531531
12.933152,58,117.70793
9.936843,66,117.904111
4.102057,73,118.078486
9.264509,62,118.276599
12.678437,63,118.404674
8.077357,78,118.564963
10.53461,63,118.726314
17.230203,52,118.890655
9.095273,79,119.041103
6.869796,64,119.240086
4.232264,63,119.422036
12.002571,59,119.589898
8.725661,62,119.757146
16.951411,57,119.900618
11.001819,74,120.076897
15.15606,64,120.248857
10.137889,69,120.459872
14.870103,51,120.545917
22.385587,53,120.799313
3.763105,74,121.10978
7.00989,71,121.365989
6.941125,67,121.528698
6.130808,65,121.693098
4.936766,74,121.860078
9.366483,62,122.029052
9.763494,53,122.166617
9.949844,68,122.352709
17.402478,61,122.477229
12.816913,57,122.673211
6.094561,70,122.971277
1.604129,78,123.199526
6.765346,59,123.367849
15.879144,61,123.574069
12.057846,66,123.72475
8.10118,62,123.82628
8.064511,66,123.998413
7.192878,61,124.139085
12.326203,57,124.291528
7.144269,65,124.484484
10.404125,63,124.663342
19.8165,59,124.846564
9.068858,62,125.201967
17.295592,57,125.425328
3.411681,73,125.677439
8.752914,71,125.859262
13.5018,55,126.005306
21.795171,54,126.147045
6.99153,70,126.342251
11.104429,68,126.539949
-20.382237,144,126.909333
6.815616,69,127.099737
23.235315,56,127.271189
11.17589,59,127.494206
15.024749,55,127.635257
14.29246,56,127.762709
10.067262,59,127.8735
11.101698,57,127.972242
12.839148,56,128.084714
14.093135,61,128.288363
6.907903,66,128.475295
10.298364,65,128.677458
7.423177,72,128.847818
8.047554,69,128.971356
7.811179,66,129.189599
10.342794,60,129.38098
8.911447,63,129.550038
15.57612,53,129.661735
16.779899,52,129.761391
8.353246,55,129.974568
14.624937,58,130.108861
22.32834,56,130.248796
14.510246,52,130.384391
9.763163,60,130.506169
9.853594,63,130.614485
6.187957,67,130.781096
17.325953,58,130.938585
9.368399,68,131.079588
17.007014,61,131.237776
23.494494,58,131.388938
14.238207,53,131.574983
14.281577,53,131.689492
7.524843,68,131.91315
13.866667,70,132.108933
10.867389,58,132.242785
8.751162,68,132.387571
6.478003,61,132.494098
8.620847,63,132.65484
12.894454,58,132.759573
7.740796,65,132.871164
10.943886,58,132.992923
14.906151,60,133.173788
9.041009,67,133.332945
7.418879,59,133.451577
-13.89953,103,133.747112
8.525443,72,133.946385
15.383361,62,134.139622
12.83462,60,134.325273
9.861661,61,134.47121
16.914118,51,134.623062
11.962754,54,134.755686
12.871789,67,134.889091
27.530953,54,135.008173
13.562937,59,135.168393
12.288975,56,135.287266
9.482153,54,135.524143
5.670793,68,135.743644
7.047623,69,136.046952
7.712288,65,136.181703
8.732538,61,136.311836
13.915014,52,136.411229
13.62319,58,136.627351
17.729925,59,136.763375
15.458036,53,136.908936
7.597605,62,137.083068
18.733475,47,137.208209
14.288401,57,137.355452
11.555253,61,137.529109
15.360988,58,137.660488
12.75356,57,137.877107
10.587904,59,138.022702
12.595946,57,138.209793
5.858581,69,138.371377
24.42711,57,138.531819
7.351323,62,138.720033
9.01628,61,138.887366
16.429746,50,138.999283
6.870473,65,139.160176
11.570296,50,139.316925
21.444179,65,139.556216
8.165504,69,139.741847
7.786198,65,139.95641
8.398279,64,140.114056
13.638841,57,140.256718
6.803143,66,140.409822
15.9095,61,140.58837
14.891365,55,140.761938
11.681868,57,140.881819
10.582526,62,141.038349
20.190186,59,141.163024
4.525152,66,141.340209
14.099033,56,141.491871
19.885959,57,141.657564
18.924522,46,141.792261
21.144753,53,141.972095
23.456472,46,142.089768
25.045942,52,142.237694
19.039782,59,142.407614
18.462798,51,142.503975
8.959879,63,142.66412
14.011539,64,142.817472
14.253387,50,142.953096
12.846806,59,143.097253
14.600068,54,143.229375
9.898418,59,143.332962
11.602664,54,143.593965
10.614461,51,143.770511
10.750232,54,143.898718
8.012532,60,144.111574
18.887744,55,144.290532
6.487519,62,144.476509
16.93437,48,144.643279
11.161758,62,144.830288
10.652013,60,144.984122
17.731596,58,145.129762
27.036908,48,145.269503
23.121821,52,145.404504
15.916586,53,145.551353
17.614657,61,145.673133
13.027864,53,145.832654
11.510048,59,145.939711
16.62399,62,146.129652
9.803607,56,146.263631
13.568269,56,146.360127
13.377979,62,146.47468
16.020793,58,146.627832
18.634604,50,146.740968
10.859332,64,146.904712
25.204881,52,147.079518
24.866703,58,147.256043
9.638728,56,147.375705
12.916422,56,147.523466
17.296863,52,147.649199
9.117669,66,147.788906
13.08084,59,147.950495
13.775499,57,148.161624
9.002268,55,148.425821
19.458234,53,148.55438
11.908838,61,148.681959
22.577057,48,148.810676
26.64581,53,148.954789
16.616735,53,149.064779
16.346867,52,149.245475
14.463125,58,149.407855
21.811101,52,149.547071
15.617161,53,149.705788
9.087516,62,149.860209
12.201198,56,150.008348
11.702337,59,150.278947
12.410296,51,150.416046
16.798973,52,150.574759
19.399808,48,150.7073
15.011701,58,150.849274
19.18263,51,150.961313
17.836501,53,151.063676
-58.806082,196,151.560446
24.237674,46,151.703025
15.163138,54,151.895619
9.724612,63,152.026299
19.529607,57,152.145833
9.689226,59,152.338072
15.253338,60,152.472496
13.464756,56,152.591919
14.256399,51,152.691591
9.845866,59,152.862324
25.167836,54,152.975599
11.787918,61,153.094349
20.529565,53,153.272139
22.212744,52,153.448357
8.986495,56,153.607553
12.491256,49,153.737884
24.296006,49,153.866451
21.259421,54,154.039407
11.694201,57,154.207841
24.514385,49,154.378972
10.865506,60,154.594374
12.349813,58,154.754076
9.624845,63,154.910252
25.196286,56,155.067271
10.015053,57,155.206544
19.171599,49,155.3034
17.826538,53,155.398002
8.922013,62,155.499235
14.028555,55,155.606331
17.753649,53,155.87567
14.413098,55,156.033609
23.867562,48,156.116874
10.538402,53,156.249889
19.950752,51,156.441111
18.482486,57,156.556147
24.694478,45,156.647171
17.221933,50,156.751234
16.395095,50,156.893225
15.672208,55,157.079556
20.327977,46,157.232202
13.168043,54,157.375749
16.127713,58,157.61455
16.310209,45,157.783427
21.70258,50,157.912182
16.917139,56,158.037375
15.80481,47,158.141721
12.543191,57,158.282964
13.99597,55,158.412759
11.411079,56,158.602188
20.095193,55,158.738074
16.717404,52,158.854761
22.115603,52,159.002152
23.519531,46,159.319216
17.00152,52,159.46013
31.756418,48,159.576028
17.302183,49,159.73817
21.838192,44,159.867885
7.977892,65,160.041942
8.107969,57,160.167551
16.561798,54,160.279458
22.040688,55,160.387695
24.243531,43,160.473511
20.542817,53,160.65608
23.563997,54,160.747049
17.300289,50,160.846689
16.301186,44,160.936035
14.134261,55,161.035972
16.42203,50,161.171076
12.709632,54,161.296115
16.079653,54,161.40979
29.184531,49,161.581325
14.777878,52,161.715996
10.636008,52,161.884643
21.679961,53,161.995575
14.38908,49,162.133826
14.373953,45,162.224398
16.636993,53,162.33779
28.255561,48,162.514843
12.402941,57,162.691891
14.914706,50,162.829826
15.329966,47,162.958462
20.419989,58,163.05676
22.124921,48,163.1957
13.858878,50,163.334527
13.239166,53,163.455476
16.487671,55,163.596429
14.10551,52,163.753661
14.429029,50,163.866067
14.449181,46,163.94661
14.755122,56,164.045817
10.910945,49,164.177578
15.092435,54,164.310788
22.98298,54,164.475558
16.948121,47,164.603313
14.492696,52,164.805139
13.316795,56,164.926483
22.735658,51,165.047962
28.122813,44,165.149192
18.022424,55,165.30285
13.025175,54,165.464022
18.591966,48,165.571385
15.027837,62,165.728099
18.897511,56,165.883602
16.761302,50,166.019649
11.585579,57,166.183355
10.1986,62,166.308674
12.60958,54,166.450363
9.79243,56,166.647076
9.152762,63,166.84222
24.135697,49,166.953118
17.285071,44,167.057872
25.007259,44,167.197032
21.808458,53,167.322046
21.272545,53,167.463782
13.769728,53,167.644808
20.17953,43,167.758684
20.002888,51,167.902327
9.606413,59,168.136911
13.811768,50,168.226485
14.033605,53,168.326182
22.134245,55,168.443676
23.68918,46,168.554986
22.023745,49,168.829486
4.32309,69,168.995624
21.564416,51,169.096466
15.932825,48,169.239271
16.51568,49,169.332494
17.289738,56,169.453784
24.503964,49,169.627854
18.872391,53,169.75888
21.552842,51,169.892696
17.974752,51,170.015484
16.500397,49,170.137715
5.952964,62,170.276004
22.979458,51,170.412087
20.158335,48,170.52065
24.617655,56,170.716091
26.603646,54,170.81205
17.383373,51,171.042095
18.149344,51,171.179252
17.78853,50,171.271888
13.555097,52,171.396952
22.325153,49,171.537832
17.153978,52,171.722649
16.854728,49,171.846266
20.976731,44,171.970878
17.886146,56,172.121699
14.397878,53,172.279861
21.389999,51,172.425403
22.236031,46,172.526387
24.999909,43,172.63
16.710832,53,172.763051
14.100089,50,172.875464
18.987216,53,173.063243
25.708065,48,173.207225
16.402143,47,173.37063
13.694571,48,173.525688
19.376342,44,173.647465
18.268785,49,173.765729
15.257263,50,173.905784
23.697485,43,174.009325
15.403228,47,174.115441
16.742188,45,174.223866
14.986308,48,174.328123
18.321564,41,174.419458
20.828646,47,174.51227
13.679773,53,174.621282
25.861244,44,174.726977
20.594405,52,174.896509
13.120592,57,175.111061
18.078607,56,175.245903
22.808133,46,175.360193
27.21051,50,175.489881
20.668645,50,175.61037
18.667927,49,176.05207
21.409978,49,176.193082
22.676985,55,176.314042
20.776104,53,176.453726
29.066354,48,176.579904
16.866852,49,176.722034
12.120307,57,176.824471
9.605687,54,176.97437
13.230397,54,177.195407
15.694374,48,177.307894
17.986594,51,177.448987
14.865036,49,177.627775
25.987985,47,177.771344
29.204457,46,177.921068
9.465247,63,178.073861
13.128745,54,178.228502
21.869484,53,178.370966
24.759602,47,178.476661
21.500886,53,178.669806
23.652653,53,178.838783
16.655763,50,179.005111
10.986973,56,179.193374
23.079349,62,179.389826
17.36659,46,179.494849
19.916023,54,179.591373
12.676145,52,179.749121
17.138233,46,179.884718
19.14724,45,180.008972
12.819422,51,180.136812
17.856478,47,180.213923
19.712135,48,180.374271
13.626616,51,180.545944
25.071261,47,180.69033
29.986348,47,180.837408
17.70325,55,180.99071
14.338921,53,181.1664
9.764513,58,181.374123
12.679706,51,181.494284
18.932563,52,181.62565
12.601624,53,181.755988
22.036722,52,181.870342
11.615168,60,181.982441
21.852946,46,182.115132
15.703168,54,182.217268
25.938008,47,182.380362
13.803495,51,182.471822
21.835726,52,182.591903
17.442843,45,182.741029
16.312349,50,182.887614
16.668216,47,182.975387
24.409438,47,183.125557
14.017431,46,183.274927
20.06157,46,183.448184
16.38857,47,183.606202
17.920762,51,183.729676
12.533507,54,183.838665
13.918333,51,183.988154
22.356714,48,184.098107
14.574627,44,184.216895
20.502578,50,184.347996
13.542598,61,184.506304
11.355546,52,184.649571
14.344667,46,184.766614
12.588272,52,184.881377
19.83873,50,185.009291
17.964162,48,185.136562
21.494399,46,185.24901
16.955053,54,185.469443
31.183095,41,185.576881
23.987462,51,185.732784
14.019139,53,185.855831
14.452846,48,186.009832
17.201999,50,186.131918
22.836532,49,186.286555
20.806674,51,186.466885
18.774527,44,186.629153
12.979588,52,186.770496
15.739784,54,186.881339
35.737117,44,186.977869
18.224569,52,187.107336
20.596894,48,187.247363
17.078719,54,187.373766
13.078395,57,187.612084
32.160531,51,187.721715
17.25917,50,187.893585
14.681962,48,188.007063
15.721134,51,188.154584
21.585517,44,188.275183
18.622038,48,188.413464
16.634689,54,188.554349
15.741653,53,188.689033
27.576285,47,188.787901
19.727639,46,188.954748
30.129258,46,189.186311
12.289781,51,189.388251
17.230076,50,189.498059
11.620686,50,189.6903
15.790356,54,189.84219
33.568229,43,189.967262
18.875472,45,190.078332
16.536585,52,190.238064
16.286487,49,190.372777
13.562985,53,190.507442
14.663962,53,190.636741
16.45995,47,190.727283
18.993941,49,190.871458
15.381739,54,191.019707
18.746581,47,191.172955
16.078761,48,191.309582
15.14516,49,191.456789
16.584787,50,191.690532
15.385317,52,191.847144
16.607462,44,191.940864
18.407589,50,192.077764
18.574651,45,192.204503
18.210617,45,192.321634
21.061286,54,192.452843
23.474121,56,192.621304
17.1486,46,192.727558
13.311212,47,192.890444
16.222238,48,193.005031
28.235863,48,193.140826
19.007932,44,193.282427
13.513245,51,193.419728
22.15287,46,193.541042
18.962746,50,193.726989
19.004296,46,193.848982
16.242684,53,193.985554
16.234241,50,194.089252
21.014187,40,194.203184
17.859124,44,194.338688
18.208996,46,194.446538
14.839459,47,194.676496
21.526338,49,194.790339
18.845574,54,194.940026
34.345833,45,195.055535
18.621464,42,195.171455
19.606414,51,195.308903
17.245435,48,195.387578
16.939196,51,195.510088
16.287151,46,195.651819
15.137414,51,195.840303
18.724623,46,196.053138
23.530418,49,196.144796
23.190327,44,196.245253
14.848031,49,196.353804
22.976642,48,196.490691
21.899988,39,196.628868
19.456251,48,196.75284
22.588253,46,196.880838
22.161573,50,197.00776
20.033175,44,197.121502
17.742868,49,197.287994
20.252039,43,197.388333
15.574714,47,197.526242
13.422059,51,197.677353
15.64788,42,197.756134
33.776066,45,197.932072
15.082844,49,198.05457
19.231062,51,198.18042
16.630941,51,198.320759
29.656465,51,198.445862
20.464195,52,198.597596
14.609915,49,198.757197
24.271337,43,198.894167
14.970919,46,199.009906
19.318259,46,199.130909
15.203795,50,199.231027
26.788161,47,199.34765
15.373669,53,199.483345
23.975716,43,199.631439
11.722824,62,199.757398
13.148892,54,199.956205
22.055257,45,200.058696
29.070243,42,200.173818
20.834049,48,200.305495
21.489146,43,200.427988
17.911176,47,200.579402
25.95784,43,200.715842
15.379687,51,200.820226
16.839685,48,200.9331
13.272658,52,201.096851
19.187962,48,201.221947
27.525619,45,201.320576
13.499869,49,201.42568
15.484196,54,201.549845
22.457728,48,201.658706
20.915833,44,201.766958
20.787599,43,201.88711
17.614392,43,202.048072
15.558467,47,202.185787
18.394633,50,202.390865
20.571201,47,202.515488
23.135342,44,202.635276
17.750935,46,202.798118
23.25717,50,202.922253
33.707788,44,203.039382
21.436006,41,203.146194
24.592797,49,203.27865
21.815084,48,203.412937
20.776798,48,203.55765
15.37532,49,203.731193
21.762067,49,203.872024
16.828117,51,203.998276
30.599678,48,204.197805
22.063243,43,204.453859
16.955819,48,204.577964
17.801319,47,204.706282
19.087544,44,204.828587
21.01202,45,204.987114
15.560492,53,205.106974
21.573766,44,205.223053
25.056566,52,205.347901
23.56715,49,205.476913
31.4085,44,205.78315
18.434146,42,205.929558
19.844738,53,206.183099
15.025251,48,206.265601
21.196326,43,206.345297
27.976127,45,206.449818
27.60117,44,206.570407
19.545965,46,206.708241
21.389014,44,206.841245
22.145746,45,206.961251
27.645276,49,207.107194
32.998056,42,207.223012
18.34769,47,207.330569
19.048213,43,207.439462
19.748325,42,207.545485
19.389041,44,207.699052
22.129814,45,207.816987
21.422099,41,207.948087
19.408756,47,208.0715
22.27527,45,208.250405
23.961434,42,208.352633
26.69591,43,208.458288
19.42652,42,208.569117
15.881526,45,208.661217
20.897382,43,208.770915
23.344931,48,208.920061
17.063476,48,209.053752
17.731615,46,209.164297
17.187067,46,209.304892
22.188135,46,209.412216
19.825966,44,209.530541
14.503423,49,209.669547
15.250981,51,209.805903
19.08866,45,209.928484
24.928469,45,210.044533
13.103784,52,210.17215
23.061298,41,210.333449
21.8527,43,210.481717
9.807045,51,210.607322
21.645452,47,210.748823
14.736303,49,210.844997
20.699133,44,210.982753
15.751912,43,211.108905
27.292166,50,211.247586
21.708229,43,211.360623
26.832902,44,211.492361
28.463401,44,211.575724
16.03251,47,211.687656
32.070306,46,211.826783
17.733528,49,211.939518
19.734062,45,212.037769
18.973083,48,212.161944
31.795148,46,212.287323
24.923243,47,212.478494
29.884314,41,212.579366
17.591294,42,212.691027
18.193376,47,212.821339
22.147223,48,212.929508
16.346187,45,213.06617
25.871077,44,213.188243
18.98939,41,213.285561
18.334267,48,213.409627
14.827647,52,213.595228
19.533097,47,213.863726
21.156071,46,213.970417
31.100933,41,214.09847
27.50706,47,214.232093
18.327233,46,214.378143
19.826724,45,214.52376
18.537054,46,214.617185
23.327745,45,214.758833
23.645201,47,214.905396
29.612522,45,215.040411
31.567113,44,215.15692
18.252115,45,215.292554
31.525843,45,215.403068
25.13268,43,215.520942
30.555266,46,215.697743
19.020634,44,215.978314
19.972611,47,216.07143
21.180385,48,216.143792
19.483384,41,216.305447
25.47401,47,216.43902
19.850674,41,216.589044
20.508469,47,216.753321
20.226031,44,216.894067
29.386038,37,216.973716
19.187527,42,217.075862
20.249097,44,217.203092
21.223107,42,217.318157
29.546524,43,217.507178
22.710601,43,217.617189
24.274425,43,217.758683
19.410637,44,217.891368
21.150827,47,218.014407
14.202949,51,218.127673
26.592676,52,218.272285
17.399806,46,218.391074
17.46695,41,218.511679
14.43852,47,218.657307
19.393612,46,218.797092
18.587333,45,218.925927
18.464,50,219.14763
25.621137,44,219.336827
21.607107,41,219.44736
31.461138,42,219.547422
15.885902,46,219.662082
22.858459,45,219.791532
18.413873,47,219.95414
17.938607,43,220.027803
27.674537,42,220.110235
17.927974,46,220.209049
19.041675,44,220.294234
17.305466,49,220.412804
23.612016,43,220.511422
20.051501,45,220.70419
22.522454,44,220.817919
22.372932,50,220.963141
19.031771,42,221.140138
29.659348,46,221.255053
25.432071,43,221.403475
22.693912,40,221.477962
19.587027,43,221.564243
