rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/learning_rate,train/loss,train/clip_range,train/policy_gradient_loss,train/n_updates,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/clip_fraction,eval/mean_ep_length,eval/std_reward,eval/mean_reward
41.64589132000001,404,78.26,260,1064960,2634,5e-05,0.0007926095277070999,0.1,-0.014254984360741218,2590,0.1898875651822891,0.0067185108,0.9930199012160301,-1.8006580121815206,0.209375,,,
40.795556489999996,404,80.21,261,1069056,2644,5e-05,0.02757931873202324,0.1,-0.012506242615927476,2600,0.20608692609821447,0.0067136204,0.991546300239861,-1.7850080061703921,0.2249755859375,,,
,,,,1070000,,5e-05,-0.010716354474425316,0.1,-0.0138148287194781,2610,0.1801076210802421,0.0064878147,0.993013630155474,-1.7520928677171468,0.201513671875,77.2,4.219007444245339,43.55403192360386
42.12320368000002,404,79.46,262,1073152,2655,,,,,,,,,,,,,
43.015004649999995,404,77.94,263,1077248,2665,5e-05,-0.0016799811273813248,0.1,-0.016914349343278446,2620,0.14286459588911385,0.0076473365,0.9951833705417812,-1.7781375072896481,0.2273193359375,,,
,,,,1080000,,5e-05,0.005467809736728668,0.1,-0.01632127281773137,2630,0.19214613614603876,0.007966883,0.9929176541045308,-1.7639589369297028,0.2390869140625,82.4,9.66734382098824,38.01691897316657
42.69400153999999,404,78.05,264,1081344,2675,,,,,,,,,,,,,
42.725929109999996,404,78.6,265,1085440,2685,5e-05,-0.005924876779317856,0.1,-0.015584631243837067,2640,0.1584416873403825,0.008198961,0.994738585781306,-1.78436295427382,0.2483642578125,,,
42.74572547,404,78.09,266,1089536,2695,5e-05,0.015918679535388947,0.1,-0.016323005604499487,2650,0.17012580322334542,0.007201517,0.9940764922648668,-1.7609110541641713,0.2247802734375,,,
,,,,1090000,,5e-05,0.008364398032426834,0.1,-0.014906140199673245,2660,0.18446048026671633,0.009056963,0.9934143209829926,-1.8036922384053469,0.2286376953125,77.4,6.256196961733379,41.84102343533828
42.43873467,404,77.16,267,1093632,2705,,,,,,,,,,,,,
42.408942929999995,404,77.43,268,1097728,2715,5e-05,-0.0059875380247831345,0.1,-0.015704327277489938,2670,0.133391687925905,0.007762268,0.9952364922501147,-1.769259674474597,0.2445068359375,,,
,,,,1100000,,5e-05,-0.009040821343660355,0.1,-0.01563587879500119,2680,0.133280153630767,0.00869905,0.995437671430409,-1.7879355896264315,0.2480224609375,81.5,8.595111264643368,40.15308295009602
43.57545646,404,77.09,269,1101824,2726,,,,,,,,,,,,,
43.62018701,404,77.2,270,1105920,2735,5e-05,0.0031870659440755844,0.1,-0.014865175339218694,2690,0.15571737271384337,0.006392582,0.9943894073367119,-1.7197511494159698,0.2208251953125,,,
,,,,1110000,,5e-05,0.0028327535837888718,0.1,-0.015010973448806909,2700,0.1775055004283786,0.0068112714,0.9939066008664668,-1.7765003174543381,0.2089111328125,75.5,6.414305964135779,42.9187335058959
43.01630598,404,77.08,271,1110016,2746,,,,,,,,,,,,,
43.10011907999999,404,77.44,272,1114112,2755,5e-05,0.005353018641471863,0.1,-0.015253207033674698,2710,0.14791162044275552,0.0077263825,0.9947944255545735,-1.7489203859120608,0.2321044921875,,,
43.09394108000001,404,76.96,273,1118208,2765,5e-05,0.006826814264059067,0.1,-0.015270974749000743,2720,0.16658513016882354,0.0080483835,0.9937512702308595,-1.7535774406045674,0.2152099609375,,,
,,,,1120000,,5e-05,-0.003180474042892456,0.1,-0.0173733064904809,2730,0.1662493548821658,0.008202754,0.9935689060948789,-1.7158065531402826,0.2460205078125,74.0,5.667079802640093,46.43163383486912
42.46478922,404,77.25,274,1122304,2776,,,,,,,,,,,,,
41.89204335999999,404,79.22,275,1126400,2785,5e-05,0.010018417611718178,0.1,-0.015953777611139232,2740,0.17142334117088467,0.007427068,0.993399643804878,-1.7245200507342815,0.22216796875,,,
,,,,1130000,,5e-05,0.011171713471412659,0.1,-0.017467107946868055,2750,0.17389538515126332,0.0075596757,0.9939107680693269,-1.7165712121874095,0.232666015625,79.0,4.945190049183734,40.36794653098769
42.1177913,404,79.55,276,1130496,2796,,,,,,,,,,,,,
42.98749352000001,404,79.71,277,1134592,2806,5e-05,-0.001963978633284569,0.1,-0.015101760464312974,2760,0.1915976140764542,0.007965108,0.9922276521101594,-1.7325724601745605,0.2174072265625,,,
42.98291133,404,79.11,278,1138688,2816,5e-05,0.0007947348058223724,0.1,-0.013279605882416945,2770,0.15089843650348483,0.0074837953,0.9944254960864782,-1.6939532715827226,0.226904296875,,,
,,,,1140000,,5e-05,-0.0025160517543554306,0.1,-0.015535705364891328,2780,0.17438323782407678,0.008512529,0.9928296222351491,-1.7274020854383707,0.2161865234375,79.8,5.446634584531384,39.585569545572405
42.4867365,404,79.05,279,1142784,2826,,,,,,,,,,,,,
43.101902949999996,404,78.06,280,1146880,2836,5e-05,-0.00017564743757247925,0.1,-0.013637754323281116,2790,0.18023890991462393,0.006562683,0.9935215045697987,-1.6837066166102885,0.21396484375,,,
,,,,1150000,,5e-05,-0.002393726259469986,0.1,-0.015754616960475688,2800,0.16767634184216149,0.0073056603,0.9937036652117968,-1.7109173767268657,0.2159912109375,81.7,4.6981342934100505,42.76005061536517
43.18528652,404,78.17,281,1150976,2847,,,,,,,,,,,,,
43.49192943,404,78.15,282,1155072,2856,5e-05,0.002423340454697609,0.1,-0.014654714942298596,2810,0.16801783107803203,0.0076596425,0.9947242438793182,-1.6972615860402585,0.248095703125,,,
43.55878729999999,404,77.28,283,1159168,2866,5e-05,0.000310724601149559,0.1,-0.014337491745391163,2820,0.2019565329537727,0.007776259,0.9924812014214694,-1.703998963907361,0.21865234375,,,
,,,,1160000,,5e-05,-0.000752003863453865,0.1,-0.01458144826174248,2830,0.1685516340774484,0.008188985,0.9946554084308445,-1.6962984550744296,0.2204345703125,77.9,5.444717936587891,40.15315661549015
43.856278810000006,404,76.77,284,1163264,2877,,,,,,,,,,,,,
44.064001680000004,404,76.09,285,1167360,2886,5e-05,-3.485940396785736e-05,0.1,-0.013642864282883239,2840,0.17146395593881608,0.008385226,0.9942771219648421,-1.694674226269126,0.22919921875,,,
,,,,1170000,,5e-05,-0.00024228915572166443,0.1,-0.014680905407294631,2850,0.17584286355995574,0.007861484,0.9943063366226852,-1.681866754591465,0.238720703125,77.5,7.066106482804527,41.16141400292927
43.87790829999999,404,76.35,286,1171456,2897,,,,,,,,,,,,,
44.694817699999994,404,76.32,287,1175552,2906,5e-05,0.002599503844976425,0.1,-0.014325473194185178,2860,0.15575999080319888,0.008515244,0.9940053471364081,-1.6926133420318366,0.2369384765625,,,
44.07657265000002,404,76.6,288,1179648,2916,5e-05,0.001080002635717392,0.1,-0.01476745527179446,2870,0.17770077843451873,0.007368699,0.9943197011016309,-1.6746000397950411,0.2240478515625,,,
,,,,1180000,,5e-05,0.0003800913691520691,0.1,-0.016549581264553127,2880,0.1739694747084286,0.008079849,0.9948063758201897,-1.7027158550918102,0.2430419921875,77.3,6.447041856916705,43.16979816639812
43.61278082000002,404,78.3,289,1183744,2927,,,,,,,,,,,,,
43.86499205999999,404,78.34,290,1187840,2937,5e-05,0.01829778216779232,0.1,-0.013930478424299508,2890,0.13472234311630019,0.009586766,0.9942108439281583,-1.7083574812859297,0.2790283203125,,,
,,,,1190000,,5e-05,-0.006549699231982231,0.1,-0.01387585756019689,2900,0.12578567629680037,0.0077304677,0.9955965061672032,-1.6689348112791778,0.254150390625,70.7,5.1479494920422635,46.19576721966895
43.55432750000001,404,78.75,291,1191936,2947,,,,,,,,,,,,,
43.69340099,404,78.07,292,1196032,2957,5e-05,-0.002720233052968979,0.1,-0.015663534166378668,2910,0.13974170509609393,0.0093332995,0.9955189032480121,-1.6754071783274411,0.26416015625,,,
,,,,1200000,,5e-05,0.0026669297367334366,0.1,-0.01398148228181526,2920,0.16766209197812715,0.0077880546,0.9940412645228207,-1.6750006336718797,0.2333251953125,75.7,4.2301638087931765,42.050470285763375
43.427878600000014,404,78.97,293,1200128,2968,,,,,,,,,,,,,
43.52053609000001,404,78.08,294,1204224,2978,5e-05,0.006601667031645775,0.1,-0.01315736292890506,2930,0.18549757972941733,0.008130627,0.9929396817460656,-1.6770391471683979,0.226708984375,,,
43.69774811000001,404,77.37,295,1208320,2987,5e-05,0.008853532373905182,0.1,-0.015853514157061,2940,0.15669044055975972,0.007666347,0.9951905095949769,-1.6665518946945668,0.2346435546875,,,
,,,,1210000,,5e-05,-0.006958138197660446,0.1,-0.014021575251535977,2950,0.1860215226188302,0.0068214936,0.9932128177024424,-1.6561477467417718,0.201953125,79.3,7.588658041404924,41.17804007199076
44.17118924,404,78.14,296,1212416,2998,,,,,,,,,,,,,
43.23509498000001,404,80.13,297,1216512,3008,5e-05,0.018655214458703995,0.1,-0.016038083089370048,2960,0.14825096782296895,0.0075635007,0.9939832012169063,-1.6495357718318702,0.2352783203125,,,
,,,,1220000,,5e-05,0.0035555530339479446,0.1,-0.015225099631061311,2970,0.1314371024898719,0.009040687,0.9946919325739145,-1.714928900822997,0.261962890625,75.2,6.912693542814898,44.808598117958724
43.61949041,404,78.97,298,1220608,3018,,,,,,,,,,,,,
44.24789039999999,404,78.55,299,1224704,3028,5e-05,0.0014530979096889496,0.1,-0.014540635452431162,2980,0.1633371173054911,0.0074240514,0.9943558424711227,-1.661423347517848,0.21806640625,,,
44.24585769,404,77.88,300,1228800,3038,5e-05,0.1717759370803833,0.1,-0.014293702205031877,2990,0.16686413176357745,0.007996779,0.9940149364992976,-1.6734357494860888,0.2416015625,,,
,,,,1230000,,5e-05,0.01904771849513054,0.1,-0.015488585252751364,3000,0.12792739706346765,0.010562781,0.9952901611104608,-1.64394818097353,0.2586181640625,81.7,4.093780305124128,41.83141478655609
44.77170645,404,76.64,301,1232896,3048,,,,,,,,,,,,,
44.502848549999996,404,75.77,302,1236992,3058,5e-05,-0.0077417269349098206,0.1,-0.015218663192354143,3010,0.14012116199010052,0.00882679,0.9950460270047188,-1.6980919096618892,0.2428466796875,,,
,,,,1240000,,5e-05,0.01221142616122961,0.1,-0.015205960927414709,3020,0.1467872992507182,0.0077401786,0.9950321433134377,-1.6843360781669616,0.2315185546875,77.7,5.516242811154178,41.531869308652496
44.13905762,404,76.62,303,1241088,3069,,,,,,,,,,,,,
43.24062741000001,404,77.86,304,1245184,3079,5e-05,0.005835164338350296,0.1,-0.015603395688231103,3030,0.16987803627271206,0.009241017,0.9943578452803195,-1.7193853866308928,0.2364501953125,,,
43.61243823999999,404,77.52,305,1249280,3088,5e-05,-0.0009150169789791107,0.1,-0.017350269586313517,3040,0.135847753752023,0.008503561,0.9955686726607382,-1.7007712487131357,0.256689453125,,,
,,,,1250000,,5e-05,0.004703862592577934,0.1,-0.014930131092114607,3050,0.16349730999791062,0.009997859,0.9941568137146533,-1.6857757903635502,0.2506103515625,85.6,4.982596998116928,40.21023465825895
43.85787554999999,404,77.55,306,1253376,3099,,,,,,,,,,,,,
42.86084092000001,404,78.49,307,1257472,3109,5e-05,-0.005512602627277374,0.1,-0.016167284722905607,3060,0.14254162352299318,0.008339789,0.9949009381234646,-1.7059462506324052,0.2539794921875,,,
,,,,1260000,,5e-05,-0.008360335603356361,0.1,-0.017818536938284522,3070,0.13777026472962461,0.009660687,0.9939859723672271,-1.7310563281178475,0.252197265625,80.1,5.885332235374968,41.48402615597188
43.086949319999995,404,78.07,308,1261568,3120,,,,,,,,,,,,,
43.45959459999999,404,77.26,309,1265664,3129,5e-05,0.013208523392677307,0.1,-0.014065304676478263,3080,0.1603677714942023,0.0077072843,0.9942169045098126,-1.7072950672358274,0.2351806640625,,,
43.62511014999999,404,77.88,310,1269760,3139,5e-05,0.01746925339102745,0.1,-0.01632054387082462,3090,0.15606536293635145,0.009297106,0.9948699246160686,-1.7154500674456359,0.2738525390625,,,
,,,,1270000,,5e-05,0.0008608214557170868,0.1,-0.01595405194821069,3100,0.15836974009871482,0.00898811,0.9935701652429998,-1.7170673679560422,0.25791015625,77.4,4.104671392865265,45.799989740979
43.51671192999999,404,76.36,311,1273856,3150,,,,,,,,,,,,,
42.86624492,404,77.55,312,1277952,3159,5e-05,0.007805760949850082,0.1,-0.016106173997104633,3110,0.15905168736935593,0.009440766,0.9943154249340296,-1.6825471442192792,0.26123046875,,,
,,,,1280000,,5e-05,0.00956900417804718,0.1,-0.014550348775810563,3120,0.15737558112014086,0.008836638,0.9943704502657056,-1.6731118272989989,0.2398193359375,75.5,6.94206456509868,41.646557891580755
43.105694070000006,404,79.76,313,1282048,3170,,,,,,,,,,,,,
43.62302729,404,77.89,314,1286144,3180,5e-05,-0.018760405480861664,0.1,-0.015390993838082068,3130,0.14876571944914757,0.0093373405,0.9942822200246155,-1.7015335008502006,0.2314208984375,,,
,,,,1290000,,5e-05,0.00825485773384571,0.1,-0.014920303841063288,3140,0.15121642275480554,0.009309899,0.994016392622143,-1.6819523710757494,0.258056640625,76.8,7.298386953829233,43.4692364957604
43.05579589,404,78.15,315,1290240,3191,,,,,,,,,,,,,
43.52325637,404,78.18,316,1294336,3200,5e-05,0.0027907248586416245,0.1,-0.016613249336660373,3150,0.13150167380226777,0.007558588,0.9954146943055093,-1.6974772181361915,0.249267578125,,,
43.035139760000014,404,77.72,317,1298432,3210,5e-05,-0.006390068680047989,0.1,-0.016793690650956705,3160,0.1418150749115739,0.0076145236,0.995122610591352,-1.678020676970482,0.233203125,,,
,,,,1300000,,5e-05,-0.001961030066013336,0.1,-0.01508944692395744,3170,0.16193581939442084,0.0077440003,0.9936138861812651,-1.677097724750638,0.251513671875,73.6,4.4917707119279315,45.46885749645706
42.97856393000001,404,78.35,318,1302528,3221,,,,,,,,,,,,,
43.20726563,404,78.39,319,1306624,3230,5e-05,0.0009297933429479599,0.1,-0.015856735268607737,3180,0.12705160215846262,0.008760789,0.9959018458612263,-1.6629002161324025,0.2368408203125,,,
,,,,1310000,,5e-05,-0.006118929013609886,0.1,-0.013801182268798584,3190,0.12273320165695623,0.007511935,0.9951330134645104,-1.658664947003126,0.25478515625,79.0,4.4415718246711595,45.56026262181296
43.42856294,404,79.12,320,1310720,3241,,,,,,,,,,,,,
44.140803000000005,404,78.37,321,1314816,3251,5e-05,-0.0031223874539136887,0.1,-0.014390939718578011,3200,0.15843747392063962,0.008671016,0.9947491367347538,-1.6674926396459342,0.241552734375,,,
44.13478972,404,78.3,322,1318912,3260,5e-05,0.01795368641614914,0.1,-0.014128561811230612,3210,0.13596155119594186,0.010161671,0.9959063776768744,-1.6736359406262635,0.257763671875,,,
,,,,1320000,,5e-05,-0.009175293147563934,0.1,-0.015145534957991914,3220,0.1316798160027247,0.009750636,0.996270083123818,-1.6593126028776168,0.2583740234375,73.4,5.700811831218139,44.28177104765389
42.92101467,404,78.91,323,1323008,3271,,,,,,,,,,,,,
42.797907359999996,404,79.0,324,1327104,3281,5e-05,-0.0006329100579023361,0.1,-0.015481585470115532,3230,0.15586131601012312,0.008831929,0.9938585734926164,-1.7002985823899508,0.2652099609375,,,
,,,,1330000,,5e-05,0.011031866073608398,0.1,-0.01660533241374651,3240,0.1558434090926312,0.008062668,0.9950051312334836,-1.6882390912622214,0.2468994140625,79.1,6.280908016013125,41.94751366856971
44.042355640000004,404,78.02,325,1331200,3292,,,,,,,,,,,,,
43.931004800000004,404,77.89,326,1335296,3301,5e-05,0.002056652680039406,0.1,-0.015392376964882715,3250,0.17307405417086558,0.007524101,0.9948366316966712,-1.6779027223587035,0.20244140625,,,
44.245741319999986,404,76.8,327,1339392,3311,5e-05,0.0007338579744100571,0.1,-0.015290176210692152,3260,0.1293692156439647,0.009667289,0.9956883969716728,-1.7133553251624107,0.24619140625,,,
,,,,1340000,,5e-05,0.027636205777525902,0.1,-0.01621825344482204,3270,0.1690179449156858,0.009434327,0.9938617027364671,-1.6580363232642412,0.255126953125,78.6,7.000806184511785,43.325718524433164
43.86186344,404,77.23,328,1343488,3322,,,,,,,,,,,,,
43.10902821999999,404,78.88,329,1347584,3331,5e-05,-0.008271221071481705,0.1,-0.014859890882507897,3280,0.1477166685392149,0.009798171,0.9949134862981737,-1.6661683157086373,0.242333984375,,,
,,,,1350000,,5e-05,0.005651563405990601,0.1,-0.01610698737349594,3290,0.13446526851621457,0.010890774,0.9948965129442513,-1.654115268588066,0.2742431640625,80.9,6.079168067668949,41.30685489377983
43.36403159,404,79.33,330,1351680,3342,,,,,,,,,,,,,
43.68771610000001,404,78.19,331,1355776,3352,5e-05,0.012915004044771194,0.1,-0.013767596322577447,3300,0.14978778059012257,0.008844501,0.9957680515944958,-1.6351167123764754,0.2483642578125,,,
43.3861889,404,78.24,332,1359872,3362,5e-05,-0.0029013939201831818,0.1,-0.015025840254384092,3310,0.14943772298283875,0.008863806,0.994505284819752,-1.6681493494659663,0.2600830078125,,,
,,,,1360000,,5e-05,0.006885025650262833,0.1,-0.014280604524901718,3320,0.15590088004246355,0.0076176855,0.9941899902187288,-1.6354713257402183,0.232763671875,80.6,4.9381016252666505,40.48005947212126
43.949058199999996,404,77.9,333,1363968,3373,,,,,,,,,,,,,
44.611702130000005,404,77.62,334,1368064,3382,5e-05,0.0142450463026762,0.1,-0.014557505278207827,3330,0.15786695879651233,0.006845656,0.9954957221634686,-1.6211700942367315,0.238671875,,,
,,,,1370000,,5e-05,-0.0062745437026023865,0.1,-0.015064822466229089,3340,0.13156163857202047,0.009884784,0.9956174558028579,-1.629572407901287,0.2605224609375,79.4,3.275124705817875,42.93054772538147
43.64481436,404,78.07,335,1372160,3393,,,,,,,,,,,,,
44.232222519999986,404,77.65,336,1376256,3402,5e-05,-0.0030724871903657913,0.1,-0.014268576174436021,3350,0.1910326003911905,0.008549133,0.9924478991888463,-1.6097994264215232,0.244970703125,,,
,,,,1380000,,5e-05,0.02696879208087921,0.1,-0.014761139210168039,3360,0.15880150898592546,0.008241699,0.9951322232373059,-1.6180168535560369,0.2391357421875,70.5,5.588892185845398,41.816387468199174
45.56910303999999,404,78.15,337,1380352,3413,,,,,,,,,,,,,
44.66706568999999,404,78.92,338,1384448,3423,5e-05,0.011675484478473663,0.1,-0.01172425558033865,3370,0.12689527234761044,0.0089912135,0.9955094736069441,-1.6230600371956825,0.2576171875,,,
44.18644796999999,404,78.41,339,1388544,3432,5e-05,-0.00437510572373867,0.1,-0.015462476770335343,3380,0.14778986714081838,0.00916706,0.9951995201408863,-1.6372162442654372,0.2658447265625,,,
,,,,1390000,,5e-05,-0.0013970620930194855,0.1,-0.01565996012868709,3390,0.12628877348615788,0.010311474,0.9963848965708166,-1.6184246119111776,0.2908203125,72.7,3.95736297425098,44.69845087513998
44.23211671,404,79.45,340,1392640,3443,,,,,,,,,,,,,
44.10566097,404,79.19,341,1396736,3453,5e-05,-0.001224469393491745,0.1,-0.014066731930506648,3400,0.1437261495506391,0.010486733,0.9946560421958566,-1.6451262529939412,0.269873046875,,,
,,,,1400000,,5e-05,-0.0030393237248063087,0.1,-0.014213805166946258,3410,0.11715122657478787,0.013119796,0.9954698123037815,-1.6413828637450933,0.302099609375,75.5,6.007237420809618,45.09751711331992
44.841305639999995,404,78.51,342,1400832,3464,,,,,,,,,,,,,
45.03355397,404,77.59,343,1404928,3474,5e-05,-0.008017154410481453,0.1,-0.015788219955720707,3420,0.13580944792483934,0.008528139,0.9945077039301395,-1.6379222385585308,0.2491455078125,,,
45.457178920000004,404,76.93,344,1409024,3483,5e-05,0.009289955720305443,0.1,-0.015248365146908327,3430,0.1858972637273837,0.008561172,0.9937655101530254,-1.6544258505105973,0.2319580078125,,,
,,,,1410000,,5e-05,0.00794125720858574,0.1,-0.01460450367321755,3440,0.14043699303874746,0.0074936855,0.9959139027632773,-1.634644204005599,0.2427490234375,81.4,6.641062010827704,42.33864602534131
45.046873209999994,404,76.33,345,1413120,3494,,,,,,,,,,,,,
44.27892351,404,78.67,346,1417216,3504,5e-05,0.01242750883102417,0.1,-0.013527289420017042,3450,0.1638528347190004,0.009101648,0.9942559520713985,-1.6703562710434199,0.2612548828125,,,
,,,,1420000,,5e-05,-0.001116892322897911,0.1,-0.013665371778188273,3460,0.1477547193528153,0.008591214,0.9946559527888894,-1.6583187904208898,0.2551025390625,78.5,5.119495116087072,44.51207897593561
44.437051739999994,404,79.73,347,1421312,3515,,,,,,,,,,,,,
45.031009090000005,404,77.24,348,1425408,3524,5e-05,-0.007804449647665024,0.1,-0.01374924582996755,3470,0.1306488461967092,0.009188857,0.995652548968792,-1.650020468980074,0.250146484375,,,
43.884045570000005,404,78.21,349,1429504,3534,5e-05,-0.003357740119099617,0.1,-0.015442781016463413,3480,0.13845393772353418,0.008058092,0.9959252304397523,-1.6445259798318148,0.2415771484375,,,
,,,,1430000,,5e-05,0.0040464382618665695,0.1,-0.013654558104462922,3490,0.13268417160143145,0.010711016,0.9945095716975629,-1.6537149995565414,0.2684814453125,81.1,7.8510566655380165,40.815692037796445
45.04271573,404,78.21,350,1433600,3545,,,,,,,,,,,,,
45.33452640999999,404,76.85,351,1437696,3554,5e-05,0.005190391093492508,0.1,-0.015325473835400772,3500,0.12458549457369372,0.00997512,0.9961390539538115,-1.650812442973256,0.2900146484375,,,
,,,,1440000,,5e-05,-0.0004478413611650467,0.1,-0.015919595907325855,3510,0.11922370521933771,0.008670641,0.9955336996354163,-1.6531038973480463,0.2423095703125,81.8,5.271367243154646,43.020772172300134
44.837229740000005,404,76.94,352,1441792,3565,,,,,,,,,,,,,
45.421502219999994,404,77.52,353,1445888,3575,5e-05,0.02436038665473461,0.1,-0.013318641164369182,3520,0.13120077442144976,0.008382018,0.9956250814720988,-1.6223322745412587,0.2664794921875,,,
45.57312798,404,76.4,354,1449984,3585,5e-05,-0.013480163179337978,0.1,-0.015645389194833114,3530,0.12452324899495579,0.008976299,0.9962579128332436,-1.650121922418475,0.2508544921875,,,
,,,,1450000,,5e-05,0.0016195718199014664,0.1,-0.013948739682382439,3540,0.13542304204311223,0.0072821947,0.995698886923492,-1.648092157393694,0.24453125,81.0,8.048376731449986,38.54921981610098
45.270112609999984,404,77.65,355,1454080,3595,,,,,,,,,,,,,
45.06529040999999,404,78.38,356,1458176,3605,5e-05,-0.003650132566690445,0.1,-0.014523732125962852,3550,0.13831806812086142,0.0095196115,0.9957558610476553,-1.6526400923728943,0.2558349609375,,,
,,,,1460000,,5e-05,0.0035152994096279144,0.1,-0.016674774752391385,3560,0.12807160093798303,0.009076156,0.995989765971899,-1.6516494020819663,0.244921875,79.8,6.711553451807598,41.83372119182026
44.864346600000005,404,79.16,357,1462272,3616,,,,,,,,,,,,,
44.08547768999999,404,79.63,358,1466368,3626,5e-05,0.00922715850174427,0.1,-0.014594609310734086,3570,0.11449255978222936,0.008181328,0.9964472805149853,-1.6579748813062907,0.255078125,,,
,,,,1470000,,5e-05,0.011852636933326721,0.1,-0.014641287232007017,3580,0.15325119394692593,0.009572306,0.9921174691990018,-1.666267592459917,0.261767578125,82.7,7.199487138735001,39.8998255084908
44.053920100000006,404,78.21,359,1470464,3637,,,,,,,,,,,,,
43.99473003,404,77.36,360,1474560,3646,5e-05,-0.006546078249812126,0.1,-0.014857188661699184,3590,0.12513222098932603,0.011404689,0.9960797498933971,-1.655078262463212,0.28408203125,,,
43.80440400999999,404,78.75,361,1478656,3656,5e-05,0.000832604244351387,0.1,-0.015373256149177904,3600,0.14306583428988234,0.010217695,0.9941425719298422,-1.6619726274162532,0.274267578125,,,
,,,,1480000,,5e-05,0.0067792367190122604,0.1,-0.016124562329787297,3610,0.15031826039776205,0.009159072,0.9952823319472373,-1.6712057627737522,0.277294921875,77.6,9.125576993971066,42.069726218526654
44.44687718,404,78.66,362,1482752,3667,,,,,,,,,,,,,
44.57145845999999,404,77.46,363,1486848,3676,5e-05,0.012374084442853928,0.1,-0.014761076600552769,3620,0.15704881537239998,0.0075374204,0.9950146968476474,-1.6678008027374744,0.2607421875,,,
,,,,1490000,,5e-05,-0.0036071892827749252,0.1,-0.014873392935260198,3630,0.1576992799411528,0.00862748,0.9948428440839052,-1.6619126219302416,0.2652587890625,77.7,5.4221510735583704,41.13742536697194
45.43836932999999,404,77.14,364,1490944,3687,,,,,,,,,,,,,
45.60225568,404,77.14,365,1495040,3697,5e-05,0.015971606597304344,0.1,-0.014694612144376151,3640,0.14248935473733582,0.010181826,0.9953539241105318,-1.6471629537642003,0.2690673828125,,,
45.46775066,404,77.6,366,1499136,3706,5e-05,-0.010325703769922256,0.1,-0.015543711942154915,3650,0.11448831525049172,0.009983441,0.9960548314265907,-1.648736910521984,0.283984375,,,
,,,,1500000,,5e-05,-0.0053242165595293045,0.1,-0.014282000617822633,3660,0.15848830946488307,0.009828715,0.9948215186595917,-1.6398548409342766,0.2611083984375,78.2,4.766499310255387,44.016510721558525
45.279460730000004,404,77.74,367,1503232,3717,,,,,,,,,,,,,
45.481126409999995,404,78.09,368,1507328,3727,5e-05,-0.00532139465212822,0.1,-0.015882433411024976,3670,0.10019378917641006,0.009180479,0.9965698043815792,-1.6457502484321593,0.283251953125,,,
,,,,1510000,,5e-05,0.01468910463154316,0.1,-0.014029604736424516,3680,0.15953929353854618,0.009847307,0.9951691399328411,-1.6254846308380366,0.2613037109375,79.1,7.143058011040162,41.24119838486046
45.2289883,404,77.53,369,1511424,3738,,,,,,,,,,,,,
43.55898084999999,404,78.74,370,1515520,3747,5e-05,-0.005363389849662781,0.1,-0.01694591113337083,3690,0.12680161363095976,0.010216415,0.9954134258441627,-1.6480979841202497,0.2854248046875,,,
43.933655900000005,404,78.51,371,1519616,3757,5e-05,-0.011770679615437984,0.1,-0.0137378946019453,3700,0.17773165969992988,0.00995817,0.9925037706270814,-1.6769643638283014,0.2692138671875,,,
,,,,1520000,,5e-05,-0.007183791138231754,0.1,-0.014116394773009234,3710,0.1388370897155255,0.009048856,0.995462492108345,-1.6486047774553299,0.260302734375,74.0,4.419095153202107,42.67033199811816
45.17497774,404,77.39,372,1523712,3768,,,,,,,,,,,,,
44.355808849999995,404,78.03,373,1527808,3777,5e-05,0.018820226192474365,0.1,-0.016517410260712496,3720,0.14063573699677362,0.009305759,0.9957005954347551,-1.6340724296867848,0.2727783203125,,,
,,,,1530000,,5e-05,-0.005437392741441727,0.1,-0.013992194844468031,3730,0.12407374128233642,0.01159039,0.9951826096512377,-1.6514308258891106,0.273876953125,73.2,4.836654971786189,45.190162340239574
43.67692987,404,79.7,374,1531904,3788,,,,,,,,,,,,,
44.22629332,404,79.85,375,1536000,3798,5e-05,-0.009848318994045258,0.1,-0.014552407880546524,3740,0.13004291974939405,0.009016278,0.9951250059530139,-1.653493345528841,0.2548095703125,,,
,,,,1540000,,5e-05,0.0011615529656410217,0.1,-0.014551300378661836,3750,0.13988067584577948,0.008806098,0.9952771021053195,-1.610485829040408,0.2380126953125,75.9,4.330639187544634,45.43353263719366
44.605446359999995,404,79.0,376,1540096,3809,,,,,,,,,,,,,
44.65369107000001,404,77.12,377,1544192,3818,5e-05,-0.009250245988368988,0.1,-0.016270996054663554,3760,0.10659392109955661,0.011580998,0.9957833150401711,-1.6559839349240064,0.2802978515625,,,
45.90415979,404,76.06,378,1548288,3828,5e-05,0.011272970587015152,0.1,-0.012728245757170954,3770,0.13171402175794356,0.010226142,0.9961935766041279,-1.6231622736901046,0.2678955078125,,,
,,,,1550000,,5e-05,0.0006961207836866379,0.1,-0.014610735632595606,3780,0.1259846658096649,0.009639404,0.9962346029933542,-1.6373946838080884,0.2736328125,81.3,3.385298148423614,42.34856039001537
44.839623249999995,404,77.71,379,1552384,3839,,,,,,,,,,,,,
44.845084809999996,404,78.41,380,1556480,3848,5e-05,-0.003329690545797348,0.1,-0.015779295665561223,3790,0.15426473905099555,0.0093935095,0.995251071639359,-1.6372347865253687,0.2661376953125,,,
