time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/clip_fraction,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/loss,train/learning_rate,train/entropy_loss,train/clip_range,eval/mean_reward,eval/mean_ep_length,eval/std_reward
269,996,550912,57.50028442000001,37.02,552,,,,,,,,,,,,,
270,1000,552960,56.990377679999995,37.14,552,0.198388671875,0.9279574379324913,0.873308711964637,0.03314158,2690,-0.03954043118574191,0.18040314316749573,5e-05,-0.7970532719045877,0.2,,,
271,1004,555008,56.79704356,36.63,552,0.17333984375,0.8409997224807739,1.6025936753489076,0.034001283,2700,-0.03441516888706246,0.16958338022232056,5e-05,-0.8026934584602714,0.2,,,
272,1007,557056,56.94501867999998,37.35,552,0.17119140625,0.8601055294275284,1.3272468582261354,0.033325646,2710,-0.03846221729072567,0.20141205191612244,5e-05,-0.7799251396209002,0.2,,,
273,1011,559104,56.67482707999999,38.25,552,0.17978515625,0.8858903869986534,1.5085560305044055,0.03449191,2720,-0.036050106018956286,0.20297299325466156,5e-05,-0.7857021909207106,0.2,,,
,,560000,,,,0.23525390625,0.9115405604243279,0.9563348467461765,0.04253706,2730,-0.037128973394283095,0.16683508455753326,5e-05,-0.788933327421546,0.2,57.8634324009324,37.8,3.4224575359358345
274,1015,561152,56.874179399999996,38.37,552,,,,,,,,,,,,,
275,1018,563200,57.74402594,37.14,552,0.169677734375,0.8870857730507851,1.2354655105620622,0.043368176,2740,-0.03635811044659931,0.09629698097705841,5e-05,-0.8012648750096559,0.2,,,
276,1021,565248,57.34989461999999,37.74,553,0.198779296875,0.933010533452034,0.9313481168821454,0.040753946,2750,-0.03647526963759447,0.0744202509522438,5e-05,-0.7722065409645438,0.2,,,
277,1025,567296,56.89767833,37.26,553,0.193896484375,0.8897687271237373,1.1326321637257935,0.035173878,2760,-0.03783150556846522,0.17074674367904663,5e-05,-0.7988910332322121,0.2,,,
278,1028,569344,56.70734829,37.02,553,0.17548828125,0.8822974786162376,1.1403776496648788,0.032512367,2770,-0.034440441931656095,0.14078590273857117,5e-05,-0.7658809993416071,0.2,,,
,,570000,,,,0.18134765625,0.8798999711871147,1.5651127832010387,0.036302414,2780,-0.03784316502278671,0.20567861199378967,5e-05,-0.7549289587885142,0.2,58.73049034299034,40.2,2.9775665655152803
279,1032,571392,57.500291020000006,37.92,553,,,,,,,,,,,,,
280,1035,573440,56.387990179999996,37.83,553,0.213232421875,0.9265132397413254,0.7403883054386824,0.057980914,2790,-0.04188701919920277,0.06790537387132645,5e-05,-0.7490243190899492,0.2,,,
281,1039,575488,56.67430539000001,38.1,553,0.192822265625,0.8808281421661377,1.188609883468598,0.038262114,2800,-0.038364032936806326,0.12135375291109085,5e-05,-0.762484816275537,0.2,,,
282,1042,577536,57.24480608999999,38.22,553,0.214599609375,0.9402165971696377,0.8140731297433377,0.04154912,2810,-0.04096173019061098,0.07644548267126083,5e-05,-0.7708316801115871,0.2,,,
283,1046,579584,56.51428519999999,37.8,553,0.20625,0.8963275700807571,1.022065853094682,0.042972073,2820,-0.03614146343898028,0.10205961018800735,5e-05,-0.7712661195546389,0.2,,,
,,580000,,,,0.189794921875,0.917487695813179,0.9711752837989479,0.037027217,2830,-0.03227408368838951,0.17269949615001678,5e-05,-0.7412290818989277,0.2,58.446075452325445,36.9,4.0308718368443515
284,1050,581632,57.06635459,37.29,553,,,,,,,,,,,,,
285,1053,583680,57.43908006000001,37.11,554,0.189453125,0.8790887594223022,1.1913890172727406,0.037081443,2840,-0.035515576595207675,0.29424190521240234,5e-05,-0.7454121436923742,0.2,,,
286,1056,585728,57.78616341999999,37.8,554,0.181640625,0.9085050225257874,1.0865417098626495,0.042523958,2850,-0.038877692040114195,0.20830099284648895,5e-05,-0.7537434907630086,0.2,,,
287,1060,587776,58.21927562,36.75,554,0.21572265625,0.9017559885978699,1.0271880780812352,0.039290152,2860,-0.03143909452774096,0.08595017343759537,5e-05,-0.7581165289506316,0.2,,,
288,1063,589824,57.789080590000005,37.23,554,0.173974609375,0.9221214652061462,0.864662021631375,0.037731763,2870,-0.037064471645862795,0.10612354427576065,5e-05,-0.7310777990147471,0.2,,,
,,590000,,,,0.1970703125,0.923362672328949,0.9266022641211749,0.041396044,2880,-0.03656039161651279,0.1342923641204834,5e-05,-0.759562842361629,0.2,57.92599067599067,36.6,4.439566986191149
289,1067,591872,57.304684909999985,37.17,554,,,,,,,,,,,,,
290,1071,593920,57.62637771000001,37.53,554,0.19833984375,0.8991491720080376,1.078644185140729,0.036393836,2890,-0.03769811426172964,0.12674671411514282,5e-05,-0.7593106074258685,0.2,,,
291,1074,595968,57.77664133000001,37.68,554,0.199853515625,0.9434926174581051,0.672048456594348,0.040499114,2900,-0.0381412060232833,0.029305942356586456,5e-05,-0.7406884977594018,0.2,,,
292,1077,598016,57.447450280000005,37.35,554,0.2044921875,0.9330592676997185,0.7870584787335246,0.0475865,2910,-0.03705117640056414,0.09669144451618195,5e-05,-0.7340959165245294,0.2,,,
,,600000,,,,0.20107421875,0.9308757036924362,0.6919061334338039,0.04088329,2920,-0.037549076153663916,0.03260451555252075,5e-05,-0.7459927897900342,0.2,60.02422542735043,38.4,1.5960231913388772
293,1081,600064,58.05316273000001,38.01,554,,,,,,,,,,,,,
294,1085,602112,57.64648432,38.28,554,0.202294921875,0.944873858243227,0.6972479749936611,0.039339766,2930,-0.0370326815493172,0.042681291699409485,5e-05,-0.7612616222351789,0.2,,,
295,1088,604160,57.061209749999996,36.9,554,0.19580078125,0.9227658435702324,0.9335950511042028,0.03916128,2940,-0.037198395546874964,0.10417398810386658,5e-05,-0.7769631771370769,0.2,,,
296,1092,606208,57.298621510000004,37.74,554,0.1943359375,0.9218574613332748,0.9455258682835848,0.033390086,2950,-0.03838637161534279,0.08469567447900772,5e-05,-0.7700531968846918,0.2,,,
297,1095,608256,57.57500921,38.61,555,0.19814453125,0.9292876273393631,1.0059372074902058,0.032155134,2960,-0.038418773049488666,0.09772346913814545,5e-05,-0.764109673164785,0.2,,,
,,610000,,,,0.18876953125,0.9058958739042282,1.0146376141812652,0.044626404,2970,-0.03979746419354342,0.13686500489711761,5e-05,-0.7558184742927552,0.2,58.66781898656899,34.2,3.4571601886371788
298,1099,610304,57.399859930000005,37.68,555,,,,,,,,,,,,,
299,1102,612352,56.6378546,37.56,555,0.203173828125,0.8832074999809265,1.0427237371448428,0.038362373,2980,-0.04169188196101459,0.07208001613616943,5e-05,-0.7608618311583996,0.2,,,
300,1106,614400,57.19222024,37.86,555,0.18212890625,0.8823614045977592,1.3649971343576908,0.031501617,2990,-0.03222032466874225,0.2419239729642868,5e-05,-0.7267832823097706,0.2,,,
301,1109,616448,57.27304338,38.88,555,0.2087890625,0.9368178322911263,0.7937676671892404,0.042305708,3000,-0.038090900636598236,0.128819078207016,5e-05,-0.7496903380379081,0.2,,,
302,1113,618496,56.93273459000001,38.94,555,0.215771484375,0.9244051724672318,1.001798203168437,0.042156745,3010,-0.04217805015650811,0.135848730802536,5e-05,-0.7722149083390832,0.2,,,
,,620000,,,,0.1984375,0.9258931577205658,0.8850122401025147,0.047858752,3020,-0.03438711541530211,0.10353507101535797,5e-05,-0.742460847273469,0.2,59.6357683982684,36.3,4.482825001675046
303,1117,620544,57.15766657,38.01,555,,,,,,,,,,,,,
304,1120,622592,57.13317175,37.74,555,0.180419921875,0.9014011174440384,1.2146763342432678,0.04091325,3030,-0.03836001706076786,0.1505224108695984,5e-05,-0.7452172555029393,0.2,,,
305,1124,624640,57.13026557999999,38.73,555,0.187353515625,0.8686223179101944,1.4668304031714796,0.033112414,3040,-0.03470884682610631,0.2520105540752411,5e-05,-0.7501647789031267,0.2,,,
306,1127,626688,57.34374252,37.71,555,0.210888671875,0.9205607250332832,0.7793868973385543,0.046141773,3050,-0.04300604635936907,0.050399020314216614,5e-05,-0.7597926003858447,0.2,,,
307,1131,628736,56.701021010000005,37.74,555,0.190234375,0.889674536883831,0.985947611136362,0.04248123,3060,-0.036847747080901175,0.13938026130199432,5e-05,-0.7503216279670596,0.2,,,
,,630000,,,,0.192724609375,0.8873935490846634,1.2909418273251503,0.03806953,3070,-0.041092107981967274,0.06912919878959656,5e-05,-0.7633407460525632,0.2,58.90812055591467,41.1,3.0216893266911775
308,1135,630784,56.977056979999986,38.04,555,,,,,,,,,,,,,
309,1138,632832,58.02861299,37.95,555,0.20439453125,0.9338497146964073,0.704959918698296,0.04350487,3080,-0.03731695832684636,0.15360470116138458,5e-05,-0.7328052235767245,0.2,,,
310,1141,634880,58.13172113999999,38.01,555,0.216064453125,0.945247009396553,0.7508971546776593,0.047846988,3090,-0.03622207686130423,0.04018859565258026,5e-05,-0.7174657126888633,0.2,,,
311,1145,636928,58.40187591,39.09,556,0.201513671875,0.9350071102380753,0.8831796604208648,0.03826239,3100,-0.0344860286815674,0.2136492282152176,5e-05,-0.7464396540075541,0.2,,,
312,1148,638976,58.151701900000006,38.55,556,0.22666015625,0.9489310309290886,0.6674990394618362,0.04946833,3110,-0.03990388466190779,0.07302317023277283,5e-05,-0.7352882923558355,0.2,,,
,,640000,,,,0.19404296875,0.9029358327388763,1.0886727411299943,0.044668995,3120,-0.03549240492284298,0.14562956988811493,5e-05,-0.7042671903967858,0.2,57.52243993751347,39.3,3.2629455334099315
313,1152,641024,58.06319808999999,37.41,556,,,,,,,,,,,,,
314,1156,643072,58.08737238999999,37.53,556,0.19970703125,0.9404929094016552,0.6912386356852949,0.042296924,3130,-0.0382530214934377,0.042956434190273285,5e-05,-0.7205631125718355,0.2,,,
315,1159,645120,57.668126949999994,37.08,556,0.206298828125,0.9249940365552902,0.8137898373417556,0.044444334,3140,-0.04257892018067651,0.09970788657665253,5e-05,-0.7035049762576818,0.2,,,
316,1162,647168,57.66700316000001,36.87,556,0.196484375,0.9281159192323685,0.7259099062066525,0.039568223,3150,-0.038173098264087456,0.1164504662156105,5e-05,-0.7033871280029416,0.2,,,
317,1166,649216,58.00939803,38.04,556,0.19638671875,0.9180087149143219,0.9259999194648116,0.041329302,3160,-0.03803796289430465,0.14696553349494934,5e-05,-0.7236750334501266,0.2,,,
,,650000,,,,0.21875,0.9430276155471802,0.7978650408331305,0.050302662,3170,-0.04108883276057895,0.15479758381843567,5e-05,-0.7237688476219774,0.2,57.56182047119546,37.8,3.223568857648861
318,1170,651264,58.11692451,37.77,556,,,,,,,,,,,,,
319,1173,653312,57.390068629999995,37.8,556,0.21484375,0.9242264628410339,0.7973263021092862,0.04550808,3180,-0.038683790824143215,0.10687144845724106,5e-05,-0.7467697003856302,0.2,,,
320,1177,655360,56.80430444,38.79,556,0.20791015625,0.9228034615516663,0.8328740226104856,0.047403324,3190,-0.04291859784425469,0.07318712770938873,5e-05,-0.7531101791188121,0.2,,,
321,1180,657408,57.41846012,38.34,556,0.188623046875,0.894854411482811,1.1822074052877725,0.042931817,3200,-0.038247328459692656,0.18593668937683105,5e-05,-0.7614829646423459,0.2,,,
322,1184,659456,58.07862347,38.55,556,0.209130859375,0.9157157614827156,1.100596026983112,0.042974338,3210,-0.037094696002895944,0.23117926716804504,5e-05,-0.7259417425841093,0.2,,,
,,660000,,,,0.19169921875,0.9247175082564354,0.8694049156270921,0.037280977,3220,-0.03801860666717403,0.07214285433292389,5e-05,-0.7475988615304232,0.2,60.15478896103896,38.4,2.835761811537752
323,1188,661504,58.54326135000001,37.77,556,,,,,,,,,,,,,
324,1191,663552,58.008766259999994,38.13,556,0.203466796875,0.9298688992857933,0.8962773418985307,0.038680542,3230,-0.03541633544227807,0.14724475145339966,5e-05,-0.7252997070550918,0.2,,,
325,1194,665600,57.855645749999994,38.79,557,0.196240234375,0.9213140308856964,0.9025128762703389,0.04492461,3240,-0.03744636720512062,0.1009911373257637,5e-05,-0.7179162848740817,0.2,,,
326,1198,667648,57.83578549,37.71,557,0.19306640625,0.9232983514666557,0.8576136440970004,0.043348834,3250,-0.037469832290662454,0.043203286826610565,5e-05,-0.7329754495993257,0.2,,,
327,1201,669696,57.50142518,36.96,557,0.191748046875,0.894361637532711,1.051860488578677,0.042907566,3260,-0.037913184710487255,0.11375909298658371,5e-05,-0.7040944498032331,0.2,,,
,,670000,,,,0.1671875,0.8775611445307732,1.303306473698467,0.032128748,3270,-0.03161850516917184,0.13435719907283783,5e-05,-0.7008999742567539,0.2,59.62818391779789,41.1,2.4707121318663736
328,1205,671744,57.498948479999996,37.77,557,,,,,,,,,,,,,
329,1209,673792,57.29836504,37.35,557,0.21640625,0.9337287619709969,0.8171881895978004,0.044930857,3280,-0.04105773069895804,0.053402937948703766,5e-05,-0.7284925797954201,0.2,,,
330,1212,675840,57.363907340000004,37.26,557,0.18974609375,0.8751649484038353,1.2904334380291402,0.040663805,3290,-0.03319172240153421,0.1288810670375824,5e-05,-0.6968142159283162,0.2,,,
331,1216,677888,58.11050329,37.89,557,0.207470703125,0.8812732473015785,1.1290013352874666,0.039909188,3300,-0.03663004096597433,0.08254317939281464,5e-05,-0.737013397552073,0.2,,,
332,1219,679936,57.622581339999996,36.99,557,0.222412109375,0.9131162017583847,0.9482029540929944,0.04484172,3310,-0.03799551923875697,0.11010847985744476,5e-05,-0.7270018300041556,0.2,,,
,,680000,,,,0.200439453125,0.8973829075694084,1.1716925635002553,0.045468505,3320,-0.038565923442365604,0.13248856365680695,5e-05,-0.7182198526337743,0.2,57.92816905316905,35.4,4.194414567615885
333,1223,681984,57.46660329,37.44,557,,,,,,,,,,,,,
334,1226,684032,56.99417033,38.85,557,0.221435546875,0.922443188726902,0.775988313741982,0.0467521,3330,-0.041343867688556205,0.0868724063038826,5e-05,-0.7494026562198997,0.2,,,
335,1230,686080,57.52376338999999,38.16,557,0.198876953125,0.8906800374388695,1.3207290285266935,0.038520798,3340,-0.03617319987824885,0.12561887502670288,5e-05,-0.7437325565144419,0.2,,,
336,1233,688128,58.282677670000005,38.19,557,0.22900390625,0.9188070893287659,0.9062859036494046,0.045904703,3350,-0.04323221855884185,0.19643768668174744,5e-05,-0.7344717716798186,0.2,,,
,,690000,,,,0.213232421875,0.9068574085831642,0.9013343558646738,0.047485664,3360,-0.03926645820320118,0.1161235123872757,5e-05,-0.7239815110340715,0.2,59.92923916361417,41.7,1.2028393324799602
337,1237,690176,58.28961319,39.12,557,,,,,,,,,,,,,
338,1240,692224,57.72919887,39.72,557,0.207666015625,0.9312017858028412,0.9471624153200537,0.054846793,3370,-0.04023058045568177,0.06598959118127823,5e-05,-0.7392618741840125,0.2,,,
339,1244,694272,57.80800154999999,37.59,557,0.22001953125,0.9293355941772461,0.7464400864206254,0.04160076,3380,-0.04016662793146679,0.06831337511539459,5e-05,-0.7251846110448241,0.2,,,
340,1247,696320,58.3742874,36.9,558,0.200390625,0.9140064492821693,0.9287165318150074,0.04862593,3390,-0.032153375203779436,0.11976169049739838,5e-05,-0.6937681917101145,0.2,,,
341,1251,698368,58.47887635999999,36.39,558,0.214111328125,0.9308559969067574,0.707718811603263,0.04514111,3400,-0.04214333951094886,0.08525070548057556,5e-05,-0.7070108491927385,0.2,,,
,,700000,,,,0.19130859375,0.8988412469625473,1.0439322965685278,0.036523808,3410,-0.03549753349798266,0.09463612735271454,5e-05,-0.6757823957130313,0.2,59.74531822344322,37.8,3.145191366845621
342,1254,700416,57.57265902,36.72,558,,,,,,,,,,,,,
343,1258,702464,56.842758480000015,37.71,558,0.18349609375,0.91697858273983,1.0044693798758089,0.04113463,3420,-0.03620542729913723,0.08883940428495407,5e-05,-0.6936154028400778,0.2,,,
344,1261,704512,57.21160373000001,37.08,558,0.182275390625,0.8540073782205582,1.5220644395798444,0.034697406,3430,-0.03651285408559488,0.2926296591758728,5e-05,-0.7042030252516269,0.2,,,
345,1265,706560,58.0118353,37.53,558,0.193212890625,0.895427517592907,1.1836991985794156,0.040560555,3440,-0.032117428242054304,0.07803046703338623,5e-05,-0.6912009533494711,0.2,,,
346,1268,708608,58.15951338,37.23,558,0.189404296875,0.889166809618473,1.3691999070346355,0.04224533,3450,-0.03636291446746327,0.34646713733673096,5e-05,-0.6856780724599958,0.2,,,
,,710000,,,,0.20205078125,0.9274459481239319,0.848090535774827,0.040635236,3460,-0.03536431208922295,0.07369521260261536,5e-05,-0.6943971946835518,0.2,59.247806013431024,39.9,2.547940077428514
347,1272,710656,58.24701767,36.33,558,,,,,,,,,,,,,
348,1275,712704,58.06769832999999,37.26,558,0.213720703125,0.9181744605302811,0.9745126233436168,0.042594716,3470,-0.039452371977677106,0.20475158095359802,5e-05,-0.6920516420155763,0.2,,,
349,1279,714752,57.96866631000001,38.73,558,0.207958984375,0.9170099571347237,1.0155812935903668,0.04255691,3480,-0.03922415761044249,0.13602888584136963,5e-05,-0.7199967293068766,0.2,,,
350,1282,716800,58.590070989999994,39.03,558,0.207763671875,0.9336892291903496,0.801048344746232,0.04799579,3490,-0.037236576894065364,0.08868610858917236,5e-05,-0.6897604007273912,0.2,,,
351,1286,718848,58.75233243000002,38.76,558,0.208203125,0.9406486600637436,0.7963166159577668,0.04693239,3500,-0.03955090845265659,0.08439117670059204,5e-05,-0.6778921477496624,0.2,,,
,,720000,,,,0.218212890625,0.9445252008736134,0.7771888977847994,0.052009765,3510,-0.03844204091001302,0.11665436625480652,5e-05,-0.6915996486321092,0.2,58.75790239172593,37.5,3.386518097621573
352,1289,720896,57.36041344,37.71,558,,,,,,,,,,,,,
353,1293,722944,57.27081988999999,37.8,558,0.190478515625,0.8487342000007629,1.5511152924969793,0.037252843,3520,-0.03552217916585505,0.21338677406311035,5e-05,-0.6987742284312844,0.2,,,
354,1296,724992,57.84028727999999,37.38,559,0.219140625,0.918593518435955,1.0993740756064654,0.05583134,3530,-0.04098189891228685,0.04533173143863678,5e-05,-0.7120673736557365,0.2,,,
355,1300,727040,57.94427193999999,37.23,559,0.198583984375,0.9053230136632919,1.1850940487347543,0.04412891,3540,-0.03611056027002633,0.16279682517051697,5e-05,-0.6977889994159341,0.2,,,
356,1303,729088,58.03422867000001,37.86,559,0.197607421875,0.9136461243033409,1.1020032228901981,0.040095072,3550,-0.03697241094778292,0.05362749844789505,5e-05,-0.6789130927994848,0.2,,,
,,730000,,,,0.2005859375,0.9242240786552429,1.0741339889355004,0.045076277,3560,-0.040080859189038164,0.10784701257944107,5e-05,-0.6975929034873843,0.2,60.950520833333336,37.2,2.7098502588145617
357,1307,731136,58.341429989999995,37.89,559,,,,,,,,,,,,,
358,1310,733184,57.90802282999999,38.67,559,0.21025390625,0.93332239985466,0.8060425547417254,0.050573993,3570,-0.038496560823114125,0.10495263338088989,5e-05,-0.6921548007056118,0.2,,,
359,1314,735232,58.12348512000001,37.98,559,0.206298828125,0.9236007034778595,0.9012335488107055,0.04011886,3580,-0.04367118394002319,0.11063376069068909,5e-05,-0.7125982945784927,0.2,,,
360,1317,737280,59.03663756,36.66,559,0.21669921875,0.9287019073963165,0.7103980840183794,0.049203143,3590,-0.03732064732466824,0.05340678244829178,5e-05,-0.6868830000981688,0.2,,,
361,1321,739328,58.73558604,36.48,559,0.208349609375,0.9290929734706879,0.7994922528974712,0.041144237,3600,-0.03449759303912288,0.1249290406703949,5e-05,-0.672852853871882,0.2,,,
,,740000,,,,0.176513671875,0.8786154985427856,1.1462061253841966,0.036057565,3610,-0.032794667666894387,0.08610372990369797,5e-05,-0.6700351415202022,0.2,59.97628968253969,37.2,4.511855124646689
362,1325,741376,58.154390920000026,37.65,559,,,,,,,,,,,,,
363,1328,743424,57.573166499999985,37.5,559,0.209521484375,0.9066239148378372,1.0596791714429856,0.05153443,3620,-0.0367650953514385,0.20232531428337097,5e-05,-0.6660897267982364,0.2,,,
364,1331,745472,56.94397209000002,37.26,559,0.2033203125,0.8829711452126503,1.4336382307112217,0.04165002,3630,-0.0389484246756183,0.2852233946323395,5e-05,-0.6962502367794514,0.2,,,
365,1335,747520,57.67696365,37.65,559,0.1875,0.8724400401115417,1.469086425099522,0.046099655,3640,-0.03462700861709891,0.12669751048088074,5e-05,-0.6691156165674329,0.2,,,
366,1338,749568,58.356664630000004,37.53,559,0.210986328125,0.9231288209557533,0.9861179710365832,0.04985851,3650,-0.0358899259386817,0.0910327285528183,5e-05,-0.6671093083918095,0.2,,,
,,750000,,,,0.218212890625,0.92230124771595,0.915166041161865,0.06594585,3660,-0.03443683906516526,0.08422940224409103,5e-05,-0.6738237988203764,0.2,58.658615710270126,39.9,3.3247668106186787
367,1342,751616,58.76915131,36.24,559,,,,,,,,,,,,,
368,1346,753664,58.637619410000006,36.96,559,0.225634765625,0.9269127696752548,0.7405392520129681,0.053208478,3670,-0.04054727959446609,0.03500725328922272,5e-05,-0.6643417751416564,0.2,,,
369,1349,755712,57.845466890000004,38.1,560,0.20068359375,0.9348172098398209,0.8459460483398289,0.047633782,3680,-0.03921273595915409,0.08889053761959076,5e-05,-0.6627593083307147,0.2,,,
370,1352,757760,58.02544292,38.19,560,0.20908203125,0.9199872091412544,0.9065614268649369,0.047614302,3690,-0.0399415174339083,0.12626980245113373,5e-05,-0.6880185108631849,0.2,,,
371,1356,759808,57.40218419,37.35,560,0.222119140625,0.933888740837574,0.7726789434440434,0.05234409,3700,-0.04157593355193967,0.094628244638443,5e-05,-0.669710573554039,0.2,,,
,,760000,,,,0.2087890625,0.8722182810306549,1.0909927943255753,0.04971745,3710,-0.03759799550898606,0.16167645156383514,5e-05,-0.6751095285639167,0.2,59.22396561771562,33.9,4.08041594137381
372,1360,761856,57.55865852,37.2,560,,,,,,,,,,,,,
373,1363,763904,57.335731589999995,38.1,560,0.190771484375,0.9083908274769783,1.147994696907699,0.03499071,3720,-0.03696317818830721,0.20028343796730042,5e-05,-0.6546450674533844,0.2,,,
374,1367,765952,57.78479093000001,38.25,560,0.169140625,0.8294685631990433,2.128921618219465,0.03214728,3730,-0.028035713184362977,0.4642820656299591,5e-05,-0.6554137466475367,0.2,,,
375,1370,768000,58.37263109999999,37.35,560,0.20625,0.9061790257692337,1.0134319144766777,0.054266334,3740,-0.03387705270433798,0.06077326834201813,5e-05,-0.6611991934478283,0.2,,,
,,770000,,,,0.198193359375,0.9002796933054924,1.1090017622336745,0.038948305,3750,-0.03424619455181528,0.11464044451713562,5e-05,-0.6280583653599023,0.2,58.50666573010322,39.0,4.908015687404755
376,1374,770048,57.765617299999995,37.26,560,,,,,,,,,,,,,
377,1377,772096,58.038505640000004,38.1,560,0.206982421875,0.9190508723258972,0.9902376480400562,0.050174154,3760,-0.038601403385109735,0.17737022042274475,5e-05,-0.6253901403397322,0.2,,,
378,1381,774144,58.55380750000001,38.16,560,0.213623046875,0.9171547070145607,0.9956770021934063,0.051668428,3770,-0.03622095253085718,0.12426798790693283,5e-05,-0.6656116710975766,0.2,,,
379,1384,776192,58.11457535999999,36.48,560,0.2427734375,0.9406306892633438,0.6474648877512663,0.0649991,3780,-0.03967683671507984,0.11869214475154877,5e-05,-0.6553234605118632,0.2,,,
380,1387,778240,57.608525629999995,36.33,560,0.1919921875,0.8860284835100174,1.561886714026332,0.034764368,3790,-0.03614632759999949,0.3628605306148529,5e-05,-0.6678611885756254,0.2,,,
,,780000,,,,0.186767578125,0.9009602814912796,1.0733472865074873,0.04794912,3800,-0.03652620531793218,0.1484421342611313,5e-05,-0.6720991035923362,0.2,59.28103146853147,36.3,5.407366921291629
381,1391,780288,57.987959499999995,36.87,560,,,,,,,,,,,,,
382,1395,782336,58.28659017999999,37.71,560,0.210400390625,0.9261384159326553,0.9335623250342906,0.045443326,3810,-0.04003669469821034,0.09663329273462296,5e-05,-0.6521703700535,0.2,,,
383,1398,784384,57.60164225,38.19,560,0.206982421875,0.9202387630939484,1.1338368942029775,0.05148019,3820,-0.03871182510338258,0.2058655321598053,5e-05,-0.678052038140595,0.2,,,
384,1402,786432,57.909895639999995,38.64,560,0.21650390625,0.925863079726696,1.0073273761197925,0.046225768,3830,-0.04184224767668639,0.05656593292951584,5e-05,-0.6627664813771844,0.2,,,
385,1405,788480,58.8137639,37.83,561,0.20078125,0.9203710481524467,1.1765141826123,0.043293707,3840,-0.03860659400816076,0.1326606720685959,5e-05,-0.6327095396816731,0.2,,,
,,790000,,,,0.21875,0.9198359027504921,0.8902324984315783,0.045931533,3850,-0.03765035910328152,0.052482977509498596,5e-05,-0.6331484504044056,0.2,59.758453525641016,39.3,3.171435177548245
386,1409,790528,58.97582813,36.54,560,,,,,,,,,,,,,
387,1412,792576,58.46210440000001,37.2,561,0.220849609375,0.9361193180084229,0.699652268504724,0.055798344,3860,-0.036045872073736974,0.059429340064525604,5e-05,-0.6443360740318894,0.2,,,
388,1416,794624,58.751507319999995,37.65,561,0.22724609375,0.9370402246713638,0.7167847153265029,0.052535474,3870,-0.03802230701548979,0.1054382249712944,5e-05,-0.6531799580901861,0.2,,,
389,1419,796672,58.43034258000001,38.07,561,0.2171875,0.936250776052475,0.7773785153403878,0.051354166,3880,-0.03880287474603392,0.11622976511716843,5e-05,-0.6499965388327837,0.2,,,
390,1423,798720,57.97553241000001,37.14,561,0.222607421875,0.9200126975774765,0.924269855581224,0.05368621,3890,-0.042686186151695435,0.07698079943656921,5e-05,-0.650158591195941,0.2,,,
,,800000,,,,0.197802734375,0.9203815683722496,0.9767462599556893,0.043269694,3900,-0.03863101705064764,0.14454945921897888,5e-05,-0.6490790048614145,0.2,60.20885780885781,36.6,2.7729724898939434
391,1426,800768,58.89286226999999,38.22,561,,,,,,,,,,,,,
392,1430,802816,58.75331057,38.31,561,0.22822265625,0.9426190443336964,0.5821615192107856,0.056648538,3910,-0.0346584086320945,-0.002435252070426941,5e-05,-0.656148935854435,0.2,,,
393,1433,804864,58.45836885999999,38.88,561,0.19677734375,0.9272229447960854,0.8350530906114727,0.042628888,3920,-0.036734580079792065,0.05466382950544357,5e-05,-0.6406564233824611,0.2,,,
394,1437,806912,59.31028218,39.48,561,0.209521484375,0.9321787729859352,0.972911880351603,0.046961393,3930,-0.03842066866054665,0.17276054620742798,5e-05,-0.666870060376823,0.2,,,
395,1440,808960,58.3734774,37.77,561,0.24169921875,0.9515871740877628,0.4770359142916277,0.080544546,3940,-0.04070545107679209,0.03297498822212219,5e-05,-0.6605283245444298,0.2,,,
,,810000,,,,0.205615234375,0.8994301706552505,1.0321164663415403,0.0531755,3950,-0.035413865125156006,0.0883842259645462,5e-05,-0.6348753267899155,0.2,61.24936729936729,38.1,3.728881393722445
396,1444,811008,57.881121969999995,37.71,561,,,,,,,,,,,,,
397,1447,813056,58.87714053999999,38.01,561,0.215771484375,0.9257083162665367,0.702905897796154,0.046471275,3960,-0.03773878305219114,0.02616739273071289,5e-05,-0.658475735411048,0.2,,,
398,1451,815104,59.18842260000001,38.16,561,0.210546875,0.9357266947627068,0.8921470311935991,0.049179956,3970,-0.03252340172766708,0.08631140738725662,5e-05,-0.640287229605019,0.2,,,
399,1454,817152,59.026782589999996,38.31,561,0.215966796875,0.92271988093853,0.802489178813994,0.052769523,3980,-0.040100489280303006,0.1295655369758606,5e-05,-0.6478875873610377,0.2,,,
400,1458,819200,59.05054988999999,38.55,561,0.209521484375,0.9363074228167534,0.6335620750673115,0.05836395,3990,-0.03747429689683486,0.04421912878751755,5e-05,-0.6420882724225521,0.2,,,
,,820000,,,,0.2119140625,0.9489240199327469,0.6397798608057201,0.04758216,4000,-0.03749608983343933,0.06458928436040878,5e-05,-0.6277533052489161,0.2,59.95015331890331,36.3,2.3365558227967225
401,1462,821248,59.27789455,37.92,561,,,,,,,,,,,,,
402,1465,823296,59.23585832999999,37.68,561,0.21611328125,0.9449526518583298,0.5704346588347107,0.05243928,4010,-0.0380582980113104,0.08321326971054077,5e-05,-0.637373761087656,0.2,,,
