time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/n_updates,train/loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_fraction,train/clip_range,eval/mean_reward,eval/std_reward,eval/mean_ep_length
265,38.46,2492,29.430604749999997,217,542720,-0.013424368812411557,0.9857299756258726,0.37273243307136,2640,0.09080497175455093,5e-05,-0.7519327837973833,0.005009271,0.16767578125,0.1,,,
266,38.4,2496,28.98065534,218,544768,-0.01319305141660152,0.9871021183207631,0.33836599173955617,2650,0.07763823866844177,5e-05,-0.7637471552938223,0.0061116857,0.175634765625,0.1,,,
267,37.71,2499,30.120833649999998,218,546816,-0.01295740594068775,0.9877655394375324,0.30538594974204897,2660,0.04488958790898323,5e-05,-0.731823144480586,0.0063899383,0.19130859375,0.1,,,
268,37.38,2502,29.199032390000003,219,548864,-0.0128022228309419,0.9824935868382454,0.4284972429042682,2670,0.09112729877233505,5e-05,-0.739054161682725,0.0063998997,0.188720703125,0.1,,,
,,,,,550000,-0.012095481815049425,0.9759339839220047,0.47962958549615,2680,0.1257406771183014,5e-05,-0.7469951825216412,0.0063056177,0.174755859375,0.1,27.62906703888921,9.325120971094808,39.6
269,38.07,2506,28.514551349999998,219,550912,,,,,,,,,,,,,
270,39.12,2510,29.340767569999993,220,552960,-0.012797596456948668,0.9848746936768293,0.35489656599238517,2690,0.07849104702472687,5e-05,-0.7601383319124579,0.0070281434,0.2017578125,0.1,,,
271,36.99,2513,30.054880439999998,220,555008,-0.011022729563410393,0.9836845863610506,0.48752658229786905,2700,0.14387723803520203,5e-05,-0.732967684790492,0.0049454384,0.164404296875,0.1,,,
272,36.99,2516,30.360003899999995,221,557056,-0.010484452092350693,0.9790311437100172,0.47725402247160675,2710,0.05693990737199783,5e-05,-0.7235927112400532,0.006596813,0.15048828125,0.1,,,
273,36.75,2520,30.548154290000003,221,559104,-0.010031157561024883,0.9853314515203238,0.41569393207319083,2720,0.07011575996875763,5e-05,-0.7087665166705847,0.0059864577,0.1498046875,0.1,,,
,,,,,560000,-0.012384045965154656,0.9842181019484997,0.38275124561041596,2730,0.08251528441905975,5e-05,-0.7093162475153804,0.0059110695,0.175439453125,0.1,33.64714943056741,4.44941924088439,36.3
274,36.78,2524,29.563449849999998,222,561152,,,,,,,,,,,,,
275,38.25,2527,29.752485550000003,222,563200,-0.013685658140457236,0.9886188367381692,0.23899240451864898,2740,0.04693399742245674,5e-05,-0.7606914609670639,0.00549199,0.193408203125,0.1,,,
276,38.55,2530,29.368126380000003,223,565248,-0.011092596242087893,0.9847431443631649,0.46041014487855136,2750,0.09186391532421112,5e-05,-0.7229129994288087,0.0057235537,0.173779296875,0.1,,,
277,38.25,2534,29.54673022,223,567296,-0.011549803811067249,0.9869873393326998,0.3046153569826856,2760,0.06757450103759766,5e-05,-0.7527752611786127,0.0049730605,0.165673828125,0.1,,,
278,37.83,2537,30.361124929999995,224,569344,-0.012078993915929459,0.980852210894227,0.4693290057592094,2770,0.10461162030696869,5e-05,-0.7412667019292712,0.0046113012,0.158642578125,0.1,,,
,,,,,570000,-0.012186639777792153,0.9841958526521921,0.34624258379917594,2780,0.0792001336812973,5e-05,-0.718246578425169,0.0066959816,0.17587890625,0.1,30.79417194392338,11.049438383026626,39.0
279,37.77,2541,29.777357969999994,224,571392,,,,,,,,,,,,,
280,37.98,2544,29.045068459999996,225,573440,-0.015720898484869395,0.9867641963064671,0.3127479970920831,2790,0.041262201964855194,5e-05,-0.7354602172970772,0.007924844,0.212841796875,0.1,,,
281,38.37,2548,29.473019200000003,225,575488,-0.011578897823346779,0.9822347369045019,0.4471690385369584,2800,0.08924773335456848,5e-05,-0.7192989982664585,0.005594466,0.18056640625,0.1,,,
282,37.29,2551,30.164058169999993,226,577536,-0.012075076876499224,0.985716494731605,0.37469373133499173,2810,0.050759099423885345,5e-05,-0.6894940368831157,0.006024572,0.18701171875,0.1,,,
283,38.31,2554,29.46204252,226,579584,-0.01337838204781292,0.9866556553170085,0.3289997504092753,2820,0.07888402044773102,5e-05,-0.7241252206265927,0.005669548,0.179345703125,0.1,,,
,,,,,580000,-0.01354025057516992,0.9821783285588026,0.36643233948852866,2830,0.09378211200237274,5e-05,-0.7561387408524751,0.00597558,0.18662109375,0.1,32.66882956915947,5.958989711987466,38.4
284,37.86,2559,28.783630460000005,227,581632,,,,,,,,,,,,,
285,37.35,2591,29.64111838,225,583680,-0.012111120055487845,0.9794676043093204,0.42173927205149087,2840,0.09262225031852722,5e-05,-0.7239953003823757,0.005929591,0.170654296875,0.1,,,
286,38.07,2594,29.40697048,225,585728,-0.01289813467883505,0.9875202784314752,0.35272559178993107,2850,0.096683569252491,5e-05,-0.7184582114219665,0.007055795,0.2087890625,0.1,,,
287,37.26,2598,30.652959730000003,226,587776,-0.01261690828105202,0.9839548040181398,0.4307535490486771,2860,0.10100764036178589,5e-05,-0.6914331823587417,0.006552376,0.171875,0.1,,,
288,37.29,2602,30.209039479999998,226,589824,-0.013218921922089066,0.9862933661788702,0.3964269671356305,2870,0.09241383522748947,5e-05,-0.7029487168416381,0.0054425746,0.167626953125,0.1,,,
,,,,,590000,-0.011729815215949202,0.9812001269310713,0.4619619835633785,2880,0.07134180516004562,5e-05,-0.6924546461552381,0.00444847,0.160986328125,0.1,31.40630007462222,5.805494371836551,34.8
289,37.98,2606,29.971654490000002,227,591872,,,,,,,,,,,,,
290,38.76,2609,29.870673089999997,227,593920,-0.012018542816804256,0.9865513565018773,0.3373233116930351,2890,0.07538515329360962,5e-05,-0.7081635007634759,0.008032456,0.192431640625,0.1,,,
291,38.01,2613,29.27388985,228,595968,-0.013007384551747237,0.9890049258247018,0.3047966738929972,2900,0.06918571889400482,5e-05,-0.7185249030590057,0.006009031,0.194140625,0.1,,,
292,37.56,2616,30.310412969999998,228,598016,-0.010478287657315377,0.9804671090096235,0.4063849582336843,2910,0.07525651156902313,5e-05,-0.7184087010100484,0.007382732,0.201123046875,0.1,,,
,,,,,600000,-0.010248120882170041,0.9834335874766111,0.3830119156045839,2920,0.08167688548564911,5e-05,-0.7079853659495712,0.005640569,0.1755859375,0.1,26.49252070732148,10.39715531183599,40.8
293,37.68,2620,30.178765179999996,228,600064,,,,,,,,,,,,,
294,38.37,2623,29.049015810000004,229,602112,-0.012452230547205545,0.9817010164260864,0.4183597170514986,2930,0.0929655060172081,5e-05,-0.7105540592223406,0.006561203,0.18447265625,0.1,,,
295,38.07,2627,29.241445339999995,229,604160,-0.010710420790564968,0.98422128893435,0.3654900076566264,2940,0.04915459081530571,5e-05,-0.7344250166788697,0.005632438,0.1857421875,0.1,,,
296,36.9,2630,29.34405605,230,606208,-0.01306026844540611,0.9870297508314252,0.33273513498716056,2950,0.04651521518826485,5e-05,-0.6866481378674507,0.00652254,0.17578125,0.1,,,
297,38.19,2633,29.217114779999996,230,608256,-0.012379388722183648,0.985971805639565,0.337290393630974,2960,0.09231122583150864,5e-05,-0.7069256186485291,0.006043803,0.184814453125,0.1,,,
,,,,,610000,-0.011919251241488382,0.9876388525590301,0.26224502723198384,2970,0.059092022478580475,5e-05,-0.688833923637867,0.0072661173,0.20869140625,0.1,29.298476207748365,8.463323138374218,40.2
298,37.62,2637,29.253127410000005,231,610304,,,,,,,,,,,,,
299,36.96,3270,29.46434791,187,612352,-0.010995326798729365,0.9867507563903928,0.31561587934847923,2980,0.06623958051204681,5e-05,-0.6703422050923109,0.0061741807,0.185986328125,0.1,,,
300,37.14,3273,30.26922778,187,614400,-0.013063671387499198,0.9830508772283792,0.37156130818184463,2990,0.059447720646858215,5e-05,-0.6813419207930564,0.0063080583,0.175537109375,0.1,,,
301,37.44,3277,30.46121396000001,188,616448,-0.012118585652206092,0.987485010176897,0.2717279634904116,3000,0.03643731027841568,5e-05,-0.6940468616783619,0.005894313,0.1765625,0.1,,,
302,37.23,3280,29.444899389999996,188,618496,-0.011332472515641711,0.983954168856144,0.3534200936788693,3010,0.09524121880531311,5e-05,-0.7028691517189145,0.0042381757,0.162451171875,0.1,,,
,,,,,620000,-0.009691828215727583,0.9793175607919693,0.550288728508167,3020,0.0674031525850296,5e-05,-0.6873635053634644,0.0049932236,0.165869140625,0.1,29.169450356202795,4.447255621901529,38.4
303,36.99,3284,29.05933794,188,620544,,,,,,,,,,,,,
304,37.41,3287,29.30558707,189,622592,-0.013873995762696722,0.9834534730762243,0.41346351185347885,3030,0.05605413764715195,5e-05,-0.6875535409897566,0.0070011877,0.200830078125,0.1,,,
305,37.77,3290,30.29497833,189,624640,-0.012480179077829234,0.9872828470543027,0.3105212923372164,3040,0.046138666570186615,5e-05,-0.6805672785267234,0.0068147713,0.211376953125,0.1,,,
306,37.38,3293,31.128078770000002,190,626688,-0.00994173430808587,0.9859736887738109,0.3925067109754309,3050,0.07918927818536758,5e-05,-0.6912767617031932,0.0053489865,0.16962890625,0.1,,,
307,37.11,3296,29.981193610000002,190,628736,-0.012839866346621421,0.9880268592387438,0.30993183525279167,3060,0.04190549999475479,5e-05,-0.6886818621307611,0.007283996,0.20517578125,0.1,,,
,,,,,630000,-0.011527603790455032,0.9826719965785742,0.4083651434164494,3070,0.0673513263463974,5e-05,-0.6718464229255915,0.00728169,0.177197265625,0.1,30.533143111542575,9.181987609523546,39.3
308,37.2,3300,30.59424814,191,630784,,,,,,,,,,,,,
309,37.74,3303,29.79221207,191,632832,-0.011952561324142153,0.9887095410376787,0.34320345080923287,3080,0.08936046808958054,5e-05,-0.6792866455391049,0.006965722,0.1865234375,0.1,,,
310,36.63,3306,29.225114040000005,192,634880,-0.011754868624848314,0.9799101445823908,0.43499794041272255,3090,0.08688119053840637,5e-05,-0.6869863465428352,0.0071368422,0.180517578125,0.1,,,
311,37.59,3309,29.916047479999996,192,636928,-0.011915544359362684,0.9846515161916614,0.3841585244983435,3100,0.10042334347963333,5e-05,-0.6712655860930681,0.0071777124,0.174560546875,0.1,,,
312,38.49,3312,30.794242479999998,192,638976,-0.011943584921391448,0.9884422700852156,0.34117114949040117,3110,0.08026717603206635,5e-05,-0.6918170344084501,0.0059095854,0.177587890625,0.1,,,
,,,,,640000,-0.013031928471900756,0.9890136374160647,0.30041593601927163,3120,0.07136312127113342,5e-05,-0.6699688190594315,0.0069381776,0.194384765625,0.1,31.0950505712211,6.569885991523366,39.3
313,37.68,3346,30.79894292,191,641024,,,,,,,,,,,,,
314,37.2,3350,29.85223922,191,643072,-0.010294982793857344,0.9843790866434574,0.35875112807843834,3130,0.05153719335794449,5e-05,-0.6677914911881089,0.0060711564,0.178271484375,0.1,,,
315,37.8,3354,29.671757760000006,192,645120,-0.0113425290415762,0.9825819469988346,0.4248416166286916,3140,0.07377950847148895,5e-05,-0.6718173816800117,0.005978063,0.18193359375,0.1,,,
316,37.71,3358,30.17257065,192,647168,-0.01364146255000378,0.9851491861045361,0.34951173602603375,3150,0.04113476723432541,5e-05,-0.6681221842765808,0.006272156,0.18134765625,0.1,,,
317,38.28,3362,30.917572680000003,193,649216,-0.012765144126024097,0.9875671295449138,0.34170564729720354,3160,0.08795900642871857,5e-05,-0.6709323501214385,0.0066383705,0.182177734375,0.1,,,
,,,,,650000,-0.013162622514209943,0.9888451863080263,0.25064818805549294,3170,0.01955680549144745,5e-05,-0.6909395974129439,0.0073394496,0.19306640625,0.1,30.339352328357187,6.636519454478739,37.5
318,37.95,3366,30.56215175,193,651264,,,,,,,,,,,,,
319,37.59,3370,31.147669729999997,193,653312,-0.01141375058941776,0.9900648463517427,0.24060731972567737,3180,0.022787634283304214,5e-05,-0.6853415783494711,0.0060183955,0.185205078125,0.1,,,
320,38.79,3373,29.83923932,194,655360,-0.01052123991685221,0.9881873801350594,0.2913365054409951,3190,0.07340274751186371,5e-05,-0.675119506008923,0.007197018,0.1802734375,0.1,,,
321,38.97,3377,27.8097641,194,657408,-0.012315994610253256,0.9864910049363971,0.3053550667827949,3200,0.04724618420004845,5e-05,-0.689973397180438,0.0059261587,0.170849609375,0.1,,,
322,37.65,3380,29.964442939999998,195,659456,-0.011003932946186979,0.986189816147089,0.2929616454290226,3210,0.04073164612054825,5e-05,-0.6735513381659984,0.00808781,0.19560546875,0.1,,,
,,,,,660000,-0.010787764255655929,0.9805364925414324,0.4023535751970485,3220,0.053363535553216934,5e-05,-0.632475940324366,0.005687195,0.162646484375,0.1,32.312684162230155,9.064142287413384,38.7
323,37.68,3384,30.79342878,195,661504,,,,,,,,,,,,,
324,37.86,3388,30.459980870000003,195,663552,-0.01202559463781654,0.9859181446954608,0.3844571447232738,3230,0.0567655973136425,5e-05,-0.6883156143128872,0.007349642,0.195849609375,0.1,,,
325,38.16,3391,30.347292340000003,196,665600,-0.010682443840778433,0.9864154187962413,0.3865488018142059,3240,0.04345155507326126,5e-05,-0.6465933745726943,0.006042502,0.168603515625,0.1,,,
326,37.86,3395,29.75132928,196,667648,-0.01185478793195216,0.9835610575973988,0.4470054489793256,3250,0.14752675592899323,5e-05,-0.6756683398038149,0.0049282718,0.162353515625,0.1,,,
327,37.62,3398,30.96373881,197,669696,-0.013226789733744226,0.9818392489105463,0.39547254820354283,3260,0.08928404748439789,5e-05,-0.6751999141648412,0.006092225,0.18837890625,0.1,,,
,,,,,670000,-0.012523494908236898,0.9862512173131108,0.33999550973530857,3270,0.04917268082499504,5e-05,-0.6348243216983974,0.0066378945,0.1978515625,0.1,32.363173459874915,4.548850971949325,38.4
328,38.19,3402,31.20507224,197,671744,,,,,,,,,,,,,
329,38.37,3406,31.014563689999996,197,673792,-0.011966508002660702,0.9851932879537344,0.3652773033827543,3280,0.06685256212949753,5e-05,-0.6547538589686155,0.006973782,0.1818359375,0.1,,,
330,38.16,3409,30.58149789,198,675840,-0.01175366441020742,0.9861389650031924,0.4009485183982179,3290,0.13134892284870148,5e-05,-0.6304005842655898,0.0058304574,0.179736328125,0.1,,,
331,37.17,3412,30.989366889999996,198,677888,-0.009530821099906462,0.9818263649940491,0.38458726529497655,3300,0.06691811978816986,5e-05,-0.6641011184081436,0.0077572037,0.19033203125,0.1,,,
332,38.07,3416,30.596789479999998,199,679936,-0.011636319253739202,0.9867896372452378,0.3195976081537083,3310,0.031505510210990906,5e-05,-0.6204684382304549,0.0061996845,0.17333984375,0.1,,,
,,,,,680000,-0.010994569498870987,0.9855689164251089,0.36988482701126485,3320,0.09467922151088715,5e-05,-0.6610779685899615,0.006152812,0.1955078125,0.1,30.960236414335476,4.7812659407347065,39.0
333,37.47,3420,31.04138242,199,681984,,,,,,,,,,,,,
334,36.81,3423,31.849596010000006,199,684032,-0.011340643152652773,0.9844710780307651,0.2875265089562163,3330,0.03104206919670105,5e-05,-0.6638065399602056,0.006439337,0.18916015625,0.1,,,
335,37.29,3427,31.325620330000003,200,686080,-0.011922238041006495,0.9884421899914742,0.30745462398044765,3340,0.07051202654838562,5e-05,-0.6365614179521799,0.005730694,0.176806640625,0.1,,,
336,37.41,3430,29.787040839999996,200,688128,-0.012171759727061726,0.986366449855268,0.31759243961423633,3350,0.08582480251789093,5e-05,-0.6401607800275088,0.0069265505,0.18603515625,0.1,,,
,,,,,690000,-0.009013944902108051,0.984320554882288,0.2858822442824021,3360,0.06067107245326042,5e-05,-0.6603302553296089,0.0061825383,0.1740234375,0.1,33.63553603352155,4.825309044139392,39.0
337,38.79,3434,30.313018789999997,200,690176,,,,,,,,,,,,,
338,38.13,3437,31.20766818,201,692224,-0.0120593266285141,0.9891015905886889,0.27335882352199403,3370,0.028864959254860878,5e-05,-0.6346495792269706,0.0071888887,0.184228515625,0.1,,,
339,37.86,3441,30.6420211,201,694272,-0.010855921410256996,0.9898699978366494,0.2741117972880602,3380,0.06737341731786728,5e-05,-0.6392887515947223,0.006754979,0.200634765625,0.1,,,
340,37.53,3444,30.437834030000005,202,696320,-0.012582913661026396,0.9867256721481681,0.2716425994411111,3390,0.04484473168849945,5e-05,-0.6453033916652202,0.0061780163,0.187890625,0.1,,,
341,37.71,3447,31.3336556,202,698368,-0.0115637896451517,0.988680200651288,0.3034836465027183,3400,0.030490916222333908,5e-05,-0.6327756872400642,0.006145548,0.1703125,0.1,,,
,,,,,700000,-0.011214438498427626,0.9858040502294898,0.39934965907596054,3410,0.06400007009506226,5e-05,-0.6216257328167558,0.0061229304,0.1611328125,0.1,28.912676344276736,5.757337997560493,39.6
342,37.86,3451,28.795724259999997,202,700416,,,,,,,,,,,,,
343,38.01,3455,29.19170143,203,702464,-0.01361219303944381,0.9768784716725349,0.482195994653739,3420,0.12056981772184372,5e-05,-0.6404945658519864,0.0067641377,0.17900390625,0.1,,,
344,37.35,3458,31.048738800000002,203,704512,-0.01183401554080774,0.9852545233443379,0.3339468493126333,3430,0.03190121054649353,5e-05,-0.6388405898585916,0.0062500294,0.180029296875,0.1,,,
345,37.53,3462,30.403804109999996,204,706560,-0.012673179595731198,0.9873097250238061,0.3356221772264689,3440,0.05659265071153641,5e-05,-0.6343959350138902,0.008218837,0.199658203125,0.1,,,
346,37.32,3466,30.799157500000007,204,708608,-0.013782666115730535,0.9899366116151214,0.27893684862647206,3450,0.033526528626680374,5e-05,-0.6282949897460639,0.006941286,0.198779296875,0.1,,,
,,,,,710000,-0.012100852653384208,0.9847436547279358,0.35850557454396037,3460,0.05636380985379219,5e-05,-0.5997756231576205,0.0069684135,0.17265625,0.1,33.89387036130277,7.014068949242767,38.7
347,37.41,3470,31.128550680000004,204,710656,,,,,,,,,,,,,
348,37.44,3473,30.271299340000006,205,712704,-0.010107633678126149,0.9878729088231921,0.3120001441333443,3470,0.07481015473604202,5e-05,-0.6140007227659225,0.0063858214,0.1794921875,0.1,,,
349,37.8,3477,30.724922420000002,205,714752,-0.011659275117563084,0.985952471382916,0.3297667221864685,3480,0.050535898655653,5e-05,-0.6144670724868775,0.0073332405,0.172705078125,0.1,,,
350,37.98,3480,31.00065381,205,716800,-0.010637890668294857,0.9848900306969881,0.44579805617686363,3490,0.06855838000774384,5e-05,-0.5975121082738042,0.0067114406,0.16484375,0.1,,,
351,38.64,3484,30.787957369999994,206,718848,-0.01239805409568362,0.9859355287626386,0.38052653879858556,3500,0.04905451834201813,5e-05,-0.6278045831248165,0.007814102,0.18125,0.1,,,
,,,,,720000,-0.009610736534523313,0.9870711378753185,0.34281706537585704,3510,0.044099826365709305,5e-05,-0.6164567534811795,0.006542871,0.179443359375,0.1,29.38827593699397,6.968980727156448,36.6
352,38.7,3488,30.61243902,206,720896,,,,,,,,,,,,,
353,37.53,3491,30.499186479999995,207,722944,-0.011916835063311737,0.9791629295796156,0.5021273818565533,3520,0.12134166061878204,5e-05,-0.6146401272155344,0.0074738096,0.183984375,0.1,,,
354,38.7,3495,30.72027115,207,724992,-0.011712621216429398,0.9878097074106336,0.3010885928524658,3530,0.019721979275345802,5e-05,-0.6213609516620636,0.0071225595,0.196826171875,0.1,,,
355,37.44,3498,31.611463900000004,207,727040,-0.012855678948835703,0.989956084638834,0.224580905912444,3540,0.046488821506500244,5e-05,-0.6402514493092895,0.010672355,0.21875,0.1,,,
356,37.38,3502,31.454532169999997,208,729088,-0.012068379223637748,0.9899322791025043,0.2663244009250775,3550,0.05415824428200722,5e-05,-0.593903280608356,0.007805559,0.193701171875,0.1,,,
,,,,,730000,-0.012320443433418404,0.9888051562011242,0.30600128003861754,3560,0.062388963997364044,5e-05,-0.6236205594614148,0.006372286,0.181787109375,0.1,33.52326607141073,3.9347362099261614,39.0
357,38.04,3506,31.537772720000003,208,731136,,,,,,,,,,,,,
358,37.53,3509,31.116952379999997,208,733184,-0.01225489860808011,0.9891053838655353,0.30067427272442726,3570,0.09067806601524353,5e-05,-0.6093808489851653,0.006867312,0.196484375,0.1,,,
359,37.74,3512,31.22804764,209,735232,-0.013857844887388638,0.9871074948459864,0.33805118591990324,3580,0.03627927228808403,5e-05,-0.6331532639451325,0.0076735546,0.19794921875,0.1,,,
360,38.64,3516,31.283165069999995,209,737280,-0.011839695367962122,0.9869916494935751,0.3398523229872808,3590,0.03749220073223114,5e-05,-0.6084152305498719,0.0083808955,0.1845703125,0.1,,,
361,38.4,3519,30.63775147,210,739328,-0.010444824019941734,0.9874769831076264,0.2739196800859645,3600,0.06298163533210754,5e-05,-0.6506257981061936,0.007108966,0.1931640625,0.1,,,
,,,,,740000,-0.011640465844538993,0.9839823599904776,0.29199821047950536,3610,0.05362967401742935,5e-05,-0.6227420607581735,0.00894014,0.209228515625,0.1,33.18150161685126,6.642113085385179,38.4
362,37.83,3523,30.31609718,210,741376,,,,,,,,,,,,,
363,38.4,3527,30.382155160000003,210,743424,-0.011544139507168438,0.9890730027109385,0.29822418226394803,3620,0.0321037620306015,5e-05,-0.6250274391844869,0.0064748293,0.184912109375,0.1,,,
364,38.1,3530,30.449572980000003,211,745472,-0.014981044399610255,0.9930180017836392,0.17215367269236595,3630,0.02904055453836918,5e-05,-0.6169509183615446,0.009936062,0.212060546875,0.1,,,
365,37.38,3534,32.021868440000006,211,747520,-0.012437701900489628,0.9878701101988554,0.28556641447357833,3640,0.03397940844297409,5e-05,-0.626026609633118,0.0074154404,0.191650390625,0.1,,,
366,36.9,3537,32.605027029999995,211,749568,-0.010957440575293732,0.9867005841806531,0.33402545866556466,3650,0.07322974503040314,5e-05,-0.5968076805584133,0.007147123,0.181787109375,0.1,,,
,,,,,750000,-0.011454013236652827,0.9895701464265585,0.27429552720859646,3660,0.04359561577439308,5e-05,-0.6167955972254276,0.009252371,0.20830078125,0.1,34.998582373916314,4.888046130991941,38.7
367,38.31,3541,31.41083643,212,751616,,,,,,,,,,,,,
368,37.98,3545,30.595375,212,753664,-0.012958736206928733,0.989079287275672,0.254379588435404,3670,0.022287175059318542,5e-05,-0.6186135507188737,0.008348926,0.206005859375,0.1,,,
369,37.98,3548,30.18706886,212,755712,-0.0114633617180516,0.9858228741213679,0.31708295808639375,3680,0.051534928381443024,5e-05,-0.5925609153695405,0.0072601656,0.1923828125,0.1,,,
370,38.1,3551,30.28859651,213,757760,-0.011239325808855938,0.9845708319917321,0.34605510279070584,3690,0.05595055967569351,5e-05,-0.5974291610531509,0.008846391,0.178857421875,0.1,,,
371,38.61,3555,30.41685904,213,759808,-0.012259691309009214,0.9856408182531595,0.3444330257596448,3700,0.08523784577846527,5e-05,-0.6093299588188529,0.007018571,0.18427734375,0.1,,,
,,,,,760000,-0.010824629358103266,0.98975929338485,0.2629986532498151,3710,0.036373015493154526,5e-05,-0.5947754245251418,0.007040021,0.185400390625,0.1,36.71895227469637,5.76920244575007,35.4
372,38.01,3558,30.975225140000003,214,761856,,,,,,,,,,,,,
373,38.55,3562,30.58924047,214,763904,-0.012028138972527812,0.9905256647616625,0.2594694681465626,3720,0.06325434148311615,5e-05,-0.6163897604681552,0.0080344435,0.19296875,0.1,,,
374,38.67,3565,30.682346230000004,214,765952,-0.011191455063817557,0.9888674383983016,0.2563802994089201,3730,0.04977024346590042,5e-05,-0.6118346096947789,0.007783467,0.1923828125,0.1,,,
375,36.93,3568,32.0592518,215,768000,-0.011050063503353158,0.9902740409597754,0.24756991504691542,3740,0.03299228847026825,5e-05,-0.5999808685854078,0.007123067,0.178662109375,0.1,,,
,,,,,770000,-0.012659590684052091,0.9917983748018742,0.22100460153305904,3750,0.03364167362451553,5e-05,-0.6122434680350125,0.008209771,0.21005859375,0.1,29.347812862518744,7.577342125877429,40.2
376,37.29,3572,32.77382662,215,770048,,,,,,,,,,,,,
377,37.5,3576,32.07015437,215,772096,-0.01188811672036536,0.9904230032116175,0.26225072133820504,3760,0.0452859103679657,5e-05,-0.5905929449014365,0.006299086,0.166259765625,0.1,,,
378,37.05,3579,30.604563479999996,216,774144,-0.01090422906272579,0.9908430241048336,0.25713654960272836,3770,0.04004780948162079,5e-05,-0.5850812306627631,0.0068795434,0.176416015625,0.1,,,
379,37.56,3582,31.64002747,216,776192,-0.013537244552571793,0.9856871124356985,0.27396664418047295,3780,0.018280182033777237,5e-05,-0.5877867716364562,0.009393994,0.18359375,0.1,,,
380,38.07,3586,32.60763337,217,778240,-0.012220226837234805,0.9921930585987866,0.23783436003141106,3790,0.050074659287929535,5e-05,-0.5945416651666164,0.007494373,0.193896484375,0.1,,,
,,,,,780000,-0.01096954327513231,0.9895000364631414,0.2967004434205592,3800,0.05052001774311066,5e-05,-0.6039977053180337,0.0068223905,0.168310546875,0.1,33.25003378880993,5.607018331502047,37.5
381,38.04,3589,30.515006329999995,217,780288,,,,,,,,,,,,,
382,37.44,3593,30.10001436,217,782336,-0.011120578524423764,0.9868310512974858,0.32952998981345444,3810,0.07569204270839691,5e-05,-0.582173662725836,0.0070445794,0.1779296875,0.1,,,
383,37.77,3596,30.730866789999997,218,784384,-0.010865608950552996,0.9885341105982661,0.29881141588557514,3820,0.04440595209598541,5e-05,-0.5914483513683081,0.008749053,0.188427734375,0.1,,,
384,37.98,3599,31.75143824,218,786432,-0.009702916207606905,0.98812067322433,0.25407608165405693,3830,0.0602131262421608,5e-05,-0.5755256918258965,0.0061633037,0.174951171875,0.1,,,
385,38.01,3603,31.753562459999994,218,788480,-0.01151319514392526,0.9878930449485779,0.28583825691603126,3840,0.04951096326112747,5e-05,-0.5949864042922854,0.006139345,0.173193359375,0.1,,,
,,,,,790000,-0.011051817203406245,0.9881287394091487,0.29819754930213094,3850,0.03300515562295914,5e-05,-0.5887571325525641,0.0075074513,0.1896484375,0.1,33.70291421441756,4.389723861273029,38.4
386,37.98,3607,30.853093920000003,219,790528,,,,,,,,,,,,,
387,37.23,3610,31.133121530000004,219,792576,-0.011396039300598204,0.9901517052203417,0.23684137350646778,3860,0.007138265296816826,5e-05,-0.5630133591592312,0.0075969994,0.179248046875,0.1,,,
388,37.41,3614,31.20866496,219,794624,-0.009865889116190374,0.9878579126670957,0.30765863752458245,3870,0.0982201099395752,5e-05,-0.5664145343936979,0.0061938623,0.171728515625,0.1,,,
389,38.1,3617,30.614030860000003,220,796672,-0.011085208249278366,0.9909395659342408,0.21332287448458373,3880,0.057225361466407776,5e-05,-0.5889898751862347,0.0066757575,0.18330078125,0.1,,,
390,37.68,3620,31.03153105,220,798720,-0.011231322829553391,0.9907665094360709,0.21714137881062925,3890,0.00654357485473156,5e-05,-0.5587628899142146,0.007866593,0.182861328125,0.1,,,
,,,,,800000,-0.010983760283852461,0.988075990229845,0.33643738768296316,3900,0.039814893156290054,5e-05,-0.5374618952162564,0.0070303413,0.15771484375,0.1,30.94929380650263,7.597073030964008,40.8
391,37.44,3624,31.0212237,220,800768,,,,,,,,,,,,,
392,37.92,3627,31.00410373,221,802816,-0.012299537092621904,0.9899225616827607,0.25116370851173997,3910,0.0566556416451931,5e-05,-0.5580966393463314,0.0075215586,0.179150390625,0.1,,,
393,38.46,3631,30.63270631,221,804864,-0.009541520286438754,0.9904260793700814,0.2251252441201359,3920,0.024058770388364792,5e-05,-0.578878135420382,0.0073626274,0.187548828125,0.1,,,
394,38.37,3634,30.59833278,222,806912,-0.011047041987330886,0.9894971661269665,0.27747210713569076,3930,0.0637928918004036,5e-05,-0.5669533416628838,0.0060080285,0.16640625,0.1,,,
395,38.37,3637,30.454505780000005,222,808960,-0.01083849464339437,0.9921878473833203,0.20789550790796058,3940,0.04061390087008476,5e-05,-0.554055389109999,0.0071090674,0.193603515625,0.1,,,
,,,,,810000,-0.010855972443096107,0.9889967814087868,0.2616506172576919,3950,0.06269455701112747,5e-05,-0.5761659956537187,0.0066947527,0.18603515625,0.1,33.31942815050378,4.344404444817164,38.7
396,37.56,3641,31.379553259999998,222,811008,,,,,,,,,,,,,
397,37.41,3644,31.462165310000003,223,813056,-0.011443612023140304,0.9901909455657005,0.2817558661103249,3960,0.043336719274520874,5e-05,-0.5627051539719105,0.0072790994,0.188037109375,0.1,,,
