#{"t_start": 1706582451.810797, "env_id": "scheduler-mctsEnv"}
r,l,t
-3211.0,240,774.520667
-3218.0,240,776.979628
-3217.0,240,779.867239
-3216.0,240,782.483314
-3215.0,240,784.939735
-3217.0,240,786.804225
-3215.0,240,788.72722
-3211.0,240,790.614904
-3216.0,240,792.933209
-3219.0,240,795.69053
-3215.0,240,798.050806
-3219.0,240,799.952629
-3211.0,240,802.633395
-3223.0,240,805.792783
-3210.0,240,808.928603
-3217.0,240,810.90257
-3213.0,240,813.054191
-3216.0,240,814.860379
-3216.0,240,816.753236
-3210.0,240,818.764869
-3213.0,240,820.429261
-3215.0,240,822.261088
-3217.0,240,823.878708
-3220.0,240,825.718765
-3224.0,240,827.415906
-3216.0,240,829.355325
-3218.0,240,831.330797
-3221.0,240,833.190954
-3220.0,240,835.194458
-3212.0,240,837.532931
-3218.0,240,839.691422
-3216.0,240,841.530555
-3223.0,240,843.240658
-3217.0,240,845.218854
-3219.0,240,847.279377
-3219.0,240,849.435677
-3219.0,240,851.558169
-3218.0,240,853.330227
-3218.0,240,855.272874
-3215.0,240,857.053181
-3222.0,240,859.239847
-3215.0,240,861.056774
-3220.0,240,863.376851
-3217.0,240,865.341693
-3218.0,240,867.465665
-3217.0,240,869.46804
-3214.0,240,871.556734
-3214.0,240,873.877303
-3213.0,240,875.925414
-3222.0,240,878.161384
-3224.0,240,879.833462
-3214.0,240,881.869322
-3217.0,240,883.70427
-3224.0,240,885.454914
-3220.0,240,887.227602
-3219.0,240,889.30143
-3210.0,240,891.43816
-3217.0,240,893.611221
-3215.0,240,896.232126
-3210.0,240,899.079014
-3210.0,240,901.878625
-3218.0,240,905.008014
-3209.0,240,907.254103
-3215.0,240,909.26758
-3216.0,240,911.001157
-3220.0,240,912.760402
-3217.0,240,914.659982
-3216.0,240,916.348802
-3221.0,240,918.546324
-3214.0,240,920.393918
-3220.0,240,922.122129
-3213.0,240,923.935917
-3216.0,240,925.737423
-3219.0,240,927.699757
-3221.0,240,929.729018
