time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/fps,rollout/ep_len_mean,train/learning_rate,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/loss,train/clip_range,train/clip_fraction,train/value_loss,eval/mean_ep_length,eval/mean_reward
2489,255,18.77553008,1044480,419,94.21,3e-05,2540,-2.5800088211894034,-0.019300355203449727,0.004045984,0.5958091,2.624211311340332,0.1,0.1663330078125,14.398783719539642,,
2499,256,17.74292258,1048576,419,94.96,3e-05,2550,-2.591850185394287,-0.01948027336766245,0.004050336,0.60095495,2.802844524383545,0.1,0.17509765625,13.517692637443542,,
2509,257,17.39106633,1052672,419,94.17,3e-05,2560,-2.6040173694491386,-0.019646580901462585,0.004155271,0.6135555,2.4245073795318604,0.1,0.160302734375,12.208587887883187,,
2519,258,18.517317949999995,1056768,419,94.16,3e-05,2570,-2.5378900676965714,-0.02049268396513071,0.003882303,0.6242714,2.4295740127563477,0.1,0.1554931640625,13.298282811045647,,
2528,259,18.00837809,1060864,419,94.17,3e-05,2580,-2.5500007674098013,-0.017654472947469912,0.0036298991,0.54283166,3.9386558532714844,0.1,0.1377685546875,18.513098934292792,,
,,,1064960,,,3e-05,2590,-2.5597779616713523,-0.01838429225899745,0.003675884,0.5293581,3.4446678161621094,0.1,0.141943359375,17.83698565661907,86.8,22.8907470703125
2539,260,18.176282,1064960,419,94.24,,,,,,,,,,,,
2549,261,17.453165409999997,1069056,419,94.96,3e-05,2600,-2.550230450928211,-0.01656917583604809,0.0033382,0.7260512,2.6878933906555176,0.1,0.13212890625,13.918637201189995,,
2559,262,17.48235856,1073152,419,94.91,3e-05,2610,-2.5490274995565416,-0.01962124113633763,0.0036974177,0.49793655,3.335404634475708,0.1,0.154833984375,15.270575845241547,,
2568,263,19.436016430000002,1077248,419,93.37,3e-05,2620,-2.5495482951402666,-0.017739912195975194,0.0039041755,0.5497396,2.9696390628814697,0.1,0.1409423828125,12.192772263288498,,
2578,264,19.02533309,1081344,419,93.48,3e-05,2630,-2.532766455411911,-0.018465391006611754,0.0037684883,0.40628403,3.904500961303711,0.1,0.1536376953125,17.82007260620594,,
