#{"t_start": 1708852487.448879, "env_id": "scheduler-customEnv"}
r,l,t
12.339807,56,244.321113
12.940299,49,244.467974
16.696317,45,244.574549
29.730226,43,244.721391
12.768657,49,244.867228
16.291194,48,245.005675
15.551653,52,245.132222
12.759879,54,245.288338
17.853433,49,245.429875
11.473414,53,245.594818
10.811952,52,245.738388
16.670281,53,245.882429
15.31146,46,245.996507
17.340658,44,246.096161
14.854901,51,246.266632
19.276384,49,246.399308
19.972521,51,246.517962
23.811112,47,246.630669
20.505529,41,246.738561
30.377618,42,246.842718
31.017878,44,246.946654
20.888978,44,247.049973
17.524971,44,247.148535
16.082686,48,247.295973
16.095924,48,247.433484
21.962698,42,247.527313
20.908265,50,247.649539
23.239029,48,247.79217
14.564862,58,247.92214
22.371339,48,248.206441
22.863474,58,248.450871
14.969739,43,248.65171
17.055174,50,248.781873
16.963953,50,248.922788
27.195179,44,249.025027
20.489505,51,249.141364
25.543924,48,249.318205
27.886523,51,249.450472
19.5358,45,249.544989
21.356886,45,249.6968
15.776087,53,249.886931
23.040488,56,250.070473
22.607174,43,250.226908
22.962127,54,250.434101
15.793309,47,250.568401
15.269855,52,250.693028
28.015192,45,250.791183
19.216172,48,250.961012
22.116146,45,251.091143
19.885714,48,251.24001
18.659534,47,251.352121
14.293425,55,251.503959
20.557854,53,251.673736
21.417144,48,251.785649
23.549207,48,251.90601
27.477133,50,252.064875
28.753181,48,252.199158
24.040148,50,252.412981
18.800942,45,252.584896
22.770947,48,252.72452
30.028012,47,252.829737
28.225424,55,253.01964
25.618444,47,253.319186
24.990004,51,253.450768
25.752993,52,253.583428
21.353643,47,253.686934
13.844077,54,253.814551
21.832926,45,253.907032
23.550618,52,254.022713
18.789182,49,254.19088
29.035295,52,254.316243
19.194936,46,254.433983
18.170298,47,254.62779
21.472488,46,254.77616
25.095144,45,254.874771
28.962864,43,254.998777
20.023738,51,255.152331
16.948556,50,255.292818
23.43951,49,255.396902
19.875686,51,255.560379
20.479217,49,255.667309
14.848197,54,255.797993
15.60246,48,255.898543
13.526808,56,256.034732
16.094618,47,256.155971
11.164265,51,256.311674
26.953095,44,256.448381
23.321019,50,256.850335
19.363166,44,257.02405
22.864276,44,257.137352
15.922494,49,257.29919
18.444301,49,257.422647
16.388419,51,257.572289
15.030967,55,257.815459
21.894033,41,257.979185
37.941125,46,258.189025
22.93277,42,258.293799
17.935697,49,258.445332
24.385194,46,258.563716
20.433341,44,258.685346
16.381488,46,258.85459
27.741316,50,258.982305
24.164876,54,259.107965
17.070717,42,259.258655
1.638392,78,259.457308
13.741792,62,259.593417
19.785376,44,259.707606
28.182639,52,259.847916
23.828361,54,259.999589
20.356864,41,260.137823
15.676597,50,260.26622
22.38611,48,260.401165
18.652859,47,260.514499
19.069143,45,260.637224
22.024742,49,260.841331
18.218354,47,260.999169
15.275228,48,261.127647
17.13061,46,261.280619
17.269612,42,261.370657
28.520057,41,261.478824
24.575366,46,261.605169
19.657432,48,261.743537
21.169749,46,261.8681
20.842266,49,262.006979
22.189142,47,262.100949
11.074334,56,262.248338
23.446939,52,262.556898
26.823409,47,262.767035
27.595043,48,262.965428
19.466921,45,263.124054
30.899306,43,263.382856
41.91579,46,263.818685
21.234546,52,263.948025
18.753299,53,264.077574
31.387649,46,264.206225
26.392537,52,264.350583
29.046276,39,264.442893
29.731022,40,264.55175
21.036286,44,264.687041
21.567463,47,264.806565
10.574048,52,264.998852
27.500773,47,265.138518
24.544569,47,265.247914
15.22538,48,265.383578
28.292621,45,265.495105
23.257362,45,265.598151
20.318982,43,265.71322
12.960525,46,266.035539
27.980142,43,266.208952
17.847031,49,266.338896
26.115191,45,266.563198
17.966335,44,266.707009
29.033189,42,266.808882
25.055874,44,266.914584
31.60939,45,267.105053
22.571366,48,267.23709
19.390772,45,267.438643
25.801538,42,267.608241
24.04466,50,267.733556
26.454046,46,267.865465
27.596484,48,267.971894
18.021388,42,268.085739
29.77641,42,268.203753
27.397165,49,268.347548
22.068034,44,268.44065
24.33028,46,268.550758
16.28172,53,268.666117
17.452487,45,268.79913
27.404968,49,268.939358
21.115792,40,269.033741
20.004122,45,269.250775
17.150152,45,269.537622
16.364754,46,269.909239
