global_step,CR/idle_time,CR/idle_time_cost,CR/makespan,CR/makespan_cost,CR/processing_time,CR/tard_cost,CR/total_cost,CR/total_tardiness,ETD/idle_time,ETD/idle_time_cost,ETD/makespan,ETD/makespan_cost,ETD/processing_time,ETD/tard_cost,ETD/total_cost,ETD/total_tardiness,FDD_over_MWKR/idle_time,FDD_over_MWKR/idle_time_cost,FDD_over_MWKR/makespan,FDD_over_MWKR/makespan_cost,FDD_over_MWKR/processing_time,FDD_over_MWKR/tard_cost,FDD_over_MWKR/total_cost,FDD_over_MWKR/total_tardiness,LWKR_MOD/idle_time,LWKR_MOD/idle_time_cost,LWKR_MOD/makespan,LWKR_MOD/makespan_cost,LWKR_MOD/processing_time,LWKR_MOD/tard_cost,LWKR_MOD/total_cost,LWKR_MOD/total_tardiness,LWKR_SPT/idle_time,LWKR_SPT/idle_time_cost,LWKR_SPT/makespan,LWKR_SPT/makespan_cost,LWKR_SPT/processing_time,LWKR_SPT/tard_cost,LWKR_SPT/total_cost,LWKR_SPT/total_tardiness,MWKR/idle_time,MWKR/idle_time_cost,MWKR/makespan,MWKR/makespan_cost,MWKR/processing_time,MWKR/tard_cost,MWKR/total_cost,MWKR/total_tardiness,PPO/idle_time,PPO/idle_time_cost,PPO/makespan,PPO/makespan_cost,PPO/processing_time,PPO/tard_cost,PPO/total_cost,PPO/total_tardiness
58,0,0.0,2500,250.0,5900,140.0,508.0,2800,100,1.0,2500,250.0,5900,35.0,404.0,700,0,0.0,2500,250.0,5900,305.0,673.0,6100,500,5.0,2600,260.0,5900,75.0,458.0,1500,400,4.0,2800,280.0,5900,135.0,537.0,2700,0,0.0,2500,250.0,5900,305.0,673.0,6100,100,1.0,2500,250.0,5900,15.0,384.0,300
59,0,0.0,2700,270.0,7200,420.0,834.0,8400,800,8.0,3000,300.0,7200,200.0,652.0,4000,0,0.0,2700,270.0,7200,595.0,1009.0,11900,600,6.0,2800,280.0,7200,245.0,675.0,4900,700,7.0,3000,300.0,7200,330.0,781.0,6600,0,0.0,2700,270.0,7200,595.0,1009.0,11900,200,2.0,2700,270.0,7200,110.0,526.0,2200
60,100,1.0,2100,210.0,5900,180.0,509.0,3600,300,3.0,2300,230.0,5900,45.0,396.0,900,0,0.0,2100,210.0,5900,290.0,618.0,5800,200,2.0,2200,220.0,5900,65.0,405.0,1300,400,4.0,2300,230.0,5900,195.0,547.0,3900,100,1.0,2100,210.0,5900,305.0,634.0,6100,100,1.0,2100,210.0,5900,20.0,349.0,400
61,200,2.0,1700,170.0,4300,65.0,323.0,1300,400,4.0,1800,180.0,4300,15.0,285.0,300,100,1.0,1700,170.0,4300,115.0,372.0,2300,700,7.0,2000,200.0,4300,55.0,348.0,1100,1200,12.0,2200,220.0,4300,100.0,418.0,2000,100,1.0,1700,170.0,4300,110.0,367.0,2200,200,2.0,1700,170.0,4300,5.0,263.0,100
62,0,0.0,1900,190.0,5100,135.0,427.0,2700,400,4.0,2000,200.0,5100,55.0,361.0,1100,0,0.0,1900,190.0,5100,250.0,542.0,5000,500,5.0,1900,190.0,5100,75.0,372.0,1500,600,6.0,2100,210.0,5100,195.0,513.0,3900,0,0.0,1900,190.0,5100,250.0,542.0,5000,300,3.0,1900,190.0,5100,25.0,320.0,500
63,0,0.0,1900,190.0,5200,165.0,459.0,3300,500,5.0,2100,210.0,5200,80.0,399.0,1600,0,0.0,1900,190.0,5200,255.0,549.0,5100,300,3.0,2000,200.0,5200,110.0,417.0,2200,600,6.0,2100,210.0,5200,160.0,480.0,3200,0,0.0,1900,190.0,5200,255.0,549.0,5100,100,1.0,1900,190.0,5200,45.0,340.0,900
64,0,0.0,1900,190.0,4600,100.0,382.0,2000,200,2.0,2000,200.0,4600,55.0,349.0,1100,0,0.0,1900,190.0,4600,185.0,467.0,3700,300,3.0,2000,200.0,4600,65.0,360.0,1300,500,5.0,2000,200.0,4600,100.0,397.0,2000,0,0.0,1900,190.0,4600,185.0,467.0,3700,0,0.0,1900,190.0,4600,15.0,297.0,300
65,100,1.0,2600,260.0,7000,205.0,606.0,4100,600,6.0,2700,270.0,7000,55.0,471.0,1100,0,0.0,2500,250.0,7000,430.0,820.0,8600,200,2.0,2600,260.0,7000,95.0,497.0,1900,900,9.0,2800,280.0,7000,145.0,574.0,2900,100,1.0,2600,260.0,7000,315.0,716.0,6300,600,6.0,2700,270.0,7000,20.0,436.0,400
66,100,1.0,2000,200.0,4200,100.0,385.0,2000,500,5.0,2200,220.0,4200,30.0,339.0,600,0,0.0,2000,200.0,4200,180.0,464.0,3600,600,6.0,2100,210.0,4200,65.0,365.0,1300,900,9.0,2400,240.0,4200,120.0,453.0,2400,200,2.0,2000,200.0,4200,195.0,481.0,3900,200,2.0,2000,200.0,4200,20.0,306.0,400
67,200,2.0,2700,270.0,6700,205.0,611.0,4100,1600,16.0,3100,310.0,6700,50.0,510.0,1000,0,0.0,2700,270.0,6700,360.0,764.0,7200,800,8.0,2800,280.0,6700,90.0,512.0,1800,1800,18.0,3200,320.0,6700,130.0,602.0,2600,300,3.0,2700,270.0,6700,300.0,707.0,6000,1300,13.0,3100,310.0,6700,20.0,477.0,400
68,100,1.0,2200,220.0,5200,170.0,495.0,3400,800,8.0,2400,240.0,5200,90.0,442.0,1800,0,0.0,2200,220.0,5200,295.0,619.0,5900,500,5.0,2300,230.0,5200,135.0,474.0,2700,1000,10.0,2700,270.0,5200,195.0,579.0,3900,0,0.0,2200,220.0,5200,295.0,619.0,5900,500,5.0,2200,220.0,5200,65.0,394.0,1300
69,0,0.0,2400,240.0,6400,240.0,608.0,4800,400,4.0,2400,240.0,6400,60.0,432.0,1200,0,0.0,2400,240.0,6400,350.0,718.0,7000,300,3.0,2400,240.0,6400,95.0,466.0,1900,1100,11.0,2800,280.0,6400,185.0,604.0,3700,200,2.0,2400,240.0,6400,350.0,720.0,7000,300,3.0,2400,240.0,6400,25.0,396.0,500
70,200,2.0,2100,210.0,5400,125.0,445.0,2500,500,5.0,2200,220.0,5400,15.0,348.0,300,0,0.0,2000,200.0,5400,230.0,538.0,4600,500,5.0,2100,210.0,5400,55.0,378.0,1100,200,2.0,2300,230.0,5400,85.0,425.0,1700,0,0.0,2000,200.0,5400,135.0,443.0,2700,200,2.0,2100,210.0,5400,15.0,335.0,300
71,300,3.0,2100,210.0,5100,115.0,430.0,2300,800,8.0,2300,230.0,5100,15.0,355.0,300,0,0.0,2100,210.0,5100,180.0,492.0,3600,800,8.0,2300,230.0,5100,60.0,400.0,1200,900,9.0,2300,230.0,5100,70.0,411.0,1400,300,3.0,2100,210.0,5100,150.0,465.0,3000,800,8.0,2300,230.0,5100,5.0,345.0,100
72,0,0.0,2400,240.0,6500,300.0,670.0,6000,500,5.0,2600,260.0,6500,145.0,540.0,2900,0,0.0,2400,240.0,6500,445.0,815.0,8900,400,4.0,2500,250.0,6500,195.0,579.0,3900,500,5.0,2500,250.0,6500,275.0,660.0,5500,0,0.0,2400,240.0,6500,445.0,815.0,8900,600,6.0,2400,240.0,6500,75.0,451.0,1500
73,0,0.0,1900,190.0,4500,105.0,385.0,2100,700,7.0,2100,210.0,4500,80.0,387.0,1600,0,0.0,1900,190.0,4500,200.0,480.0,4000,600,6.0,2000,200.0,4500,105.0,401.0,2100,900,9.0,2100,210.0,4500,145.0,454.0,2900,0,0.0,1900,190.0,4500,200.0,480.0,4000,200,2.0,1900,190.0,4500,40.0,322.0,800
74,0,0.0,2200,220.0,6400,275.0,623.0,5500,600,6.0,2400,240.0,6400,90.0,464.0,1800,0,0.0,2200,220.0,6400,395.0,743.0,7900,500,5.0,2400,240.0,6400,135.0,508.0,2700,100,1.0,2400,240.0,6400,170.0,539.0,3400,0,0.0,2200,220.0,6400,360.0,708.0,7200,400,4.0,2400,240.0,6400,45.0,417.0,900
75,0,0.0,2000,200.0,5800,205.0,521.0,4100,400,4.0,2300,230.0,5800,65.0,415.0,1300,0,0.0,2000,200.0,5800,310.0,626.0,6200,200,2.0,2100,210.0,5800,100.0,428.0,2000,300,3.0,2200,220.0,5800,165.0,504.0,3300,0,0.0,2000,200.0,5800,310.0,626.0,6200,400,4.0,2200,220.0,5800,30.0,370.0,600
76,0,0.0,1800,180.0,4600,75.0,347.0,1500,1000,10.0,2300,230.0,4600,10.0,342.0,200,0,0.0,1800,180.0,4600,145.0,417.0,2900,300,3.0,1900,190.0,4600,20.0,305.0,400,1100,11.0,2300,230.0,4600,85.0,418.0,1700,200,2.0,1800,180.0,4600,135.0,409.0,2700,200,2.0,1800,180.0,4600,0.0,274.0,0
77,300,3.0,2400,240.0,5400,140.0,491.0,2800,700,7.0,2600,260.0,5400,15.0,390.0,300,500,5.0,2400,240.0,5400,250.0,603.0,5000,600,6.0,2500,250.0,5400,45.0,409.0,900,2400,24.0,3200,320.0,5400,210.0,662.0,4200,500,5.0,2400,240.0,5400,270.0,623.0,5400,500,5.0,2500,250.0,5400,5.0,368.0,100
78,0,0.0,1900,190.0,4800,130.0,416.0,2600,400,4.0,2000,200.0,4800,65.0,365.0,1300,0,0.0,1900,190.0,4800,220.0,506.0,4400,400,4.0,2000,200.0,4800,100.0,400.0,2000,600,6.0,2300,230.0,4800,150.0,482.0,3000,0,0.0,1900,190.0,4800,220.0,506.0,4400,400,4.0,1900,190.0,4800,40.0,330.0,800
79,0,0.0,2700,270.0,7700,385.0,809.0,7700,600,6.0,2800,280.0,7700,90.0,530.0,1800,0,0.0,2700,270.0,7700,555.0,979.0,11100,200,2.0,2700,270.0,7700,205.0,631.0,4100,500,5.0,2900,290.0,7700,355.0,804.0,7100,0,0.0,2700,270.0,7700,505.0,929.0,10100,200,2.0,2700,270.0,7700,50.0,476.0,1000
80,0,0.0,1700,170.0,4600,85.0,347.0,1700,100,1.0,1800,180.0,4600,15.0,288.0,300,0,0.0,1700,170.0,4600,160.0,422.0,3200,100,1.0,1800,180.0,4600,45.0,318.0,900,500,5.0,2000,200.0,4600,95.0,392.0,1900,0,0.0,1700,170.0,4600,160.0,422.0,3200,0,0.0,1700,170.0,4600,10.0,272.0,200
81,0,0.0,2400,240.0,6100,265.0,627.0,5300,600,6.0,2600,260.0,6100,145.0,533.0,2900,0,0.0,2400,240.0,6100,405.0,767.0,8100,500,5.0,2500,250.0,6100,170.0,547.0,3400,600,6.0,2600,260.0,6100,250.0,638.0,5000,0,0.0,2400,240.0,6100,405.0,767.0,8100,0,0.0,2400,240.0,6100,75.0,437.0,1500
82,100,1.0,2600,260.0,6200,175.0,560.0,3500,1100,11.0,3000,300.0,6200,40.0,475.0,800,0,0.0,2600,260.0,6200,305.0,689.0,6100,400,4.0,2600,260.0,6200,50.0,438.0,1000,900,9.0,2800,280.0,6200,135.0,548.0,2700,500,5.0,2600,260.0,6200,330.0,719.0,6600,400,4.0,2600,260.0,6200,35.0,423.0,700
83,0,0.0,3100,310.0,8300,490.0,966.0,9800,400,4.0,3100,310.0,8300,160.0,640.0,3200,0,0.0,3100,310.0,8300,695.0,1171.0,13900,400,4.0,3200,320.0,8300,275.0,765.0,5500,1100,11.0,3500,350.0,8300,390.0,917.0,7800,200,2.0,3100,310.0,8300,750.0,1228.0,15000,200,2.0,3100,310.0,8300,100.0,578.0,2000
84,0,0.0,2000,200.0,5500,160.0,470.0,3200,400,4.0,2100,210.0,5500,65.0,389.0,1300,0,0.0,2000,200.0,5500,280.0,590.0,5600,600,6.0,2100,210.0,5500,115.0,441.0,2300,500,5.0,2200,220.0,5500,205.0,540.0,4100,0,0.0,2000,200.0,5500,280.0,590.0,5600,300,3.0,2000,200.0,5500,35.0,348.0,700
85,0,0.0,2000,200.0,5800,205.0,521.0,4100,400,4.0,2300,230.0,5800,65.0,415.0,1300,0,0.0,2000,200.0,5800,310.0,626.0,6200,200,2.0,2100,210.0,5800,100.0,428.0,2000,300,3.0,2200,220.0,5800,165.0,504.0,3300,0,0.0,2000,200.0,5800,310.0,626.0,6200,400,4.0,2200,220.0,5800,30.0,370.0,600
86,200,2.0,1900,190.0,5300,140.0,438.0,2800,500,5.0,2000,200.0,5300,15.0,326.0,300,0,0.0,1900,190.0,5300,210.0,506.0,4200,500,5.0,2100,210.0,5300,65.0,386.0,1300,200,2.0,2000,200.0,5300,105.0,413.0,2100,100,1.0,1900,190.0,5300,185.0,482.0,3700,500,5.0,2000,200.0,5300,5.0,316.0,100
87,0,0.0,2400,240.0,7200,390.0,774.0,7800,200,2.0,2600,260.0,7200,150.0,556.0,3000,0,0.0,2400,240.0,7200,535.0,919.0,10700,400,4.0,2600,260.0,7200,215.0,623.0,4300,200,2.0,2600,260.0,7200,280.0,686.0,5600,0,0.0,2400,240.0,7200,535.0,919.0,10700,100,1.0,2500,250.0,7200,85.0,480.0,1700
88,300,3.0,2300,230.0,5500,155.0,498.0,3100,500,5.0,2300,230.0,5500,15.0,360.0,300,100,1.0,2300,230.0,5500,225.0,566.0,4500,500,5.0,2300,230.0,5500,55.0,400.0,1100,900,9.0,2500,250.0,5500,95.0,464.0,1900,300,3.0,2300,230.0,5500,225.0,568.0,4500,500,5.0,2300,230.0,5500,5.0,350.0,100
89,0,0.0,1800,180.0,5200,145.0,429.0,2900,300,3.0,2000,200.0,5200,80.0,387.0,1600,0,0.0,1800,180.0,5200,250.0,534.0,5000,400,4.0,1900,190.0,5200,95.0,393.0,1900,400,4.0,2000,200.0,5200,165.0,473.0,3300,0,0.0,1800,180.0,5200,250.0,534.0,5000,200,2.0,1900,190.0,5200,25.0,321.0,500
90,100,1.0,2400,240.0,6400,210.0,579.0,4200,300,3.0,2400,240.0,6400,55.0,426.0,1100,0,0.0,2400,240.0,6400,320.0,688.0,6400,200,2.0,2400,240.0,6400,80.0,450.0,1600,1400,14.0,2900,290.0,6400,225.0,657.0,4500,300,3.0,2400,240.0,6400,360.0,731.0,7200,400,4.0,2400,240.0,6400,5.0,377.0,100
91,0,0.0,2200,220.0,5900,170.0,508.0,3400,200,2.0,2200,220.0,5900,60.0,400.0,1200,0,0.0,2200,220.0,5900,335.0,673.0,6700,300,3.0,2300,230.0,5900,115.0,466.0,2300,700,7.0,2500,250.0,5900,190.0,565.0,3800,0,0.0,2200,220.0,5900,335.0,673.0,6700,300,3.0,2300,230.0,5900,25.0,376.0,500
92,0,0.0,1800,180.0,5200,140.0,424.0,2800,400,4.0,2000,200.0,5200,55.0,363.0,1100,0,0.0,1800,180.0,5200,220.0,504.0,4400,200,2.0,1900,190.0,5200,80.0,376.0,1600,400,4.0,2000,200.0,5200,160.0,468.0,3200,0,0.0,1800,180.0,5200,220.0,504.0,4400,0,0.0,1800,180.0,5200,35.0,319.0,700
93,300,3.0,2500,250.0,6300,250.0,629.0,5000,1300,13.0,2800,280.0,6300,120.0,539.0,2400,0,0.0,2500,250.0,6300,425.0,801.0,8500,1100,11.0,2600,260.0,6300,185.0,582.0,3700,1500,15.0,3100,310.0,6300,245.0,696.0,4900,0,0.0,2500,250.0,6300,425.0,801.0,8500,400,4.0,2500,250.0,6300,85.0,465.0,1700
94,300,3.0,2600,260.0,5800,150.0,529.0,3000,1300,13.0,3000,300.0,5800,25.0,454.0,500,0,0.0,2600,260.0,5800,245.0,621.0,4900,1000,10.0,2800,280.0,5800,50.0,456.0,1000,1700,17.0,3100,310.0,5800,80.0,523.0,1600,700,7.0,2600,260.0,5800,265.0,648.0,5300,1400,14.0,3000,300.0,5800,0.0,430.0,0
95,0,0.0,2700,270.0,7500,405.0,825.0,8100,900,9.0,3000,300.0,7500,165.0,624.0,3300,0,0.0,2700,270.0,7500,595.0,1015.0,11900,300,3.0,2700,270.0,7500,245.0,668.0,4900,600,6.0,2900,290.0,7500,425.0,871.0,8500,0,0.0,2700,270.0,7500,595.0,1015.0,11900,500,5.0,2800,280.0,7500,80.0,515.0,1600
96,0,0.0,2300,230.0,6700,325.0,689.0,6500,800,8.0,2600,260.0,6700,135.0,537.0,2700,0,0.0,2300,230.0,6700,485.0,849.0,9700,600,6.0,2500,250.0,6700,165.0,555.0,3300,700,7.0,2600,260.0,6700,315.0,716.0,6300,0,0.0,2300,230.0,6700,485.0,849.0,9700,200,2.0,2400,240.0,6700,65.0,441.0,1300
97,100,1.0,2200,220.0,6400,200.0,549.0,4000,500,5.0,2400,240.0,6400,50.0,423.0,1000,0,0.0,2200,220.0,6400,335.0,683.0,6700,200,2.0,2300,230.0,6400,75.0,435.0,1500,400,4.0,2400,240.0,6400,210.0,582.0,4200,100,1.0,2200,220.0,6400,350.0,699.0,7000,400,4.0,2400,240.0,6400,5.0,377.0,100
98,1500,15.0,3700,370.0,8300,355.0,906.0,7100,1600,16.0,3900,390.0,8300,55.0,627.0,1100,200,2.0,3700,370.0,8300,590.0,1128.0,11800,800,8.0,3800,380.0,8300,180.0,734.0,3600,2800,28.0,4400,440.0,8300,290.0,924.0,5800,1100,11.0,3700,370.0,8300,645.0,1192.0,12900,1500,15.0,3900,390.0,8300,30.0,601.0,600
99,0,0.0,1600,160.0,4400,85.0,333.0,1700,300,3.0,1600,160.0,4400,35.0,286.0,700,0,0.0,1600,160.0,4400,155.0,403.0,3100,300,3.0,1700,170.0,4400,60.0,321.0,1200,400,4.0,1900,190.0,4400,105.0,387.0,2100,0,0.0,1600,160.0,4400,155.0,403.0,3100,300,3.0,1600,160.0,4400,25.0,276.0,500
